ticker,filing_type,filing_date,accession_number,filing_url,ai_mentions_count,ai_keywords_found,ai_context_snippets,filing_title,status
CSCO,10-K,2025-09-03,0000858877-25-000111,https://www.sec.gov/Archives/edgar/data/0000858877/000085887725000111/csco-20250726.htm,0,,,10-K - 2025-09-03,metadata_only
CSCO,8-K,2025-08-25,0000858877-25-000103,https://www.sec.gov/Archives/edgar/data/0000858877/000085887725000103/csco-20250821.htm,0,,,8-K - 2025-08-25,metadata_only
CSCO,8-K,2025-08-13,0001193125-25-179820,https://www.sec.gov/Archives/edgar/data/0001193125/000119312525179820/d901470d8k.htm,0,,,8-K - 2025-08-13,metadata_only
CSCO,8-K,2025-06-09,0000858877-25-000046,https://www.sec.gov/Archives/edgar/data/0000858877/000085887725000046/csco-20250605.htm,0,,,8-K - 2025-06-09,metadata_only
CSCO,10-Q,2025-05-20,0000858877-25-000033,https://www.sec.gov/Archives/edgar/data/0000858877/000085887725000033/csco-20250426.htm,0,,,10-Q - 2025-05-20,metadata_only
CSCO,8-K,2025-05-14,0000858877-25-000021,https://www.sec.gov/Archives/edgar/data/0000858877/000085887725000021/csco-20250509.htm,0,,,8-K - 2025-05-14,metadata_only
CSCO,8-K,2025-05-14,0001193125-25-119864,https://www.sec.gov/Archives/edgar/data/0001193125/000119312525119864/d946014d8k.htm,0,,,8-K - 2025-05-14,metadata_only
CSCO,8-K,2025-05-13,0000858877-25-000014,https://www.sec.gov/Archives/edgar/data/0000858877/000085887725000014/csco-20250512.htm,0,,,8-K - 2025-05-13,metadata_only
CSCO,8-K,2025-02-24,0001193125-25-033389,https://www.sec.gov/Archives/edgar/data/0001193125/000119312525033389/d916866d8k.htm,0,,,8-K - 2025-02-24,metadata_only
CSCO,10-Q,2025-02-18,0000858877-25-000007,https://www.sec.gov/Archives/edgar/data/0000858877/000085887725000007/csco-20250125.htm,0,,,10-Q - 2025-02-18,metadata_only
CSCO,8-K,2025-02-12,0000858877-25-000004,https://www.sec.gov/Archives/edgar/data/0000858877/000085887725000004/csco-20250210.htm,0,,,8-K - 2025-02-12,metadata_only
CSCO,8-K,2025-02-12,0001193125-25-025114,https://www.sec.gov/Archives/edgar/data/0001193125/000119312525025114/d851168d8k.htm,0,,,8-K - 2025-02-12,metadata_only
CSCO,8-K,2024-12-11,0000858877-24-000039,https://www.sec.gov/Archives/edgar/data/0000858877/000085887724000039/csco-20241209.htm,0,,,8-K - 2024-12-11,metadata_only
CSCO,10-Q,2024-11-19,0000858877-24-000030,https://www.sec.gov/Archives/edgar/data/0000858877/000085887724000030/csco-20241026.htm,0,,,10-Q - 2024-11-19,metadata_only
CSCO,8-K,2024-11-13,0001193125-24-257224,https://www.sec.gov/Archives/edgar/data/0001193125/000119312524257224/d875468d8k.htm,0,,,8-K - 2024-11-13,metadata_only
CSCO,DEF 14A,2024-10-18,0001104659-24-109859,https://www.sec.gov/Archives/edgar/data/0001104659/000110465924109859/tm2414474d2_def14a.htm,0,,,DEF 14A - 2024-10-18,metadata_only
CSCO,8-K,2024-10-11,0001193125-24-236734,https://www.sec.gov/Archives/edgar/data/0001193125/000119312524236734/d899200d8k.htm,0,,,8-K - 2024-10-11,metadata_only
CSCO,10-K,2024-09-05,0000858877-24-000017,https://www.sec.gov/Archives/edgar/data/0000858877/000085887724000017/csco-20240727.htm,0,,,10-K - 2024-09-05,metadata_only
CSCO,8-K,2024-08-14,0001193125-24-200636,https://www.sec.gov/Archives/edgar/data/0001193125/000119312524200636/d878533d8k.htm,0,,,8-K - 2024-08-14,metadata_only
CSCO,8-K,2024-07-19,0000858877-24-000012,https://www.sec.gov/Archives/edgar/data/0000858877/000085887724000012/csco-20240715.htm,0,,,8-K - 2024-07-19,metadata_only
CSCO,8-K,2024-06-14,0000858877-24-000010,https://www.sec.gov/Archives/edgar/data/0000858877/000085887724000010/csco-20240612.htm,0,,,8-K - 2024-06-14,metadata_only
CSCO,10-Q,2024-05-21,0000858877-24-000007,https://www.sec.gov/Archives/edgar/data/0000858877/000085887724000007/csco-20240427.htm,0,,,10-Q - 2024-05-21,metadata_only
