"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 02/09/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.51,META,"META PLATFORMS INC",B7TL820,468.11,"91,087.00","42,638,735.57"
3.48,NVDA,"NVIDIA CORP",2379504,721.33,"58,586.00","42,259,839.38"
3.29,NFLX,"NETFLIX INC",2857817,561.32,"71,175.00","39,951,951.00"
3.23,AMZN,"AMAZON.COM INC",2000019,174.45,"224,751.00","39,207,811.95"
3.11,NOW,"SERVICENOW INC",B80NXX8,812.94,"46,515.00","37,813,904.10"
3.09,IBM,IBM,2005973,186.34,"201,179.00","37,487,694.86"
3.06,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,36.72,"1,012,243.00","37,167,190.58"
3.04,MSFT,"MICROSOFT CORP",2588173,420.55,"87,719.00","36,890,225.45"
3.04,CRM,"SALESFORCE INC",2310525,291.30,"126,621.00","36,884,697.30"
3.02,ADBE,"ADOBE INC",2008154,627.21,"58,590.00","36,748,233.90"
3.02,AVGO,"BROADCOM INC",BDZ78H9,"1,283.44","28,578.00","36,678,148.32"
3.01,ORCL,"ORACLE CORP",2661568,116.64,"313,548.00","36,572,238.72"
2.93,GOOGL,"ALPHABET INC-CL A",BYVY8G0,149.00,"238,583.00","35,548,867.00"
2.89,ACN,"ACCENTURE PLC-CL A",B4BNMY3,371.67,"94,630.00","35,171,132.10"
2.86,"005930 KS","SAMSUNG ELECTRON",6771720,55.79,"622,376.00","34,720,919.71"
2.84,QCOM,"QUALCOMM INC",2714923,151.00,"228,459.00","34,497,309.00"
2.81,BABA,"ALIBABA GRP-ADR",BP41ZD1,72.02,"473,639.00","34,111,480.78"
2.79,CSCO,"CISCO SYSTEMS INC",2198163,50.13,"675,483.00","33,861,962.79"
2.79,AAPL,"APPLE INC",2046251,188.85,"179,240.00","33,849,474.00"
2.67,TSLA,"TESLA INC",B616C79,193.57,"167,583.00","32,439,041.31"
2.56,INTC,"INTEL CORP",2463247,43.31,"717,969.00","31,095,237.39"
2.45,UBER,"UBER TECHNOLOGIES INC",BK6N347,70.91,"420,305.00","29,803,827.55"
2.41,"SIE GR","SIEMENS AG-REG",5727973,178.54,"164,025.00","29,284,870.78"
1.84,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,90.72,"246,832.00","22,392,599.04"
1.59,MU,"MICRON TECHNOLOGY INC",2588184,85.56,"225,594.00","19,301,822.64"
