"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 02/26/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.79,NVDA,"NVIDIA CORP",2379504,790.92,"63,482.00","50,209,183.44"
3.59,META,"META PLATFORMS INC",B7TL820,481.74,"98,737.00","47,565,562.38"
3.41,NFLX,"NETFLIX INC",2857817,587.65,"76,989.00","45,242,585.85"
3.21,AMZN,"AMAZON.COM INC",2000019,174.73,"243,417.00","42,532,252.41"
3.10,CRM,"SALESFORCE INC",2310525,300.39,"137,025.00","41,160,939.75"
3.06,AVGO,"BROADCOM INC",BDZ78H9,"1,309.13","31,026.00","40,617,067.38"
3.06,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,36.71,"1,104,043.00","40,527,767.79"
3.03,IBM,IBM,2005973,184.13,"218,009.00","40,141,997.17"
2.97,NOW,"SERVICENOW INC",B80NXX8,779.66,"50,493.00","39,367,372.38"
2.96,BABA,"ALIBABA GRP-ADR",BP41ZD1,76.51,"512,807.00","39,234,863.57"
2.93,QCOM,"QUALCOMM INC",2714923,157.03,"247,431.00","38,854,089.93"
2.92,MSFT,"MICROSOFT CORP",2588173,407.54,"95,063.00","38,741,975.02"
2.92,ACN,"ACCENTURE PLC-CL A",B4BNMY3,377.48,"102,586.00","38,724,163.28"
2.84,ORCL,"ORACLE CORP",2661568,110.97,"339,558.00","37,680,751.26"
2.78,"005930 KS","SAMSUNG ELECTRON",6771720,54.70,"673,784.00","36,853,099.32"
2.73,TSLA,"TESLA INC",B616C79,199.40,"181,353.00","36,161,788.20"
2.69,UBER,"UBER TECHNOLOGIES INC",BK6N347,78.36,"455,189.00","35,668,610.04"
2.68,ADBE,"ADOBE INC",2008154,560.48,"63,486.00","35,582,633.28"
2.68,GOOGL,"ALPHABET INC-CL A",BYVY8G0,137.57,"258,167.00","35,516,034.19"
2.67,CSCO,"CISCO SYSTEMS INC",2198163,48.40,"731,481.00","35,403,680.40"
2.65,AAPL,"APPLE INC",2046251,181.16,"194,234.00","35,187,431.44"
2.54,"SIE GR","SIEMENS AG-REG",5727973,189.79,"177,489.00","33,686,180.70"
2.52,INTC,"INTEL CORP",2463247,42.99,"777,333.00","33,417,545.67"
1.65,MU,"MICRON TECHNOLOGY INC",2588184,89.46,"244,260.00","21,851,499.60"
1.56,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,77.56,"267,334.00","20,734,425.04"
1.47,"000660 KS","SK HYNIX INC",6450267,121.56,"160,466.00","19,506,685.80"
1.45,SNPS,"SYNOPSYS INC",2867719,575.70,"33,477.00","19,272,708.90"
1.38,CDNS,"CADENCE DESIGN SYS INC",2302232,303.69,"60,171.00","18,273,330.99"
1.21,TRI,"THOMSON REUTERS CORP",BNBXPB4,159.09,"100,670.00","16,015,590.30"
1.08,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,307.21,"46,503.00","14,286,186.63"
1.05,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,243.79,"56,846.00","13,858,486.34"
0.97,"3690 HK","MEITUAN-CLASS B",BGJW376,10.37,"1,239,515.00","12,856,494.57"
0.87,FTNT,"FORTINET INC",B5B2106,68.40,"169,513.00","11,594,689.20"
0.81,SMCI,"SUPER MICRO COMPUTER INC",B1VQR35,876.34,"12,231.00","10,718,514.54"
0.79,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,36.05,"289,495.00","10,437,502.17"
0.69,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,90.62,"100,467.00","9,104,319.54"
0.67,"EXPN LN","EXPERIAN PLC",B19NLV4,43.48,"203,861.00","8,864,421.18"
0.67,"WKL NA","WOLTERS KLUWER",5671519,159.84,"55,248.00","8,830,998.88"
0.65,DDOG,"DATADOG INC - CLASS A",BKT9Y49,129.35,"67,080.00","8,676,798.00"
0.61,TTD,"TRADE DESK INC-A",BD8FDD1,82.19,"99,076.00","8,143,056.44"
0.60,ZS,"ZSCALER INC",BZ00V34,241.70,"32,650.00","7,891,505.00"
0.53,ROK,"ROCKWELL AUTOMATION INC",2754060,277.81,"25,108.00","6,975,253.48"
0.53,BIDU,"BAIDU INC - SPON ADR",B0FXT17,110.59,"63,032.00","6,970,708.88"
0.52,"6702 JP","FUJITSU LIMITED",6356945,151.91,"45,622.00","6,930,537.00"
0.48,"6954 JP","FANUC CORP",6356934,28.43,"222,465.00","6,323,675.91"
0.43,SPLK,"SPLUNK INC",B424494,155.55,"37,000.00","5,755,350.00"
0.42,"5803 JP","FUJIKURA LTD",6356707,11.67,"473,213.00","5,521,786.24"
0.39,PEGA,"PEGASYSTEMS INC",2675860,65.92,"79,106.00","5,214,667.52"
0.39,CLS,"CELESTICA INC",2262659,41.76,"123,755.00","5,168,008.80"
0.38,EBAY,"EBAY INC",2293819,43.88,"115,323.00","5,060,373.24"
0.35,"6526 JP","SOCIONEXT INC",BMTVX75,26.46,"175,237.00","4,635,942.53"
0.34,"4755 JP","RAKUTEN GROUP INC",6229597,5.23,"855,122.00","4,470,039.71"
