"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 02/07/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.58,META,"META PLATFORMS INC",B7TL820,469.59,"88,312.00","41,470,432.08"
3.44,NVDA,"NVIDIA CORP",2379504,700.99,"56,810.00","39,823,241.90"
3.33,NFLX,"NETFLIX INC-CLASS B",2857817,559.30,"69,066.00","38,628,613.80"
3.21,AMZN,"AMAZON.COM INC",2000019,170.53,"217,980.00","37,172,129.40"
3.16,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,37.37,"978,943.00","36,585,234.61"
3.08,ORCL,"ORACLE CORP",2661568,117.27,"304,113.00","35,663,331.51"
3.07,NOW,"SERVICENOW INC",B80NXX8,790.39,"45,072.00","35,624,458.08"
3.06,IBM,IBM,2005973,182.08,"195,074.00","35,519,073.92"
3.06,CRM,"SALESFORCE INC",2310525,288.84,"122,847.00","35,483,127.48"
3.04,MSFT,"MICROSOFT CORP",2588173,414.05,"85,055.00","35,217,022.75"
3.02,ADBE,"ADOBE INC",2008154,615.85,"56,814.00","34,988,901.90"
3.00,AVGO,"BROADCOM INC",BDZ78H9,"1,257.06","27,690.00","34,807,991.40"
2.94,"005930 KS","SAMSUNG ELECTRON",6771720,56.48,"603,728.00","34,101,220.06"
2.92,BABA,"ALIBABA GRP-ADR",BP41ZD1,73.64,"459,431.00","33,832,498.84"
2.91,GOOGL,"ALPHABET INC-CL A",BYVY8G0,145.54,"231,479.00","33,689,453.66"
2.90,ACN,"ACCENTURE PLC-CL A",B4BNMY3,366.65,"91,744.00","33,637,937.60"
2.84,AAPL,"APPLE INC",2046251,189.41,"173,801.00","32,919,647.41"
2.81,CSCO,"CISCO SYSTEMS INC",2198163,49.77,"655,170.00","32,607,810.90"
2.79,QCOM,"QUALCOMM INC",2714923,145.89,"221,577.00","32,325,868.53"
2.63,TSLA,"TESLA INC",B616C79,187.58,"162,588.00","30,498,257.04"
2.57,INTC,"INTEL CORP",2463247,42.78,"696,435.00","29,793,489.30"
2.49,UBER,"UBER TECHNOLOGIES INC",BK6N347,70.65,"407,651.00","28,800,543.15"
2.48,"SIE GR","SIEMENS AG-REG",5727973,180.90,"159,141.00","28,788,431.94"
1.76,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,85.17,"239,395.00","20,389,272.15"
1.61,MU,"MICRON TECHNOLOGY INC",2588184,85.17,"218,823.00","18,637,154.91"
