"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 10/16/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.82,BABA,"ALIBABA GRP-ADR",BP41ZD1,102.17,"847,606.00","86,599,905.02"
3.61,IBM,IBM,2005973,233.67,"350,365.00","81,869,789.55"
3.48,ORCL,"ORACLE CORP",2661568,174.77,"450,734.00","78,774,781.18"
3.46,CSCO,"CISCO SYSTEMS INC",2198163,56.38,"1,391,340.00","78,443,749.20"
3.42,NOW,"SERVICENOW INC",B80NXX8,918.87,"84,258.00","77,422,148.46"
3.36,META,"META PLATFORMS INC",B7TL820,576.79,"131,986.00","76,128,204.94"
3.25,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,53.50,"1,376,043.00","73,625,051.23"
3.23,CRM,"SALESFORCE INC",2310525,290.86,"251,894.00","73,265,888.84"
3.21,ACN,"ACCENTURE PLC-CL A",B4BNMY3,372.26,"195,274.00","72,692,699.24"
3.15,NVDA,"NVIDIA CORP",2379504,135.72,"526,164.00","71,410,978.08"
3.11,NFLX,"NETFLIX INC",2857817,702.00,"100,341.00","70,439,382.00"
3.07,AVGO,"BROADCOM INC",BDZ78H9,176.82,"393,863.00","69,642,855.66"
2.93,AAPL,"APPLE INC",2046251,231.78,"286,676.00","66,445,763.28"
2.85,AMZN,"AMAZON.COM INC",2000019,186.89,"346,031.00","64,669,733.59"
2.70,UBER,"UBER TECHNOLOGIES INC",BK6N347,81.90,"746,111.00","61,106,490.90"
2.66,MSFT,"MICROSOFT CORP",2588173,416.12,"144,998.00","60,336,567.76"
2.62,ADBE,"ADOBE INC",2008154,502.54,"118,149.00","59,374,598.46"
2.59,GOOGL,"ALPHABET INC-CL A",BYVY8G0,165.16,"354,810.00","58,600,419.60"
2.56,TSLA,"TESLA INC",B616C79,221.33,"261,809.00","57,946,185.97"
2.53,QCOM,"QUALCOMM INC",2714923,171.48,"333,609.00","57,207,271.32"
2.49,"SIE GR","SIEMENS AG-REG",5727973,196.92,"286,044.00","56,327,477.26"
2.05,"005930 KS","SAMSUNG ELECTRON",6771720,43.66,"1,065,680.00","46,531,122.04"
1.94,"3690 HK","MEITUAN-CLASS B",BGJW376,22.29,"1,975,915.00","44,037,764.58"
1.91,MU,"MICRON TECHNOLOGY INC",2588184,109.24,"395,944.00","43,252,922.56"
1.59,"000660 KS","SK HYNIX INC",6450267,138.48,"259,906.00","35,990,505.76"
1.56,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,81.85,"431,858.00","35,347,577.30"
1.50,INTC,"INTEL CORP",2463247,22.31,"1,520,047.00","33,912,248.57"
1.21,SNPS,"SYNOPSYS INC",2867719,501.35,"54,594.00","27,370,701.90"
1.19,TRI,"THOMSON REUTERS CORP",BNBXPB4,167.95,"160,859.00","27,016,269.05"
1.13,CDNS,"CADENCE DESIGN SYS INC",2302232,262.95,"97,186.00","25,555,058.70"
0.98,FTNT,"FORTINET INC",B5B2106,82.12,"271,349.00","22,283,179.88"
0.94,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,232.73,"91,299.00","21,248,016.27"
0.82,TTD,"TRADE DESK INC-A",BD8FDD1,117.94,"158,110.00","18,647,493.40"
0.80,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,240.22,"75,754.00","18,197,625.88"
0.74,"EXPN LN","EXPERIAN PLC",B19NLV4,50.98,"326,624.00","16,651,352.96"
0.68,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,33.05,"464,505.00","15,350,253.90"
0.68,"WKL NA","WOLTERS KLUWER",5671519,173.69,"88,367.00","15,348,569.94"
0.67,"6702 JP","FUJITSU LIMITED",6356945,20.72,"734,225.00","15,213,030.11"
0.65,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,90.22,"162,142.00","14,628,451.24"
0.61,DDOG,"DATADOG INC - CLASS A",BKT9Y49,126.00,"110,145.00","13,878,270.00"
0.53,EBAY,"EBAY INC",2293819,66.92,"178,043.00","11,914,637.56"
0.51,"5803 JP","FUJIKURA LTD",6356707,36.36,"319,551.00","11,618,871.37"
0.49,ROK,"ROCKWELL AUTOMATION INC",2754060,274.24,"40,358.00","11,067,777.92"
0.45,ZS,"ZSCALER INC",BZ00V34,191.55,"53,601.00","10,267,271.55"
0.45,SMCI,"SUPER MICRO COMPUTER INC",BRC3N73,48.75,"208,160.00","10,147,800.00"
0.43,BIDU,"BAIDU INC - SPON ADR",B0FXT17,95.27,"102,518.00","9,766,889.86"
0.43,HPE,"HEWLETT PACKA",BYVYWS0,20.89,"464,474.00","9,702,861.86"
0.41,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,8.48,"1,106,079.00","9,379,549.92"
0.41,"6954 JP","FANUC CORP",6356934,26.28,"355,391.00","9,339,955.30"
0.40,"6701 JP","NEC CORP",6640400,92.47,"97,261.00","8,993,790.30"
0.39,HUBB,"HUBBELL INC",BDFG6S3,454.06,"19,256.00","8,743,379.36"
0.37,STX,"SEAGATE TECHNOLO",BKVD2N4,111.73,"74,414.00","8,314,276.22"
0.37,DOCU,"DOCUSIGN INC",BFYT7B7,72.60,"113,958.00","8,273,350.80"
0.33,G,"GENPACT LTD",B23DBK6,39.52,"190,809.00","7,540,771.68"
0.33,TWLO,"TWILIO INC - A",BD6P5Q0,70.50,"106,502.00","7,508,391.00"
0.33,PEGA,"PEGASYSTEMS INC",2675860,73.30,"101,793.00","7,461,426.90"
0.33,SMAR,"SMARTSHEET INC-CLASS A",BFZND98,56.02,"132,402.00","7,417,160.04"
0.32,ZBRA,"ZEBRA TECH CORP",2989356,375.50,"19,325.00","7,256,537.50"
0.31,CYBR,"CYBERARK SOFTWAR",BQT3XY6,294.16,"24,146.00","7,102,787.36"
