"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 09/18/2025",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.65,BABA,"ALIBABA GRP-ADR",BP41ZD1,162.48,"1,183,037.00","192,219,851.76"
3.65,GOOGL,"ALPHABET INC-CL A",BYVY8G0,252.03,"762,515.00","192,176,655.45"
3.45,TSLA,"TESLA INC",B616C79,416.85,"435,312.00","181,459,807.20"
3.37,ORCL,"ORACLE CORP",2661568,296.62,"598,495.00","177,525,586.90"
3.35,AVGO,"BROADCOM INC",BDZ78H9,345.35,"510,479.00","176,293,922.65"
3.32,"005930 KS","SAMSUNG ELECTRON",6771720,58.01,"3,012,767.00","174,756,512.58"
3.25,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,82.56,"2,073,618.00","171,192,679.90"
3.15,PLTR,"PALANTIR TECHN-A",BN78DQ4,176.97,"937,587.00","165,924,771.39"
3.08,TSM,"TAIWAN SEMIC-ADR",2113382,268.64,"603,278.00","162,064,601.92"
3.06,AAPL,"APPLE INC",2046251,237.88,"677,229.00","161,099,234.52"
3.02,META,"META PLATFORMS INC",B7TL820,780.25,"203,369.00","158,678,662.25"
2.84,NVDA,"NVIDIA CORP",2379504,176.24,"849,245.00","149,670,938.80"
2.81,NFLX,"NETFLIX INC",2857817,"1,207.78","122,605.00","148,079,866.90"
2.79,AMZN,"AMAZON.COM INC",2000019,231.23,"635,158.00","146,867,584.34"
2.77,MSFT,"MICROSOFT CORP",2588173,508.45,"287,151.00","146,001,925.95"
2.76,CSCO,"CISCO SYSTEMS INC",2198163,68.68,"2,112,684.00","145,099,137.12"
2.74,AMD,"ADVANCED MICRO DEVICES",2007849,157.92,"914,152.00","144,362,883.84"
2.59,IBM,IBM,2005973,265.00,"514,472.00","136,335,080.00"
2.52,CRM,"SALESFORCE INC",2310525,244.28,"542,064.00","132,415,393.92"
2.13,"SIE GR","SIEMENS AG-REG",5727973,268.49,"417,951.00","112,217,466.26"
1.97,UBER,"UBER TECHNOLOGIES INC",BK6N347,94.70,"1,091,760.00","103,389,672.00"
1.95,NOW,"SERVICENOW INC",B80NXX8,947.74,"108,151.00","102,499,028.74"
1.90,APP,"APPLOVIN CORP-CLASS A",BMV3LG4,621.52,"160,757.00","99,913,690.64"
1.87,MU,"MICRON TECHNOLOGY INC",2588184,168.89,"584,015.00","98,634,293.35"
1.84,"000660 KS","SK HYNIX INC",6450267,254.36,"381,029.00","96,918,052.71"
1.84,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,152.11,"636,087.00","96,755,193.57"
1.83,QCOM,"QUALCOMM INC",2714923,168.13,"573,180.00","96,368,753.40"
1.55,ADBE,"ADOBE INC",2008154,367.46,"222,140.00","81,627,564.40"
1.48,ACN,"ACCENTURE PLC-CL A",B4BNMY3,239.55,"325,048.00","77,865,248.40"
1.32,INTC,"INTEL CORP",2463247,30.57,"2,275,936.00","69,575,363.52"
0.99,CDNS,"CADENCE DESIGN SYS INC",2302232,364.88,"142,205.00","51,887,760.40"
0.88,SNPS,"SYNOPSYS INC",2867719,480.11,"96,655.00","46,405,032.05"
0.76,"3690 HK","MEITUAN-CLASS B",BGJW376,13.57,"2,930,315.00","39,754,672.15"
0.73,SNOW,"SNOWFLAKE INC",BN134B7,222.11,"173,842.00","38,612,046.62"
0.72,TRI,"THOMSON REUTERS CORP",BNBXPB4,160.61,"235,337.00","37,797,475.57"
0.64,MRVL,"MARVELL TECHNOLOGY INC",BNKJSM5,74.23,"450,087.00","33,409,958.01"
0.61,FTNT,"FORTINET INC",B5B2106,80.99,"399,246.00","32,334,933.54"
0.57,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,226.51,"131,389.00","29,760,922.39"
0.51,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,39.67,"680,038.00","26,975,529.37"
0.51,"6702 JP","FUJITSU LIMITED",6356945,24.94,"1,079,673.00","26,928,915.49"
0.50,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,233.50,"111,957.00","26,141,959.50"
0.47,"EXPN LN","EXPERIAN PLC",B19NLV4,52.29,"477,261.00","24,954,908.08"
0.47,HUT,"HUT 8 CORP",BQQ8816,37.38,"666,152.00","24,900,761.76"
0.45,STX,"SEAGATE TECHNOLO",BKVD2N4,216.64,"110,046.00","23,840,365.44"
0.45,ZS,"ZSCALER INC",BZ00V34,291.11,"81,757.00","23,800,280.27"
0.45,CRWV,"COREWEAVE INC-CL A",BTTRKN7,121.39,"192,771.00","23,400,471.69"
0.44,"5803 JP","FUJIKURA LTD",6356707,91.91,"253,542.00","23,303,083.33"
0.43,DDOG,"DATADOG INC - CLASS A",BKT9Y49,136.81,"165,853.00","22,690,348.93"
0.42,"6701 JP","NEC CORP",6640400,31.41,"711,035.00","22,331,374.53"
