"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 03/24/2025",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
4.36,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,65.98,"2,018,843.00","133,213,256.03"
4.10,BABA,"ALIBABA GRP-ADR",BP41ZD1,134.48,"931,665.00","125,290,309.20"
3.50,"005930 KS","SAMSUNG ELECTRON",6771720,41.23,"2,594,139.00","106,943,824.40"
3.13,AAPL,"APPLE INC",2046251,220.73,"433,537.00","95,694,622.01"
3.12,NFLX,"NETFLIX INC",2857817,971.99,"98,123.00","95,374,574.77"
3.11,CSCO,"CISCO SYSTEMS INC",2198163,60.97,"1,557,643.00","94,969,493.71"
3.08,META,"META PLATFORMS INC",B7TL820,618.85,"152,134.00","94,148,125.90"
2.94,IBM,IBM,2005973,248.45,"362,235.00","89,997,285.75"
2.79,MSFT,"MICROSOFT CORP",2588173,393.08,"216,689.00","85,176,112.12"
2.74,AMZN,"AMAZON.COM INC",2000019,203.26,"411,697.00","83,681,532.22"
2.71,CRM,"SALESFORCE INC",2310525,285.96,"289,899.00","82,899,518.04"
2.70,PLTR,"PALANTIR TECHN-A",BN78DQ4,96.75,"853,795.00","82,604,666.25"
2.69,GOOGL,"ALPHABET INC-CL A",BYVY8G0,167.68,"489,669.00","82,107,697.92"
2.68,ACN,"ACCENTURE PLC-CL A",B4BNMY3,307.18,"267,019.00","82,022,896.42"
2.63,ORCL,"ORACLE CORP",2661568,154.87,"519,980.00","80,529,302.60"
2.61,NVDA,"NVIDIA CORP",2379504,121.41,"658,181.00","79,909,755.21"
2.56,TSM,"TAIWAN SEMIC-ADR",2113382,181.16,"431,809.00","78,226,518.44"
2.52,AVGO,"BROADCOM INC",BDZ78H9,191.25,"403,381.00","77,146,616.25"
2.50,"SIE GR","SIEMENS AG-REG",5727973,243.24,"313,649.00","76,292,908.50"
2.38,NOW,"SERVICENOW INC",B80NXX8,849.73,"85,587.00","72,725,841.51"
2.37,AMD,"ADVANCED MICRO DEVICES",2007849,113.85,"635,170.00","72,314,104.50"
2.28,QCOM,"QUALCOMM INC",2714923,160.08,"434,999.00","69,634,639.92"
2.20,ADBE,"ADOBE INC",2008154,394.47,"170,744.00","67,353,385.68"
2.14,TSLA,"TESLA INC",B616C79,278.39,"235,237.00","65,487,628.43"
2.06,UBER,"UBER TECHNOLOGIES INC",BK6N347,76.51,"824,097.00","63,051,661.47"
1.70,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,109.28,"474,738.00","51,879,368.64"
1.51,"3690 HK","MEITUAN-CLASS B",BGJW376,21.31,"2,169,515.00","46,239,454.05"
