"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 08/12/2025",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.59,PLTR,"PALANTIR TECHN-A",BN78DQ4,186.97,"853,719.00","159,619,841.43"
3.29,META,"META PLATFORMS INC",B7TL820,790.00,"185,053.00","146,191,870.00"
3.27,AMD,"ADVANCED MICRO DEVICES",2007849,174.95,"832,212.00","145,595,489.40"
3.27,AVGO,"BROADCOM INC",BDZ78H9,312.83,"465,171.00","145,519,443.93"
3.18,NVDA,"NVIDIA CORP",2379504,183.16,"773,089.00","141,598,981.24"
3.18,AAPL,"APPLE INC",2046251,229.65,"616,497.00","141,578,536.05"
3.17,GOOGL,"ALPHABET INC-CL A",BYVY8G0,203.34,"694,071.00","141,132,397.14"
3.16,"005930 KS","SAMSUNG ELECTRON",6771720,51.15,"2,743,811.00","140,358,991.37"
3.11,ORCL,"ORACLE CORP",2661568,253.86,"545,475.00","138,474,283.50"
3.11,MSFT,"MICROSOFT CORP",2588173,529.24,"261,123.00","138,196,736.52"
3.09,CSCO,"CISCO SYSTEMS INC",2198163,71.38,"1,923,740.00","137,316,561.20"
3.09,NFLX,"NETFLIX INC",2857817,"1,225.28","112,001.00","137,232,585.28"
3.04,TSLA,"TESLA INC",B616C79,340.84,"396,752.00","135,228,951.68"
3.02,TSM,"TAIWAN SEMIC-ADR",2113382,244.29,"549,294.00","134,187,031.26"
3.01,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,71.27,"1,880,818.00","134,053,206.50"
2.97,BABA,"ALIBABA GRP-ADR",BP41ZD1,122.42,"1,076,997.00","131,845,972.74"
2.88,AMZN,"AMAZON.COM INC",2000019,221.47,"578,282.00","128,072,114.54"
2.57,CRM,"SALESFORCE INC",2310525,231.66,"493,864.00","114,408,534.24"
2.47,IBM,IBM,2005973,234.77,"468,200.00","109,919,314.00"
