"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 04/04/2025",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
4.96,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,64.03,"1,991,543.00","127,511,621.42"
4.18,BABA,"ALIBABA GRP-ADR",BP41ZD1,116.54,"920,927.00","107,324,832.58"
3.91,"005930 KS","SAMSUNG ELECTRON",6771720,39.12,"2,564,291.00","100,318,497.28"
3.27,CSCO,"CISCO SYSTEMS INC",2198163,54.54,"1,539,716.00","83,976,110.64"
3.23,NFLX,"NETFLIX INC",2857817,855.86,"97,031.00","83,044,951.66"
3.17,IBM,IBM,2005973,227.48,"358,049.00","81,448,986.52"
3.14,AAPL,"APPLE INC",2046251,188.38,"428,532.00","80,726,858.16"
3.00,MSFT,"MICROSOFT CORP",2588173,359.84,"214,232.00","77,089,242.88"
2.96,META,"META PLATFORMS INC",B7TL820,504.73,"150,405.00","75,913,915.65"
2.93,ACN,"ACCENTURE PLC-CL A",B4BNMY3,285.06,"263,925.00","75,234,460.50"
2.74,GOOGL,"ALPHABET INC-CL A",BYVY8G0,145.60,"484,027.00","70,474,331.20"
2.71,AMZN,"AMAZON.COM INC",2000019,171.00,"406,965.00","69,591,015.00"
2.69,CRM,"SALESFORCE INC",2310525,240.76,"286,532.00","68,985,444.32"
2.57,ORCL,"ORACLE CORP",2661568,128.27,"513,974.00","65,927,444.98"
2.46,"SIE GR","SIEMENS AG-REG",5727973,203.97,"310,009.00","63,232,243.18"
2.44,TSM,"TAIWAN SEMIC-ADR",2113382,146.80,"426,804.00","62,654,827.20"
2.43,PLTR,"PALANTIR TECHN-A",BN78DQ4,74.01,"843,967.00","62,461,997.67"
2.39,NVDA,"NVIDIA CORP",2379504,94.31,"650,628.00","61,360,726.68"
2.38,NOW,"SERVICENOW INC",B80NXX8,721.65,"84,586.00","61,041,486.90"
