"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 01/10/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.93,INTC,"INTEL CORP",2463247,47.47,"777,341.00","36,900,377.27"
3.54,META,"META PLATFORMS INC",B7TL820,370.47,"89,811.00","33,272,281.17"
3.46,NOW,"SERVICENOW INC",B80NXX8,714.30,"45,487.00","32,491,364.10"
3.45,NVDA,"NVIDIA CORP",2379504,543.50,"59,584.00","32,383,904.00"
3.34,GOOGL,"ALPHABET INC-CL A",BYVY8G0,142.28,"220,407.00","31,359,507.96"
3.33,AMZN,"AMAZON.COM INC",2000019,153.73,"203,375.00","31,264,838.75"
3.26,IBM,IBM,2005973,161.23,"190,108.00","30,651,112.84"
3.26,CRM,"SALESFORCE INC",2310525,264.13,"115,933.00","30,621,383.29"
3.20,ADBE,"ADOBE INC",2008154,591.03,"50,940.00","30,107,068.20"
3.15,NFLX,"NETFLIX INC",2857817,478.33,"61,829.00","29,574,665.57"
3.14,QCOM,"QUALCOMM INC",2714923,139.31,"212,034.00","29,538,456.54"
3.13,MSFT,"MICROSOFT CORP",2588173,382.77,"76,918.00","29,441,902.86"
3.08,ACN,"ACCENTURE PLC-CL A",B4BNMY3,345.33,"83,926.00","28,982,165.58"
2.94,"SIE GR","SIEMENS AG-REG",5727973,176.34,"156,942.00","27,674,586.81"
2.86,"005930 KS","SAMSUNG ELECTRON",6771720,55.75,"482,770.00","26,915,026.32"
2.73,AAPL,"APPLE INC",2046251,186.19,"137,815.00","25,659,774.85"
2.69,CSCO,"CISCO SYSTEMS INC",2198163,50.24,"502,581.00","25,249,669.44"
2.53,TSLA,"TESLA INC",B616C79,233.94,"101,680.00","23,787,019.20"
2.52,UBER,"UBER TECHNOLOGIES INC",BK6N347,62.41,"380,138.00","23,724,412.58"
2.48,ORCL,"ORACLE CORP",2661568,103.92,"224,741.00","23,355,084.72"
2.37,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,35.84,"620,343.00","22,230,051.68"
2.18,BABA,"ALIBABA GRP-ADR",BP41ZD1,71.41,"286,827.00","20,482,316.07"
1.95,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,81.10,"225,509.00","18,288,779.90"
1.53,SNPS,"SYNOPSYS INC",2867719,505.18,"28,546.00","14,420,868.28"
1.47,"000660 KS","SK HYNIX INC",6450267,101.12,"136,714.00","13,825,185.77"
1.43,CDNS,"CADENCE DESIGN SYS INC",2302232,263.26,"51,223.00","13,484,966.98"
1.31,TRI,"THOMSON REUTERS CORP",BNBXPB4,144.77,"85,350.00","12,356,119.50"
1.14,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,276.81,"38,742.00","10,724,173.02"
1.10,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,211.29,"48,865.00","10,324,685.85"
1.03,"3690 HK","MEITUAN-CLASS B",BGJW376,9.18,"1,049,915.00","9,634,218.71"
1.00,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,38.15,"245,652.00","9,371,783.57"
0.81,"STMMI IM","STMICROELECTRONICS NV",5962343,44.20,"171,839.00","7,595,156.40"
0.74,"WKL NA","WOLTERS KLUWER",5671519,143.13,"48,332.00","6,917,596.35"
0.73,"EXPN LN","EXPERIAN PLC",B19NLV4,40.06,"172,117.00","6,894,325.48"
0.71,DDOG,"DATADOG INC - CLASS A",BKT9Y49,120.19,"55,694.00","6,693,861.86"
0.69,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,76.17,"85,505.00","6,512,915.85"
0.69,ROK,"ROCKWELL AUTOMATION INC",2754060,302.07,"21,505.00","6,496,015.35"
0.66,BIDU,"BAIDU INC - SPON ADR",B0FXT17,115.79,"53,261.00","6,167,091.19"
0.66,ZS,"ZSCALER INC",BZ00V34,225.40,"27,334.00","6,161,083.60"
0.61,TTD,"TRADE DESK INC-A",BD8FDD1,68.48,"83,612.00","5,725,749.76"
0.59,"6702 JP","FUJITSU LIMITED",6356945,142.16,"38,819.00","5,518,341.52"
0.59,"6954 JP","FANUC CORP",6356934,29.15,"189,127.00","5,513,471.24"
0.51,SPLK,"SPLUNK INC",B424494,152.49,"31,116.00","4,744,878.84"
0.47,SNAP,"SNAP INC - A",BD8DJ71,17.37,"253,690.00","4,406,595.30"
0.46,EBAY,"EBAY INC",2293819,42.56,"100,417.00","4,273,747.52"
0.43,"3661 TT","ALCHIP TECHNOLOGIES LTD",B4TPSL0,117.25,"34,690.00","4,067,410.86"
0.43,INFA,"INFORMATICA INC - CLASS A",BMG95P4,28.41,"140,980.00","4,005,241.80"
0.42,HPE,"HEWLETT PACKA",BYVYWS0,16.43,"241,066.00","3,960,714.38"
0.41,WIX,"WIX.COM LTD",BFZCHN7,122.18,"31,556.00","3,855,512.08"
0.40,CYBR,"CYBERARK SOFTWAR",BQT3XY6,218.80,"17,296.00","3,784,364.80"
0.39,STX,"SEAGATE TECHNOLO",BKVD2N4,82.66,"44,260.00","3,658,531.60"
0.39,FRSH,"FRESHWORKS INC-CL A",BPF0BB7,23.32,"155,396.00","3,623,834.72"
0.38,"2353 TT","ACER INC",6005850,1.52,"2,377,200.00","3,604,363.64"
0.38,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,6.17,"577,305.00","3,561,971.85"
0.36,PATH,"UIPATH INC - CLASS A",BMD02L5,22.74,"150,170.00","3,414,865.80"
0.36,STNE,"STONECO LTD-A",BGKG6M3,17.02,"200,630.00","3,414,722.60"
0.36,SMCI,"SUPER MICRO COMPUTER INC",B1VQR35,342.38,"9,823.00","3,363,198.74"
0.35,"6701 JP","NEC CORP",6640400,59.79,"54,806.00","3,276,729.98"
0.35,HUBB,"HUBBELL INC",BDFG6S3,325.69,"10,014.00","3,261,459.66"
0.34,OKTA,"OKTA INC",BDFZSP1,83.95,"37,709.00","3,165,670.55"
0.33,BAH,"BOOZ ALLEN HAMIL",B5367T7,127.22,"24,595.00","3,128,975.90"
0.32,TWLO,"TWILIO INC - A",BD6P5Q0,71.26,"42,491.00","3,027,908.66"
0.32,SMAR,"SMARTSHEET INC-CLASS A",BFZND98,48.09,"62,231.00","2,992,688.79"
0.30,"TEMN SW","TEMENOS AG - REG",7147892,91.30,"31,289.00","2,856,781.80"
0.28,CCCS,"CCC INTELLIGENT",BP4CXL8,10.97,"243,243.00","2,668,375.71"
0.28,"AMP IM","AMPLIFON SPA",B14NJ71,34.44,"76,581.00","2,637,306.59"
0.27,PCOR,"PROCORE TECHNOLOGIES INC",BLH11J8,69.70,"36,972.00","2,576,948.40"
0.27,"6526 JP","SOCIONEXT INC",BMTVX75,19.21,"133,775.00","2,570,034.42"
0.27,BZ,"KANZHUN LTD - ADR",BM91SH0,14.89,"169,434.00","2,522,872.26"
0.27,"2395 TT","ADVANTECH CO LTD",6202673,11.56,"216,057.00","2,498,571.15"
0.26,"TIETO FH","TIETOEVRY OYJ",5479702,23.32,"106,411.00","2,481,188.29"
0.26,"5803 JP","FUJIKURA LTD",6356707,7.66,"321,149.00","2,461,300.58"
0.26,ZBRA,"ZEBRA TECH CORP",2989356,255.27,"9,639.00","2,460,547.53"
0.25,G,"GENPACT LTD",B23DBK6,34.27,"69,647.00","2,386,802.69"
0.25,"XRO AU","XERO LTD",B8P4LP4,73.18,"32,044.00","2,344,955.08"
0.25,"3443 TT","GLOBAL UNICHIP CORP",B056381,57.50,"40,200.00","2,311,532.28"
0.24,PEGA,"PEGASYSTEMS INC",2675860,46.75,"48,558.00","2,270,086.50"
0.24,IONQ,"IONQ INC",BP484B3,12.09,"182,970.00","2,212,107.30"
0.23,"3665 TT","BIZLINK HOLDING INC",B5SG8Y4,8.00,"274,968.00","2,199,390.68"
0.23,DXC,"DXC TECHNOLOGY CO",BYXD7B3,23.28,"94,452.00","2,198,842.56"
0.23,ENV,"ENVESTNET INC",B474ZK7,50.63,"42,802.00","2,167,065.26"
0.23,VSAT,"VIASAT INC",2946243,25.86,"83,586.00","2,161,533.96"
0.23,TDC,"TERADATA CORP",B247H10,44.57,"48,286.00","2,152,107.02"
0.21,AMBA,"AMBARELLA INC",B7KH3G6,57.78,"33,428.00","1,931,469.84"
0.20,VRNT,"VERINT SYSTEMS INC",2849193,26.99,"70,073.00","1,891,270.27"
0.19,CGNX,"COGNEX CORP",2208288,39.22,"46,470.00","1,822,553.40"
0.09,,CASH,,1.00,"809,876.41","809,876.41"
0.08,,"OTHER PAYABLE & RECEIVABLES",,1.00,"727,533.37","727,533.37"
0.00,,"JAPANESE YEN",,0.01,-3.00,-0.02
0.00,,EURO,,1.10,-332.77,-364.97
0.00,,"TAIWAN DOLLAR",,0.03,"-900,691.00","-28,933.22"
-0.01,,"KOREAN WON",,0.00,"-161,262,583.00","-122,154.74"
"The information contained herein may not be reproduced, redistributed or used to create any derivative works.",,,,,,
