"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 09/26/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.96,BABA,"ALIBABA GRP-ADR",BP41ZD1,105.07,"844,106.00","88,690,217.42"
3.48,IBM,IBM,2005973,223.43,"348,915.00","77,958,078.45"
3.39,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,55.28,"1,371,043.00","75,789,130.71"
3.37,ORCL,"ORACLE CORP",2661568,168.10,"448,884.00","75,457,400.40"
3.33,META,"META PLATFORMS INC",B7TL820,567.84,"131,436.00","74,634,618.24"
3.32,NOW,"SERVICENOW INC",B80NXX8,884.86,"83,908.00","74,246,832.88"
3.27,CSCO,"CISCO SYSTEMS INC",2198163,52.85,"1,385,590.00","73,228,431.50"
3.18,NFLX,"NETFLIX INC",2857817,711.43,"99,916.00","71,083,239.88"
3.12,AVGO,"BROADCOM INC",BDZ78H9,178.09,"392,238.00","69,853,665.42"
3.09,ACN,"ACCENTURE PLC-CL A",B4BNMY3,355.81,"194,474.00","69,195,793.94"
3.09,CRM,"SALESFORCE INC",2310525,275.76,"250,844.00","69,172,741.44"
2.96,TSLA,"TESLA INC",B616C79,254.22,"260,734.00","66,283,797.48"
2.94,AMZN,"AMAZON.COM INC",2000019,191.16,"344,606.00","65,874,882.96"
2.90,NVDA,"NVIDIA CORP",2379504,124.04,"523,989.00","64,995,595.56"
2.90,AAPL,"APPLE INC",2046251,227.52,"285,501.00","64,957,187.52"
2.78,MSFT,"MICROSOFT CORP",2588173,431.31,"144,398.00","62,280,301.38"
2.71,ADBE,"ADOBE INC",2008154,515.38,"117,674.00","60,646,826.12"
2.58,"SIE GR","SIEMENS AG-REG",5727973,202.94,"284,869.00","57,811,032.52"
2.57,GOOGL,"ALPHABET INC-CL A",BYVY8G0,162.73,"353,335.00","57,498,204.55"
2.56,QCOM,"QUALCOMM INC",2714923,172.66,"332,234.00","57,363,522.44"
2.55,UBER,"UBER TECHNOLOGIES INC",BK6N347,76.69,"743,036.00","56,983,430.84"
2.30,"005930 KS","SAMSUNG ELECTRON",6771720,48.46,"1,061,280.00","51,432,429.89"
1.94,MU,"MICRON TECHNOLOGY INC",2588184,109.88,"394,319.00","43,327,771.72"
1.72,"3690 HK","MEITUAN-CLASS B",BGJW376,19.57,"1,968,415.00","38,514,007.69"
1.62,INTC,"INTEL CORP",2463247,23.92,"1,513,772.00","36,209,426.24"
1.57,"000660 KS","SK HYNIX INC",6450267,136.03,"258,831.00","35,210,062.22"
1.55,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,80.75,"430,083.00","34,729,202.25"
1.25,SNPS,"SYNOPSYS INC",2867719,515.40,"54,369.00","28,021,782.60"
1.23,TRI,"THOMSON REUTERS CORP",BNBXPB4,171.27,"160,184.00","27,434,713.68"
1.19,CDNS,"CADENCE DESIGN SYS INC",2302232,274.23,"96,786.00","26,541,624.78"
0.98,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,242.24,"90,924.00","22,025,429.76"
0.93,FTNT,"FORTINET INC",B5B2106,77.21,"270,224.00","20,863,995.04"
0.83,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,245.43,"75,454.00","18,518,675.22"
0.77,TTD,"TRADE DESK INC-A",BD8FDD1,109.36,"157,460.00","17,219,825.60"
0.76,"EXPN LN","EXPERIAN PLC",B19NLV4,52.33,"325,274.00","17,022,431.52"
0.71,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,34.21,"462,580.00","15,824,126.56"
0.68,"WKL NA","WOLTERS KLUWER",5671519,173.47,"87,992.00","15,264,038.68"
0.67,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,92.49,"161,467.00","14,934,082.83"
0.66,"6702 JP","FUJITSU LIMITED",6356945,20.13,"731,175.00","14,721,457.91"
0.56,DDOG,"DATADOG INC - CLASS A",BKT9Y49,114.21,"109,695.00","12,528,265.95"
0.51,EBAY,"EBAY INC",2293819,63.94,"177,293.00","11,336,114.42"
0.49,ROK,"ROCKWELL AUTOMATION INC",2754060,271.16,"40,183.00","10,896,022.28"
0.49,"5803 JP","FUJIKURA LTD",6356707,34.24,"318,226.00","10,894,688.68"
0.47,BIDU,"BAIDU INC - SPON ADR",B0FXT17,102.56,"102,093.00","10,470,658.08"
0.46,"6954 JP","FANUC CORP",6356934,28.93,"353,916.00","10,239,844.14"
0.42,HPE,"HEWLETT PACKA",BYVYWS0,20.35,"462,549.00","9,412,872.15"
0.42,"6701 JP","NEC CORP",6640400,96.41,"96,861.00","9,337,934.19"
0.41,ZS,"ZSCALER INC",BZ00V34,170.93,"53,376.00","9,123,559.68"
0.38,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,7.77,"1,101,529.00","8,558,880.33"
0.37,SMCI,"SUPER MICRO COMPUTER INC",B1VQR35,402.40,"20,741.00","8,346,178.40"
0.37,STX,"SEAGATE TECHNOLO",BKVD2N4,110.76,"74,114.00","8,208,866.64"
0.37,HUBB,"HUBBELL INC",BDFG6S3,427.95,"19,181.00","8,208,508.95"
0.33,G,"GENPACT LTD",B23DBK6,39.02,"190,009.00","7,414,151.18"
0.33,PEGA,"PEGASYSTEMS INC",2675860,72.88,"101,368.00","7,387,699.84"
0.33,SMAR,"SMARTSHEET INC-CLASS A",BFZND98,55.33,"131,852.00","7,295,371.16"
0.32,"4755 JP","RAKUTEN GROUP INC",6229597,6.54,"1,105,455.00","7,224,906.68"
0.32,ZBRA,"ZEBRA TECH CORP",2989356,371.24,"19,250.00","7,146,370.00"
0.32,DOCU,"DOCUSIGN INC",BFYT7B7,62.53,"113,483.00","7,096,091.99"
0.31,CYBR,"CYBERARK SOFTWAR",BQT3XY6,287.38,"24,046.00","6,910,339.48"
0.31,"6588 JP","TOSHIBA TEC CORP",6894887,24.41,"282,599.00","6,898,846.48"
0.30,TWLO,"TWILIO INC - A",BD6P5Q0,64.03,"106,052.00","6,790,509.56"
0.29,DXC,"DXC TECHNOLOGY CO",BYXD7B3,20.31,"322,325.00","6,546,420.75"
0.29,PATH,"UIPATH INC - CLASS A",BMD02L5,12.59,"517,272.00","6,512,454.48"
0.29,INFA,"INFORMATICA INC - CLASS A",BMG95P4,25.37,"255,572.00","6,483,861.64"
0.29,WIX,"WIX.COM LTD",BFZCHN7,171.74,"37,740.00","6,481,467.60"
0.29,"TIETO FH","TIETOEVRY OYJ",5479702,20.65,"312,166.00","6,445,216.67"
0.28,"6526 JP","SOCIONEXT INC",BMTVX75,20.66,"305,336.00","6,308,934.86"
0.28,CCCS,"CCC INTELLIGENT",BP4CXL8,11.03,"570,620.00","6,293,938.60"
0.28,AMBA,"AMBARELLA INC",B7KH3G6,57.08,"110,179.00","6,289,017.32"
0.27,"TEMN SW","TEMENOS AG - REG",7147892,68.43,"87,915.00","6,016,246.83"
0.27,"2395 TT","ADVANTECH CO LTD",6202673,10.62,"562,957.00","5,978,851.50"
0.27,"2353 TT","ACER INC",6005850,1.31,"4,541,600.00","5,963,321.36"
0.27,TDC,"TERADATA CORP",B247H10,30.16,"197,152.00","5,946,104.32"
0.26,"AMP IM","AMPLIFON SPA",B14NJ71,29.41,"197,842.00","5,819,012.31"
0.26,CLS,"CELESTICA INC",BMDLRD5,52.09,"110,256.00","5,743,235.04"
0.25,PCOR,"PROCORE TECHNOLOGIES INC",BLH11J8,61.63,"90,991.00","5,607,775.33"
0.24,AI,"C3.AI INC-A",BMGNBJ2,24.37,"224,330.00","5,466,922.10"
0.23,SNAP,"SNAP INC - A",BD8DJ71,10.56,"495,185.00","5,229,153.60"
0.23,"3443 TT","GLOBAL UNICHIP CORP",B056381,35.30,"147,865.00","5,219,174.05"
0.23,STNE,"STONECO LTD-A",BGKG6M3,11.11,"468,840.00","5,208,812.40"
0.22,OKTA,"OKTA INC",BDFZSP1,74.29,"66,291.00","4,924,758.39"
0.21,"3661 TT","ALCHIP TECHNOLOGIES LTD",B4TPSL0,62.75,"74,650.00","4,684,288.96"
0.21,VRNT,"VERINT SYSTEMS INC",2849193,25.45,"183,576.00","4,672,009.20"
0.20,VSAT,"VIASAT INC",2946243,11.94,"368,169.00","4,395,937.86"
0.12,,CASH,,1.00,"2,668,408.24","2,668,408.24"
0.03,,"OTHER PAYABLE & RECEIVABLES",,1.00,"566,812.21","566,812.21"
0.00,,"JAPANESE YEN",,0.01,"3,016,571.00","20,831.95"
0.00,,"SWISS FRANC",,1.18,132.60,156.45
0.00,,"KOREAN WON",,0.00,-4.04,0.00
0.00,,"TAIWAN DOLLAR",,0.03,-0.66,-0.02
0.00,,EURO,,1.12,-332.78,-371.60
"The information contained herein may not be reproduced, redistributed or used to create any derivative works.",,,,,,
