"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 07/05/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
5.45,NVDA,"NVIDIA CORP",2379504,125.83,"945,613.00","118,986,483.79"
3.64,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,48.62,"1,635,143.00","79,492,513.36"
3.64,META,"META PLATFORMS INC",B7TL820,539.91,"147,156.00","79,450,995.96"
3.62,AVGO,"BROADCOM INC",BDZ78H9,"1,703.31","46,409.00","79,048,913.79"
3.62,NFLX,"NETFLIX INC",2857817,690.65,"114,437.00","79,035,914.05"
3.47,QCOM,"QUALCOMM INC",2714923,205.75,"368,308.00","75,779,371.00"
3.36,GOOGL,"ALPHABET INC-CL A",BYVY8G0,190.60,"384,834.00","73,349,360.40"
3.35,ORCL,"ORACLE CORP",2661568,144.83,"505,424.00","73,200,557.92"
3.32,AMZN,"AMAZON.COM INC",2000019,200.00,"362,365.00","72,473,000.00"
3.12,TSLA,"TESLA INC",B616C79,251.52,"270,915.00","68,140,540.80"
3.04,MSFT,"MICROSOFT CORP",2588173,467.56,"141,908.00","66,350,504.48"
3.00,AAPL,"APPLE INC",2046251,226.34,"289,940.00","65,625,019.60"
2.90,"005930 KS","SAMSUNG ELECTRON",6771720,63.10,"1,002,683.00","63,266,943.86"
2.79,NOW,"SERVICENOW INC",B80NXX8,806.47,"75,510.00","60,896,549.70"
2.62,IBM,IBM,2005973,176.02,"325,396.00","57,276,203.92"
2.61,BABA,"ALIBABA GRP-ADR",BP41ZD1,74.52,"764,299.00","56,955,561.48"
2.51,ADBE,"ADOBE INC",2008154,578.34,"94,739.00","54,791,353.26"
2.46,CRM,"SALESFORCE INC",2310525,263.19,"203,768.00","53,629,699.92"
2.33,CSCO,"CISCO SYSTEMS INC",2198163,46.65,"1,092,353.00","50,958,267.45"
2.33,"SIE GR","SIEMENS AG-REG",5727973,191.72,"264,988.00","50,802,249.84"
2.20,UBER,"UBER TECHNOLOGIES INC",BK6N347,71.06,"677,419.00","48,137,394.14"
2.18,MU,"MICRON TECHNOLOGY INC",2588184,131.49,"362,295.00","47,636,358.08"
2.10,ACN,"ACCENTURE PLC-CL A",B4BNMY3,299.14,"153,197.00","45,827,350.58"
1.86,"000660 KS","SK HYNIX INC",6450267,170.96,"237,866.00","40,666,745.87"
1.70,INTC,"INTEL CORP",2463247,32.02,"1,156,688.00","37,037,149.76"
1.41,SNPS,"SYNOPSYS INC",2867719,621.30,"49,606.00","30,820,207.80"
1.31,CDNS,"CADENCE DESIGN SYS INC",2302232,321.11,"89,196.00","28,641,727.56"
1.28,"3690 HK","MEITUAN-CLASS B",BGJW376,15.24,"1,839,115.00","28,037,299.23"
1.23,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,67.63,"396,979.00","26,847,689.77"
1.16,TRI,"THOMSON REUTERS CORP",BNBXPB4,169.22,"149,044.00","25,221,225.68"
1.06,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,273.54,"84,423.00","23,093,067.42"
0.76,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,38.73,"430,105.00","16,657,275.27"
0.73,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,229.13,"69,322.00","15,883,749.86"
0.71,FTNT,"FORTINET INC",B5B2106,61.09,"252,073.00","15,399,139.57"
0.70,SMCI,"SUPER MICRO COMPUTER INC",B1VQR35,846.58,"18,168.00","15,380,665.44"
0.67,TTD,"TRADE DESK INC-A",BD8FDD1,99.90,"147,451.00","14,730,354.90"
0.65,"EXPN LN","EXPERIAN PLC",B19NLV4,46.74,"302,546.00","14,139,979.42"
0.63,"5803 JP","FUJIKURA LTD",6356707,19.44,"701,543.00","13,640,811.24"
0.62,"WKL NA","WOLTERS KLUWER",5671519,165.61,"82,338.00","13,635,808.07"
0.62,DDOG,"DATADOG INC - CLASS A",BKT9Y49,134.56,"99,975.00","13,452,636.00"
0.53,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,77.06,"148,842.00","11,469,764.52"
0.52,"6702 JP","FUJITSU LIMITED",6356945,16.35,"688,435.00","11,258,301.83"
0.49,CLS,"CELESTICA INC",BMDLRD5,57.62,"183,740.00","10,587,098.80"
0.45,ROK,"ROCKWELL AUTOMATION INC",2754060,264.07,"37,192.00","9,821,291.44"
0.44,ZS,"ZSCALER INC",BZ00V34,201.65,"48,130.00","9,705,414.50"
0.43,"6954 JP","FANUC CORP",6356934,28.05,"330,825.00","9,278,924.52"
0.42,EBAY,"EBAY INC",2293819,52.87,"171,438.00","9,063,927.06"
0.40,HPE,"HEWLETT PACKA",BYVYWS0,20.55,"426,132.00","8,757,012.60"
0.38,BIDU,"BAIDU INC - SPON ADR",B0FXT17,88.97,"93,992.00","8,362,468.24"
0.36,"6701 JP","NEC CORP",6640400,87.47,"89,271.00","7,808,266.38"
0.34,SNAP,"SNAP INC - A",BD8DJ71,16.38,"456,213.00","7,472,768.94"
0.33,STX,"SEAGATE TECHNOLO",BKVD2N4,102.04,"69,900.00","7,132,596.00"
