"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 06/20/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
5.84,NVDA,"NVIDIA CORP",2379504,130.78,"914,680.00","119,621,850.40"
3.82,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,49.67,"1,576,943.00","78,319,764.59"
3.80,AVGO,"BROADCOM INC",BDZ78H9,"1,734.56","44,857.00","77,807,157.92"
3.75,QCOM,"QUALCOMM INC",2714923,215.47,"356,280.00","76,767,651.60"
3.67,NFLX,"NETFLIX INC",2857817,679.03,"110,751.00","75,203,251.53"
3.48,META,"META PLATFORMS INC",B7TL820,501.70,"142,306.00","71,394,920.20"
3.41,ORCL,"ORACLE CORP",2661568,142.91,"488,934.00","69,873,557.94"
3.20,GOOGL,"ALPHABET INC-CL A",BYVY8G0,176.30,"372,224.00","65,623,091.20"
3.18,AMZN,"AMAZON.COM INC",2000019,186.10,"350,531.00","65,233,819.10"
2.99,MSFT,"MICROSOFT CORP",2588173,445.70,"137,252.00","61,173,216.40"
2.87,AAPL,"APPLE INC",2046251,209.68,"280,434.00","58,801,401.12"
2.79,"005930 KS","SAMSUNG ELECTRON",6771720,58.93,"969,897.00","57,159,898.31"
2.68,BABA,"ALIBABA GRP-ADR",BP41ZD1,74.35,"739,273.00","54,964,947.55"
2.67,IBM,IBM,2005973,173.92,"314,726.00","54,737,145.92"
2.62,NOW,"SERVICENOW INC",B80NXX8,734.31,"72,988.00","53,595,818.28"
2.47,MU,"MICRON TECHNOLOGY INC",2588184,144.19,"350,461.00","50,532,971.59"
2.41,CSCO,"CISCO SYSTEMS INC",2198163,46.72,"1,056,657.00","49,367,015.04"
2.34,ADBE,"ADOBE INC",2008154,522.95,"91,635.00","47,920,523.25"
2.33,CRM,"SALESFORCE INC",2310525,241.80,"197,172.00","47,676,189.60"
2.32,TSLA,"TESLA INC",B616C79,181.57,"261,991.00","47,569,705.87"
2.28,"SIE GR","SIEMENS AG-REG",5727973,182.64,"256,258.00","46,802,680.21"
2.25,UBER,"UBER TECHNOLOGIES INC",BK6N347,70.30,"655,303.00","46,067,800.90"
2.21,ACN,"ACCENTURE PLC-CL A",B4BNMY3,306.16,"148,153.00","45,358,522.48"
1.93,"000660 KS","SK HYNIX INC",6450267,171.53,"230,106.00","39,470,009.39"
1.67,INTC,"INTEL CORP",2463247,30.62,"1,118,858.00","34,259,431.96"
1.43,SNPS,"SYNOPSYS INC",2867719,610.18,"48,054.00","29,321,589.72"
1.34,CDNS,"CADENCE DESIGN SYS INC",2302232,318.53,"86,286.00","27,484,679.58"
1.34,"3690 HK","MEITUAN-CLASS B",BGJW376,15.36,"1,780,915.00","27,361,127.15"
1.20,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,63.88,"383,981.00","24,528,706.28"
1.17,TRI,"THOMSON REUTERS CORP",BNBXPB4,166.90,"144,194.00","24,065,978.60"
1.06,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,264.68,"81,707.00","21,626,208.76"
0.79,SMCI,"SUPER MICRO COMPUTER INC",B1VQR35,917.64,"17,586.00","16,137,529.11"
0.76,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,37.51,"415,943.00","15,602,433.74"
0.70,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,214.59,"66,994.00","14,376,242.46"
0.69,FTNT,"FORTINET INC",B5B2106,57.94,"243,731.00","14,121,774.14"
0.68,TTD,"TRADE DESK INC-A",BD8FDD1,97.28,"142,601.00","13,872,225.28"
0.67,"EXPN LN","EXPERIAN PLC",B19NLV4,47.14,"292,652.00","13,794,918.78"
0.65,"5803 JP","FUJIKURA LTD",6356707,19.66,"678,651.00","13,339,157.21"
0.65,"WKL NA","WOLTERS KLUWER",5671519,166.03,"79,622.00","13,219,679.95"
0.56,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,79.44,"143,992.00","11,438,724.48"
0.55,DDOG,"DATADOG INC - CLASS A",BKT9Y49,116.08,"96,677.00","11,222,266.16"
0.49,"6702 JP","FUJITSU LIMITED",6356945,15.11,"665,690.00","10,056,538.38"
0.48,CLS,"CELESTICA INC",BMDLRD5,55.80,"177,726.00","9,917,110.80"
0.46,ROK,"ROCKWELL AUTOMATION INC",2754060,260.52,"36,028.00","9,386,014.56"
0.44,EBAY,"EBAY INC",2293819,53.84,"165,812.00","8,927,318.08"
0.43,HPE,"HEWLETT PACKA",BYVYWS0,21.48,"412,164.00","8,853,282.72"
0.42,"6954 JP","FANUC CORP",6356934,26.56,"319,961.00","8,498,160.93"
0.41,ZS,"ZSCALER INC",BZ00V34,178.58,"46,578.00","8,317,899.24"
0.39,BIDU,"BAIDU INC - SPON ADR",B0FXT17,88.81,"90,888.00","8,071,763.28"
0.34,"6701 JP","NEC CORP",6640400,80.35,"86,361.00","6,939,456.04"
0.34,STX,"SEAGATE TECHNOLO",BKVD2N4,102.62,"67,572.00","6,934,238.64"
0.33,SNAP,"SNAP INC - A",BD8DJ71,15.39,"441,275.00","6,791,222.25"
0.32,PEGA,"PEGASYSTEMS INC",2675860,57.58,"113,926.00","6,559,859.08"
0.32,WIX,"WIX.COM LTD",BFZCHN7,157.89,"41,290.00","6,519,278.10"
0.32,HUBB,"HUBBELL INC",BDFG6S3,380.07,"17,066.00","6,486,274.62"
0.31,"4755 JP","RAKUTEN GROUP INC",6229597,5.20,"1,230,450.00","6,397,394.30"
0.31,VRNT,"VERINT SYSTEMS INC",2849193,34.47,"185,555.00","6,396,080.85"
0.31,ZBRA,"ZEBRA TECH CORP",2989356,296.64,"21,554.00","6,393,778.56"
0.31,"AMP IM","AMPLIFON SPA",B14NJ71,36.87,"169,490.00","6,249,609.83"
0.30,"6526 JP","SOCIONEXT INC",BMTVX75,24.32,"251,841.00","6,125,669.20"
0.29,"2395 TT","ADVANTECH CO LTD",6202673,11.61,"514,457.00","5,972,150.85"
0.29,CYBR,"CYBERARK SOFTWAR",BQT3XY6,256.56,"23,004.00","5,901,906.24"
0.29,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,5.94,"981,799.00","5,831,886.06"
0.28,AI,"C3.AI INC-A",BMGNBJ2,27.45,"205,919.00","5,652,476.55"
0.28,"6588 JP","TOSHIBA TEC CORP",6894887,21.42,"263,144.00","5,636,372.57"
0.27,CCCS,"CCC INTELLIGENT",BP4CXL8,11.25,"489,997.00","5,512,466.25"
0.27,OKTA,"OKTA INC",BDFZSP1,86.52,"63,034.00","5,453,701.68"
0.26,INFA,"INFORMATICA INC - CLASS A",BMG95P4,30.03,"180,243.00","5,412,697.29"
0.26,"2353 TT","ACER INC",6005850,1.48,"3,536,600.00","5,249,585.03"
0.26,AMBA,"AMBARELLA INC",B7KH3G6,55.90,"93,630.00","5,233,917.00"
0.24,"3443 TT","GLOBAL UNICHIP CORP",B056381,50.30,"98,386.00","4,949,223.77"
0.24,SMAR,"SMARTSHEET INC-CLASS A",BFZND98,41.24,"117,122.00","4,830,111.28"
0.23,PCOR,"PROCORE TECHNOLOGIES INC",BLH11J8,63.56,"75,397.00","4,792,233.32"
0.23,G,"GENPACT LTD",B23DBK6,31.65,"149,267.00","4,724,300.55"
0.23,"TIETO FH","TIETOEVRY OYJ",5479702,19.45,"237,324.00","4,615,891.49"
0.22,DOCU,"DOCUSIGN INC",BFYT7B7,52.20,"86,678.00","4,524,591.60"
0.21,DXC,"DXC TECHNOLOGY CO",BYXD7B3,18.41,"236,531.00","4,354,535.71"
0.19,TWLO,"TWILIO INC - A",BD6P5Q0,53.44,"74,408.00","3,976,363.52"
0.19,"3661 TT","ALCHIP TECHNOLOGIES LTD",B4TPSL0,85.90,"45,954.00","3,947,632.61"
0.19,"TEMN SW","TEMENOS AG - REG",7147892,69.58,"55,878.00","3,887,956.53"
0.19,TDC,"TERADATA CORP",B247H10,33.73,"114,751.00","3,870,551.23"
0.19,STNE,"STONECO LTD-A",BGKG6M3,11.95,"319,357.00","3,816,316.15"
0.17,,CASH,,1.00,"3,533,741.67","3,533,741.67"
0.15,VSAT,"VIASAT INC",2946243,13.27,"225,832.00","2,996,790.64"
0.13,PATH,"UIPATH INC - CLASS A",BMD02L5,11.37,"230,190.00","2,617,260.30"
0.07,,"OTHER PAYABLE & RECEIVABLES",,1.00,"1,422,822.11","1,422,822.11"
0.00,,"JAPANESE YEN",,0.01,"3,016,571.00","19,003.82"
0.00,,"SWISS FRANC",,1.12,132.60,148.93
0.00,,"AMPLIFON SPA - RTS",BS4BKD7,0.00,"165,440.00",4.40
0.00,,"KOREAN WON",,0.00,-4.04,0.00
0.00,,EURO,,1.07,-332.78,-356.81
"The information contained herein may not be reproduced, redistributed or used to create any derivative works.",,,,,,
