"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 07/10/2023",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
5.35,NVDA,"NVIDIA CORP",2379504,421.80,"49,870.00","21,035,166.00"
5.00,META,"META PLATFORMS INC",B7TL820,294.10,"66,857.00","19,662,643.70"
4.57,TSLA,"TESLA INC",B616C79,269.61,"66,643.00","17,967,619.23"
3.32,CRM,"SALESFORCE INC",2310525,212.81,"61,356.00","13,057,170.36"
3.32,MSFT,"MICROSOFT CORP",2588173,331.83,"39,337.00","13,053,196.71"
3.31,ADBE,"ADOBE INC",2008154,496.35,"26,221.00","13,014,793.35"
3.26,AAPL,"APPLE INC",2046251,188.61,"67,998.00","12,825,102.78"
3.17,AMZN,"AMAZON.COM INC",2000019,127.13,"97,983.00","12,456,578.79"
3.12,ORCL,"ORACLE CORP",2661568,113.98,"107,730.00","12,279,065.40"
3.00,NFLX,"NETFLIX INC",2857817,441.71,"26,681.00","11,785,264.51"
2.83,GOOGL,"ALPHABET INC-CL A",BYVY8G0,116.45,"95,559.00","11,127,845.55"
2.68,ACN,"ACCENTURE PLC-CL A",B4BNMY3,308.45,"34,127.00","10,526,473.15"
2.64,INTC,"INTEL CORP",2463247,32.74,"317,161.00","10,383,851.14"
2.63,CSCO,"CISCO SYSTEMS INC",2198163,51.40,"201,468.00","10,355,455.20"
2.59,"005930 KS","SAMSUNG ELECTRON",6771720,53.20,"191,453.00","10,184,839.45"
2.50,NOW,"SERVICENOW INC",B80NXX8,565.60,"17,363.00","9,820,512.80"
2.46,"SIE GR","SIEMENS AG-REG",5727973,158.48,"61,078.00","9,679,532.89"
2.27,IBM,IBM,2005973,132.90,"67,110.00","8,918,919.00"
2.16,QCOM,"QUALCOMM INC",2714923,117.12,"72,634.00","8,506,894.08"
2.00,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,42.00,"187,643.00","7,881,833.02"
1.88,UBER,"UBER TECHNOLOGIES INC",BK6N347,42.78,"172,804.00","7,392,555.12"
1.83,BABA,"ALIBABA GRP-ADR",BP41ZD1,90.56,"79,454.00","7,195,354.24"
1.73,"3690 HK","MEITUAN-CLASS B",BGJW376,15.47,"439,815.00","6,804,202.55"
1.48,SNPS,"SYNOPSYS INC",2867719,445.72,"13,055.00","5,818,874.60"
1.40,CDNS,"CADENCE DESIGN SYS INC",2302232,234.42,"23,480.00","5,504,181.60"
1.36,"000660 KS","SK HYNIX INC",6450267,84.43,"63,555.00","5,365,774.81"
1.36,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,61.89,"86,606.00","5,360,045.34"
1.32,TRI,"THOMSON REUTERS CORP",BNBXPB4,131.19,"39,676.78","5,205,196.31"
1.18,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,210.42,"22,127.00","4,655,963.34"
1.15,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,39.82,"113,412.00","4,516,363.01"
0.98,"STMMI IM","STMICROELECTRONICS NV",5962343,48.40,"79,271.00","3,836,774.18"
0.97,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,222.40,"17,199.00","3,825,057.60"
0.88,BIDU,"BAIDU INC - SPON ADR",B0FXT17,142.95,"24,286.00","3,471,683.70"
0.88,SMCI,"SUPER MICRO COMPUTER INC",B1VQR35,269.93,"12,837.00","3,465,091.41"
0.85,ROK,"ROCKWELL AUTOMATION INC",2754060,335.75,"9,934.00","3,335,340.50"
0.76,IONQ,"IONQ INC",BP484B3,14.03,"212,638.00","2,983,311.14"
0.75,"6954 JP","FANUC CORP",6356934,33.50,"88,022.00","2,949,080.24"
0.74,"EXPN LN","EXPERIAN PLC",B19NLV4,36.69,"79,549.00","2,918,958.10"
0.74,TTD,"TRADE DESK INC-A",BD8FDD1,75.91,"38,390.00","2,914,184.90"
0.69,"WKL NA","WOLTERS KLUWER",5671519,120.30,"22,558.00","2,713,774.15"
0.66,DDOG,"DATADOG INC - CLASS A",BKT9Y49,101.45,"25,420.00","2,578,859.00"
0.59,"6702 JP","FUJITSU LIMITED",6356945,127.11,"18,230.00","2,317,269.29"
0.54,EBAY,"EBAY INC",2293819,45.67,"46,880.00","2,141,009.60"
0.49,"3443 TT","GLOBAL UNICHIP CORP",B056381,51.46,"37,200.00","1,914,287.54"
0.49,"3661 TT","ALCHIP TECHNOLOGIES LTD",B4TPSL0,60.38,"31,690.00","1,913,476.61"
0.48,HPE,"HEWLETT PACKA",BYVYWS0,16.99,"110,751.00","1,881,659.49"
0.47,ZS,"ZSCALER INC",BZ00V34,154.27,"12,052.00","1,859,262.04"
0.44,,CASH,,1.00,"1,717,132.74","1,717,132.74"
0.39,TDC,"TERADATA CORP",B247H10,54.56,"28,290.00","1,543,502.40"
0.38,HUBB,"HUBBELL INC",BDFG6S3,335.43,"4,511.00","1,513,124.73"
0.38,SPLK,"SPLUNK INC",B424494,104.48,"14,166.00","1,480,063.68"
0.36,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,5.38,"266,306.00","1,432,726.28"
0.36,"XRO AU","XERO LTD",B8P4LP4,77.41,"18,461.00","1,429,124.53"
0.35,SNAP,"SNAP INC - A",BD8DJ71,11.78,"117,637.00","1,385,763.86"
0.35,"6701 JP","NEC CORP",6640400,48.33,"28,408.00","1,373,031.61"
0.34,ZBRA,"ZEBRA TECH CORP",2989356,306.16,"4,332.00","1,326,285.12"
0.33,PEGA,"PEGASYSTEMS INC",2675860,53.41,"24,258.00","1,295,619.78"
0.33,BAH,"BOOZ ALLEN HAMIL",B5367T7,112.61,"11,371.00","1,280,488.31"
0.32,"3665 TT","BIZLINK HOLDING INC",B5SG8Y4,9.94,"125,313.00","1,245,783.07"
0.31,"6502 JP","TOSHIBA CORP",6897217,31.79,"38,153.00","1,212,839.13"
0.30,"2353 TT","ACER INC",6005850,1.03,"1,152,800.00","1,182,773.39"
0.30,CCCS,"CCC INTELLIGENT",BP4CXL8,10.73,"109,013.00","1,169,709.49"
0.29,"AMP IM","AMPLIFON SPA",B14NJ71,33.49,"34,034.00","1,139,771.40"
0.29,VSAT,"VIASAT INC",2946243,42.54,"26,705.00","1,136,030.70"
0.29,"2395 TT","ADVANTECH CO LTD",6202673,11.81,"95,029.44","1,121,858.50"
0.28,PCOR,"PROCORE TECHNOLOGIES INC",BLH11J8,65.27,"17,136.00","1,118,466.72"
0.28,PATH,"UIPATH INC - CLASS A",BMD02L5,17.07,"65,265.00","1,114,073.55"
0.28,CYBR,"CYBERARK SOFTWAR",BQT3XY6,157.13,"7,063.00","1,109,809.19"
0.28,"TEMN SW","TEMENOS AG - REG",7147892,77.67,"14,107.00","1,095,658.49"
0.28,STNE,"STONECO LTD-A",BGKG6M3,11.41,"94,742.00","1,081,006.22"
