"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 03/19/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
4.26,NVDA,"NVIDIA CORP",2379504,893.98,"74,284.00","66,408,410.32"
3.68,META,"META PLATFORMS INC",B7TL820,496.24,"115,456.00","57,293,885.44"
3.60,NFLX,"NETFLIX INC",2857817,620.74,"90,345.00","56,080,755.30"
3.30,ORCL,"ORACLE CORP",2661568,129.19,"397,644.00","51,371,628.36"
3.22,AMZN,"AMAZON.COM INC",2000019,175.90,"285,017.00","50,134,490.30"
3.17,IBM,IBM,2005973,193.34,"255,656.00","49,428,531.04"
3.11,CRM,"SALESFORCE INC",2310525,301.45,"160,656.00","48,429,751.20"
3.05,QCOM,"QUALCOMM INC",2714923,164.10,"289,692.00","47,538,457.20"
3.01,MSFT,"MICROSOFT CORP",2588173,421.41,"111,476.00","46,977,101.16"
2.99,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,36.43,"1,277,943.00","46,557,681.02"
2.92,ACN,"ACCENTURE PLC-CL A",B4BNMY3,378.08,"120,229.00","45,456,180.32"
2.87,AVGO,"BROADCOM INC",BDZ78H9,"1,232.76","36,265.00","44,706,041.40"
2.87,NOW,"SERVICENOW INC",B80NXX8,756.94,"59,026.00","44,679,140.44"
2.85,GOOGL,"ALPHABET INC-CL A",BYVY8G0,147.03,"302,414.00","44,463,930.42"
2.83,BABA,"ALIBABA GRP-ADR",BP41ZD1,73.42,"600,727.00","44,105,376.34"
2.75,"005930 KS","SAMSUNG ELECTRON",6771720,54.33,"788,391.00","42,831,988.66"
2.71,CSCO,"CISCO SYSTEMS INC",2198163,49.14,"859,041.00","42,213,274.74"
2.64,UBER,"UBER TECHNOLOGIES INC",BK6N347,77.08,"532,867.00","41,073,388.36"
2.57,AAPL,"APPLE INC",2046251,176.08,"227,808.00","40,112,432.64"
2.51,"SIE GR","SIEMENS AG-REG",5727973,187.90,"207,928.00","39,070,323.73"
2.49,ADBE,"ADOBE INC",2008154,521.19,"74,451.00","38,803,116.69"
2.45,INTC,"INTEL CORP",2463247,42.05,"909,428.00","38,241,447.40"
2.34,TSLA,"TESLA INC",B616C79,171.32,"212,587.00","36,420,404.84"
1.72,MU,"MICRON TECHNOLOGY INC",2588184,94.00,"284,947.00","26,785,018.00"
1.55,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,77.53,"312,023.00","24,191,143.19"
1.48,SNPS,"SYNOPSYS INC",2867719,584.71,"39,462.00","23,073,826.02"
1.44,"000660 KS","SK HYNIX INC",6450267,119.55,"187,146.00","22,373,723.28"
1.40,CDNS,"CADENCE DESIGN SYS INC",2302232,311.85,"70,176.00","21,884,385.60"
1.18,TRI,"THOMSON REUTERS CORP",BNBXPB4,157.23,"117,345.00","18,450,154.35"
1.07,"3690 HK","MEITUAN-CLASS B",BGJW376,11.40,"1,458,715.00","16,632,989.00"
1.01,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,235.37,"66,671.00","15,692,086.59"
0.95,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,273.24,"54,106.00","14,783,923.44"
0.86,FTNT,"FORTINET INC",B5B2106,67.79,"197,549.00","13,391,846.71"
0.84,SMCI,"SUPER MICRO COMPUTER INC",B1VQR35,910.97,"14,364.00","13,085,173.08"
0.74,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,34.00,"337,541.00","11,478,006.75"
0.68,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,90.78,"117,142.00","10,634,150.76"
0.66,"WKL NA","WOLTERS KLUWER",5671519,158.16,"64,586.00","10,214,953.74"
0.65,"EXPN LN","EXPERIAN PLC",B19NLV4,42.57,"237,878.00","10,126,649.91"
0.61,DDOG,"DATADOG INC - CLASS A",BKT9Y49,121.81,"78,419.00","9,552,218.39"
0.59,TTD,"TRADE DESK INC-A",BD8FDD1,79.76,"115,751.00","9,232,299.76"
0.58,"6702 JP","FUJITSU LIMITED",6356945,168.12,"53,681.00","9,024,889.97"
0.53,ROK,"ROCKWELL AUTOMATION INC",2754060,278.19,"29,584.00","8,229,972.96"
0.49,BIDU,"BAIDU INC - SPON ADR",B0FXT17,104.17,"73,704.00","7,677,745.68"
0.49,"6954 JP","FANUC CORP",6356934,29.43,"259,817.00","7,646,695.72"
0.48,"5803 JP","FUJIKURA LTD",6356707,13.63,"551,919.00","7,523,088.97"
0.48,ZS,"ZSCALER INC",BZ00V34,195.24,"37,986.00","7,416,386.64"
0.45,EBAY,"EBAY INC",2293819,51.82,"134,666.00","6,978,392.12"
0.40,CLS,"CELESTICA INC",2262659,43.02,"144,432.00","6,213,464.64"
0.38,PEGA,"PEGASYSTEMS INC",2675860,64.28,"92,446.00","5,942,428.88"
0.36,"4755 JP","RAKUTEN GROUP INC",6229597,5.64,"998,466.00","5,632,083.55"
0.36,HPE,"HEWLETT PACKA",BYVYWS0,16.78,"334,836.00","5,618,548.08"
0.35,HUBB,"HUBBELL INC",BDFG6S3,396.71,"13,844.00","5,492,053.24"
0.35,OKTA,"OKTA INC",BDFZSP1,105.36,"51,220.00","5,396,539.20"
0.34,"6526 JP","SOCIONEXT INC",BMTVX75,26.12,"204,585.00","5,343,845.71"
0.33,INFA,"INFORMATICA INC - CLASS A",BMG95P4,34.72,"145,875.00","5,064,780.00"
0.32,"6701 JP","NEC CORP",6640400,71.89,"70,251.00","5,050,055.30"
0.32,"2395 TT","ADVANTECH CO LTD",6202673,12.34,"407,057.00","5,025,078.94"
0.32,ZBRA,"ZEBRA TECH CORP",2989356,285.19,"17,258.00","4,921,809.02"
0.31,CYBR,"CYBERARK SOFTWAR",BQT3XY6,261.86,"18,708.00","4,898,876.88"
0.31,PCOR,"PROCORE TECHNOLOGIES INC",BLH11J8,79.39,"61,435.00","4,877,324.65"
0.31,"AMP IM","AMPLIFON SPA",B14NJ71,35.05,"137,270.00","4,811,679.44"
0.30,AI,"C3.AI INC-A",BMGNBJ2,28.29,"167,255.00","4,731,643.95"
0.30,CCCS,"CCC INTELLIGENT",BP4CXL8,11.89,"397,633.00","4,727,856.37"
0.30,VRNT,"VERINT SYSTEMS INC",2849193,31.07,"151,187.00","4,697,380.09"
0.30,STX,"SEAGATE TECHNOLO",BKVD2N4,85.87,"54,684.00","4,695,715.08"
0.30,WIX,"WIX.COM LTD",BFZCHN7,136.53,"33,772.00","4,610,722.30"
0.28,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,5.45,"798,145.00","4,349,890.25"
0.28,PATH,"UIPATH INC - CLASS A",BMD02L5,23.13,"187,230.00","4,330,629.90"
0.28,"6588 JP","TOSHIBA TEC CORP",6894887,20.20,"213,740.00","4,318,051.42"
0.27,STNE,"STONECO LTD-A",BGKG6M3,16.27,"259,213.00","4,217,395.51"
0.27,DOCU,"DOCUSIGN INC",BFYT7B7,58.95,"70,568.00","4,159,983.60"
0.27,"TIETO FH","TIETOEVRY OYJ",5479702,21.51,"192,216.00","4,134,866.93"
0.26,"2353 TT","ACER INC",6005850,1.42,"2,892,200.00","4,107,088.65"
0.26,G,"GENPACT LTD",B23DBK6,33.74,"121,343.00","4,094,112.82"
