"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 07/16/2025",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.83,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,65.80,"2,279,443.00","149,979,593.44"
3.71,PLTR,"PALANTIR TECHN-A",BN78DQ4,150.91,"963,392.00","145,385,486.72"
3.61,ORCL,"ORACLE CORP",2661568,241.30,"586,717.00","141,574,812.10"
3.53,NFLX,"NETFLIX INC",2857817,"1,250.31","110,548.00","138,219,269.88"
3.49,"005930 KS","SAMSUNG ELECTRON",6771720,46.69,"2,926,479.00","136,650,686.56"
3.26,AVGO,"BROADCOM INC",BDZ78H9,280.81,"455,085.00","127,792,418.85"
3.25,NVDA,"NVIDIA CORP",2379504,171.37,"742,493.00","127,241,025.41"
3.15,MSFT,"MICROSOFT CORP",2588173,505.62,"244,316.00","123,531,055.92"
3.11,BABA,"ALIBABA GRP-ADR",BP41ZD1,115.73,"1,051,104.00","121,644,265.92"
3.08,META,"META PLATFORMS INC",B7TL820,702.91,"171,533.00","120,572,261.03"
3.02,CSCO,"CISCO SYSTEMS INC",2198163,67.37,"1,757,245.00","118,385,595.65"
2.96,TSM,"TAIWAN SEMIC-ADR",2113382,237.56,"487,295.00","115,761,800.20"
2.94,IBM,IBM,2005973,281.92,"408,723.00","115,227,188.16"
2.93,AMD,"ADVANCED MICRO DEVICES",2007849,160.08,"716,537.00","114,703,242.96"
2.65,AMZN,"AMAZON.COM INC",2000019,223.19,"464,423.00","103,654,569.37"
2.62,AAPL,"APPLE INC",2046251,210.16,"489,131.00","102,795,770.96"
2.58,GOOGL,"ALPHABET INC-CL A",BYVY8G0,182.97,"552,430.00","101,078,117.10"
2.38,NOW,"SERVICENOW INC",B80NXX8,966.97,"96,532.00","93,343,548.04"
2.27,"SIE GR","SIEMENS AG-REG",5727973,251.82,"353,449.00","89,004,731.77"
2.18,TSLA,"TESLA INC",B616C79,321.67,"265,087.00","85,270,535.29"
2.15,UBER,"UBER TECHNOLOGIES INC",BK6N347,90.75,"929,969.00","84,394,686.75"
