"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 08/25/2023",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.39,GOOGL,"ALPHABET INC-CL A",BYVY8G0,129.88,"131,836.00","17,122,859.68"
3.31,CSCO,"CISCO SYSTEMS INC",2198163,55.70,"300,442.00","16,734,619.40"
3.27,IBM,IBM,2005973,145.35,"113,848.00","16,547,806.80"
3.24,NVDA,"NVIDIA CORP",2379504,460.18,"35,633.00","16,397,593.94"
3.21,AMZN,"AMAZON.COM INC",2000019,133.26,"121,637.00","16,209,346.62"
3.17,ADBE,"ADOBE INC",2008154,525.06,"30,472.00","15,999,628.32"
3.16,ACN,"ACCENTURE PLC-CL A",B4BNMY3,318.76,"50,192.00","15,999,201.92"
3.09,ORCL,"ORACLE CORP",2661568,116.06,"134,413.00","15,599,972.78"
3.06,INTC,"INTEL CORP",2463247,33.25,"464,947.00","15,459,487.75"
3.05,BABA,"ALIBABA GRP-ADR",BP41ZD1,89.82,"171,555.00","15,409,070.10"
3.04,NFLX,"NETFLIX INC",2857817,416.03,"36,978.00","15,383,957.34"
3.03,META,"META PLATFORMS INC",B7TL820,285.50,"53,716.00","15,335,918.00"
3.03,NOW,"SERVICENOW INC",B80NXX8,563.65,"27,207.00","15,335,225.55"
2.99,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,40.79,"371,043.00","15,135,152.77"
2.94,MSFT,"MICROSOFT CORP",2588173,322.98,"46,003.00","14,858,048.94"
2.91,AAPL,"APPLE INC",2046251,178.61,"82,429.00","14,722,643.69"
2.89,"005930 KS","SAMSUNG ELECTRON",6771720,50.63,"288,742.00","14,619,572.31"
2.88,CRM,"SALESFORCE INC",2310525,209.47,"69,392.00","14,535,542.24"
2.87,TSLA,"TESLA INC",B616C79,238.59,"60,814.00","14,509,612.26"
2.77,QCOM,"QUALCOMM INC",2714923,110.32,"126,819.00","13,990,672.08"
2.73,"SIE GR","SIEMENS AG-REG",5727973,146.91,"93,866.00","13,789,848.14"
