"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 09/13/2023",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.47,INTC,"INTEL CORP",2463247,38.71,"505,933.00","19,584,666.43"
3.46,GOOGL,"ALPHABET INC-CL A",BYVY8G0,136.71,"143,190.00","19,575,504.90"
3.39,AMZN,"AMAZON.COM INC",2000019,144.85,"132,329.00","19,167,855.65"
3.25,CSCO,"CISCO SYSTEMS INC",2198163,56.28,"326,848.00","18,395,005.44"
3.24,ADBE,"ADOBE INC",2008154,553.56,"33,034.00","18,286,301.04"
3.21,IBM,IBM,2005973,146.55,"123,892.00","18,156,372.60"
3.18,TSLA,"TESLA INC",B616C79,271.30,"66,160.00","17,949,208.00"
3.15,META,"META PLATFORMS INC",B7TL820,305.06,"58,414.00","17,819,774.84"
3.12,NVDA,"NVIDIA CORP",2379504,454.85,"38,711.00","17,607,698.35"
3.09,NOW,"SERVICENOW INC",B80NXX8,591.38,"29,526.00","17,461,085.88"
3.03,ACN,"ACCENTURE PLC-CL A",B4BNMY3,313.91,"54,566.00","17,128,813.06"
2.98,MSFT,"MICROSOFT CORP",2588173,336.06,"50,053.00","16,820,811.18"
2.96,"005930 KS","SAMSUNG ELECTRON",6771720,53.30,"314,176.00","16,745,661.10"
2.93,NFLX,"NETFLIX INC",2857817,412.24,"40,218.00","16,579,468.32"
2.92,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,40.92,"403,443.00","16,507,040.54"
2.92,CRM,"SALESFORCE INC",2310525,218.80,"75,349.00","16,486,361.20"
2.89,BABA,"ALIBABA GRP-ADR",BP41ZD1,87.64,"186,621.00","16,355,464.44"
2.89,ORCL,"ORACLE CORP",2661568,111.84,"146,239.00","16,355,369.76"
2.77,AAPL,"APPLE INC",2046251,174.21,"89,719.00","15,629,946.99"
2.75,QCOM,"QUALCOMM INC",2714923,112.64,"137,997.00","15,543,982.08"
2.60,"SIE GR","SIEMENS AG-REG",5727973,144.05,"102,128.00","14,711,134.65"
2.11,UBER,"UBER TECHNOLOGIES INC",BK6N347,48.16,"247,706.00","11,929,520.96"
1.88,"3690 HK","MEITUAN-CLASS B",BGJW376,15.73,"675,915.00","10,632,021.43"
1.62,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,62.62,"146,621.00","9,181,407.02"
1.52,SNPS,"SYNOPSYS INC",2867719,466.86,"18,453.00","8,614,967.58"
1.42,CDNS,"CADENCE DESIGN SYS INC",2302232,241.13,"33,308.00","8,031,558.04"
1.41,"000660 KS","SK HYNIX INC",6450267,89.08,"89,487.00","7,971,891.07"
1.26,TRI,"THOMSON REUTERS CORP",BNBXPB4,128.85,"55,446.00","7,144,217.10"
1.13,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,200.40,"31,777.00","6,368,110.80"
1.10,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,245.19,"25,307.00","6,205,023.33"
0.98,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,34.70,"160,212.00","5,558,723.11"
0.88,"STMMI IM","STMICROELECTRONICS NV",5962343,44.39,"112,031.00","4,972,779.43"
0.83,BIDU,"BAIDU INC - SPON ADR",B0FXT17,137.47,"34,231.00","4,705,735.57"
0.82,TTD,"TRADE DESK INC-A",BD8FDD1,85.33,"54,185.00","4,623,606.05"
0.71,ROK,"ROCKWELL AUTOMATION INC",2754060,285.47,"14,029.00","4,004,858.63"
0.69,"WKL NA","WOLTERS KLUWER",5671519,122.53,"31,918.00","3,910,788.74"
0.69,"EXPN LN","EXPERIAN PLC",B19NLV4,34.52,"112,309.00","3,876,400.88"
0.64,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,64.53,"55,601.00","3,587,932.53"
0.62,DDOG,"DATADOG INC - CLASS A",BKT9Y49,97.48,"35,950.00","3,504,406.00"
0.61,"6954 JP","FANUC CORP",6356934,27.67,"123,979.00","3,429,993.21"
0.57,"6702 JP","FUJITSU LIMITED",6356945,124.64,"25,835.00","3,219,961.19"
0.50,EBAY,"EBAY INC",2293819,43.71,"65,173.00","2,848,711.83"
0.50,ZS,"ZSCALER INC",BZ00V34,158.40,"17,722.00","2,807,164.80"
0.47,HPE,"HEWLETT PACKA",BYVYWS0,16.77,"156,694.00","2,627,758.38"
0.44,SPLK,"SPLUNK INC",B424494,123.45,"20,016.00","2,470,975.20"
0.39,IONQ,"IONQ INC",BP484B3,18.69,"118,890.00","2,222,054.10"
0.38,OKTA,"OKTA INC",BDFZSP1,87.44,"24,356.00","2,129,688.64"
0.37,FRSH,"FRESHWORKS INC-CL A",BPF0BB7,20.95,"100,928.00","2,114,441.60"
0.35,HUBB,"HUBBELL INC",BDFG6S3,315.54,"6,266.00","1,977,173.64"
0.35,"6701 JP","NEC CORP",6640400,55.05,"35,582.00","1,958,686.46"
0.35,INFA,"INFORMATICA INC - CLASS A",BMG95P4,21.23,"91,852.00","1,950,017.96"
0.34,CYBR,"CYBERARK SOFTWAR",BQT3XY6,168.31,"11,299.00","1,901,734.69"
0.34,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,5.05,"376,286.00","1,900,244.30"
0.33,WIX,"WIX.COM LTD",BFZCHN7,92.76,"20,376.00","1,890,077.76"
0.32,BAH,"BOOZ ALLEN HAMIL",B5367T7,113.23,"16,051.00","1,817,454.73"
0.32,STX,"SEAGATE TECHNOLO",BKVD2N4,63.39,"28,574.00","1,811,305.86"
0.32,"6526 JP","SOCIONEXT INC",BMTVX75,104.40,"17,217.00","1,797,449.66"
0.32,TWLO,"TWILIO INC - A",BD6P5Q0,64.58,"27,539.00","1,778,468.62"
0.31,PATH,"UIPATH INC - CLASS A",BMD02L5,18.16,"97,838.00","1,776,738.08"
0.31,SMAR,"SMARTSHEET INC-CLASS A",BFZND98,43.43,"40,636.00","1,764,821.48"
0.31,"2353 TT","ACER INC",6005850,1.16,"1,522,800.00","1,763,171.97"
0.31,"5803 JP","FUJIKURA LTD",6356707,8.40,"209,009.00","1,754,848.12"
0.31,CCCS,"CCC INTELLIGENT",BP4CXL8,11.13,"154,684.00","1,721,632.92"
0.30,SMCI,"SUPER MICRO COMPUTER INC",B1VQR35,270.96,"6,329.00","1,714,905.84"
0.30,"6502 JP","TOSHIBA CORP",6897217,31.21,"53,948.00","1,683,794.94"
0.29,"TIETO FH","TIETOEVRY OYJ",5479702,24.01,"69,031.00","1,657,520.87"
0.29,BZ,"KANZHUN LTD - ADR",BM91SH0,14.98,"110,459.00","1,654,675.82"
0.29,G,"GENPACT LTD",B23DBK6,36.52,"45,083.00","1,646,431.16"
0.29,"3661 TT","ALCHIP TECHNOLOGIES LTD",B4TPSL0,81.88,"19,690.00","1,612,169.13"
