"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 03/31/2025",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
4.48,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,63.88,"1,991,543.00","127,218,342.61"
4.29,BABA,"ALIBABA GRP-ADR",BP41ZD1,132.23,"920,927.00","121,774,177.21"
3.54,"005930 KS","SAMSUNG ELECTRON",6771720,39.25,"2,564,291.00","100,656,040.61"
3.35,AAPL,"APPLE INC",2046251,222.13,"428,532.00","95,189,813.16"
3.34,CSCO,"CISCO SYSTEMS INC",2198163,61.71,"1,539,716.00","95,015,874.36"
3.18,NFLX,"NETFLIX INC",2857817,932.53,"97,031.00","90,484,318.43"
3.13,IBM,IBM,2005973,248.66,"358,049.00","89,032,464.34"
3.05,META,"META PLATFORMS INC",B7TL820,576.36,"150,405.00","86,687,425.80"
2.90,ACN,"ACCENTURE PLC-CL A",B4BNMY3,312.04,"263,925.00","82,355,157.00"
2.83,MSFT,"MICROSOFT CORP",2588173,375.39,"214,232.00","80,420,550.48"
2.72,AMZN,"AMAZON.COM INC",2000019,190.26,"406,965.00","77,429,160.90"
2.71,CRM,"SALESFORCE INC",2310525,268.36,"286,532.00","76,893,727.52"
2.63,GOOGL,"ALPHABET INC-CL A",BYVY8G0,154.64,"484,027.00","74,849,935.28"
2.53,ORCL,"ORACLE CORP",2661568,139.81,"513,974.00","71,858,704.94"
2.51,PLTR,"PALANTIR TECHN-A",BN78DQ4,84.40,"843,967.00","71,230,814.80"
2.50,"SIE GR","SIEMENS AG-REG",5727973,228.90,"310,009.00","70,959,662.00"
2.49,TSM,"TAIWAN SEMIC-ADR",2113382,166.00,"426,804.00","70,849,464.00"
2.48,NVDA,"NVIDIA CORP",2379504,108.38,"650,628.00","70,515,062.64"
2.37,NOW,"SERVICENOW INC",B80NXX8,796.14,"84,586.00","67,342,298.04"
2.35,AVGO,"BROADCOM INC",BDZ78H9,167.43,"398,740.00","66,761,038.20"
2.32,QCOM,"QUALCOMM INC",2714923,153.61,"429,994.00","66,051,378.34"
2.28,ADBE,"ADOBE INC",2008154,383.53,"168,742.00","64,717,619.26"
2.27,AMD,"ADVANCED MICRO DEVICES",2007849,102.74,"627,890.00","64,509,418.60"
2.12,TSLA,"TESLA INC",B616C79,259.16,"232,507.00","60,256,514.12"
2.09,UBER,"UBER TECHNOLOGIES INC",BK6N347,72.86,"814,633.00","59,354,160.38"
1.58,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,95.48,"469,278.00","44,806,663.44"
1.51,"3690 HK","MEITUAN-CLASS B",BGJW376,20.02,"2,142,215.00","42,897,715.64"
1.33,INTC,"INTEL CORP",2463247,22.71,"1,667,557.00","37,870,219.47"
1.32,MU,"MICRON TECHNOLOGY INC",2588184,86.89,"430,873.00","37,438,554.97"
1.28,"000660 KS","SK HYNIX INC",6450267,129.51,"281,655.00","36,476,474.36"
1.08,APP,"APPLOVIN CORP-CLASS A",BMV3LG4,264.97,"115,658.00","30,645,900.26"
1.06,TRI,"THOMSON REUTERS CORP",BNBXPB4,172.78,"173,790.00","30,027,436.20"
1.00,FTNT,"FORTINET INC",B5B2106,96.26,"296,370.00","28,528,576.20"
0.95,CDNS,"CADENCE DESIGN SYS INC",2302232,254.33,"106,294.00","27,033,753.02"
0.91,SNPS,"SYNOPSYS INC",2867719,428.85,"59,972.00","25,718,992.20"
0.73,MRVL,"MARVELL TECHNOLOGY INC",BNKJSM5,61.57,"334,760.00","20,611,173.20"
0.68,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,233.53,"82,919.00","19,364,074.07"
0.66,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,190.06,"98,432.00","18,707,985.92"
