"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 04/29/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
4.27,NVDA,"NVIDIA CORP",2379504,877.57,"82,316.00","72,238,052.12"
3.75,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,44.41,"1,428,543.00","63,443,750.55"
3.38,AMZN,"AMAZON.COM INC",2000019,180.96,"315,639.00","57,118,033.44"
3.31,NFLX,"NETFLIX INC",2857817,559.49,"99,883.00","55,883,539.67"
3.29,GOOGL,"ALPHABET INC-CL A",BYVY8G0,166.15,"335,044.00","55,667,560.60"
3.28,META,"META PLATFORMS INC",B7TL820,432.62,"128,006.00","55,377,955.72"
3.21,QCOM,"QUALCOMM INC",2714923,169.20,"320,816.00","54,282,067.20"
3.19,AVGO,"BROADCOM INC",BDZ78H9,"1,338.62","40,281.00","53,920,952.22"
3.04,ORCL,"ORACLE CORP",2661568,116.49,"440,314.00","51,292,177.86"
3.01,BABA,"ALIBABA GRP-ADR",BP41ZD1,76.41,"665,485.00","50,849,708.85"
2.94,MSFT,"MICROSOFT CORP",2588173,402.25,"123,524.00","49,687,529.00"
2.90,CRM,"SALESFORCE INC",2310525,275.74,"177,724.00","49,005,615.76"
2.88,"005930 KS","SAMSUNG ELECTRON",6771720,55.70,"873,229.00","48,637,786.79"
2.81,IBM,IBM,2005973,167.43,"283,266.00","47,427,226.38"
2.80,NOW,"SERVICENOW INC",B80NXX8,721.16,"65,552.00","47,273,480.32"
2.71,TSLA,"TESLA INC",B616C79,194.05,"235,679.00","45,733,509.95"
2.69,CSCO,"CISCO SYSTEMS INC",2198163,47.78,"951,409.00","45,458,322.02"
2.60,"SIE GR","SIEMENS AG-REG",5727973,190.30,"230,518.00","43,868,678.04"
2.59,AAPL,"APPLE INC",2046251,173.50,"252,406.00","43,792,441.00"
2.39,ACN,"ACCENTURE PLC-CL A",B4BNMY3,303.16,"133,281.00","40,405,467.96"
2.35,UBER,"UBER TECHNOLOGIES INC",BK6N347,67.40,"590,095.00","39,772,403.00"
2.31,ADBE,"ADOBE INC",2008154,473.07,"82,483.00","39,020,232.81"
2.14,MU,"MICRON TECHNOLOGY INC",2588184,114.36,"315,569.00","36,088,470.84"
1.87,INTC,"INTEL CORP",2463247,31.36,"1,007,318.00","31,589,492.48"
1.57,"000660 KS","SK HYNIX INC",6450267,127.74,"207,226.00","26,470,392.07"
1.48,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,72.48,"345,657.00","25,053,219.36"
1.40,SNPS,"SYNOPSYS INC",2867719,544.76,"43,478.00","23,685,075.28"
1.36,"3690 HK","MEITUAN-CLASS B",BGJW376,14.23,"1,609,315.00","22,905,618.00"
1.30,CDNS,"CADENCE DESIGN SYS INC",2302232,282.49,"77,706.00","21,951,167.94"
1.18,TRI,"THOMSON REUTERS CORP",BNBXPB4,153.61,"129,895.00","19,953,170.95"
1.08,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,247.13,"73,699.00","18,213,233.87"
0.89,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,248.77,"60,130.00","14,958,540.10"
0.84,SMCI,"SUPER MICRO COMPUTER INC",B1VQR35,890.35,"15,870.00","14,129,854.50"
0.83,FTNT,"FORTINET INC",B5B2106,64.30,"219,135.00","14,090,380.50"
0.78,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,35.14,"374,187.00","13,148,356.74"
