"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 12/10/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
4.36,TSLA,"TESLA INC",B616C79,400.99,"280,944.00","112,655,734.56"
3.95,NOW,"SERVICENOW INC",B80NXX8,"1,127.84","90,488.00","102,055,985.92"
3.82,NFLX,"NETFLIX INC",2857817,913.35,"107,906.00","98,555,945.10"
3.66,CRM,"SALESFORCE INC",2310525,348.82,"270,584.00","94,385,110.88"
3.40,META,"META PLATFORMS INC",B7TL820,619.32,"141,776.00","87,804,712.32"
3.40,CSCO,"CISCO SYSTEMS INC",2198163,58.72,"1,493,690.00","87,709,476.80"
3.38,IBM,IBM,2005973,231.72,"376,175.00","87,167,271.00"
3.33,ORCL,"ORACLE CORP",2661568,177.74,"483,664.00","85,966,439.36"
3.24,AMZN,"AMAZON.COM INC",2000019,225.04,"371,396.00","83,578,955.84"
3.17,BABA,"ALIBABA GRP-ADR",BP41ZD1,89.83,"909,906.00","81,736,855.98"
3.00,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,52.88,"1,465,043.00","77,477,420.31"
2.96,NVDA,"NVIDIA CORP",2379504,135.07,"564,879.00","76,298,206.53"
2.95,AAPL,"APPLE INC",2046251,247.77,"307,591.00","76,211,822.07"
2.94,ACN,"ACCENTURE PLC-CL A",B4BNMY3,362.90,"209,514.00","76,032,630.60"
2.81,AVGO,"BROADCOM INC",BDZ78H9,171.81,"422,788.00","72,639,206.28"
2.73,GOOGL,"ALPHABET INC-CL A",BYVY8G0,185.17,"381,065.00","70,561,806.05"
2.68,ADBE,"ADOBE INC",2008154,547.05,"126,604.00","69,258,718.20"
2.67,MSFT,"MICROSOFT CORP",2588173,443.33,"155,678.00","69,016,727.74"
2.41,"SIE GR","SIEMENS AG-REG",5727973,202.61,"306,959.00","62,193,400.97"
2.17,QCOM,"QUALCOMM INC",2714923,156.46,"358,084.00","56,025,822.64"
2.04,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,113.45,"463,453.00","52,578,742.85"
2.02,UBER,"UBER TECHNOLOGIES INC",BK6N347,64.96,"800,846.00","52,022,956.16"
1.81,"3690 HK","MEITUAN-CLASS B",BGJW376,22.10,"2,109,415.00","46,607,613.27"
1.68,"005930 KS","SAMSUNG ELECTRON",6771720,37.84,"1,144,000.00","43,289,303.11"
1.61,MU,"MICRON TECHNOLOGY INC",2588184,98.10,"424,869.00","41,679,648.90"
1.29,"000660 KS","SK HYNIX INC",6450267,119.41,"279,041.00","33,319,495.74"
1.27,INTC,"INTEL CORP",2463247,20.16,"1,631,742.00","32,895,918.72"
1.22,CDNS,"CADENCE DESIGN SYS INC",2302232,302.86,"104,306.00","31,590,115.16"
1.15,SNPS,"SYNOPSYS INC",2867719,505.32,"58,599.00","29,611,246.68"
1.14,TRI,"THOMSON REUTERS CORP",BNBXPB4,170.17,"172,874.00","29,417,968.58"
1.10,FTNT,"FORTINET INC",B5B2106,97.13,"291,374.00","28,301,156.62"
0.87,TTD,"TRADE DESK INC-A",BD8FDD1,132.66,"169,680.00","22,509,748.80"
0.85,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,270.88,"81,094.00","21,966,742.72"
0.83,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,217.94,"97,974.00","21,352,453.56"
0.71,DDOG,"DATADOG INC - CLASS A",BKT9Y49,154.91,"118,155.00","18,303,391.05"
0.68,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,34.97,"498,770.00","17,441,782.09"
0.63,"EXPN LN","EXPERIAN PLC",B19NLV4,46.44,"350,654.00","16,282,789.31"
0.63,"WKL NA","WOLTERS KLUWER",5671519,169.91,"95,042.00","16,148,663.82"
0.56,"6702 JP","FUJITSU LIMITED",6356945,18.41,"788,515.00","14,513,341.00"
0.56,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,82.36,"174,157.00","14,343,570.52"
0.51,"5803 JP","FUJIKURA LTD",6356707,38.46,"343,136.00","13,197,625.22"
0.49,ROK,"ROCKWELL AUTOMATION INC",2754060,293.70,"43,473.00","12,768,020.10"
0.48,TWLO,"TWILIO INC - A",BD6P5Q0,108.44,"114,512.00","12,417,681.28"
0.47,EBAY,"EBAY INC",2293819,63.23,"191,393.00","12,101,779.39"
0.45,DOCU,"DOCUSIGN INC",BFYT7B7,95.85,"122,413.00","11,733,286.05"
0.45,ZS,"ZSCALER INC",BZ00V34,201.39,"57,606.00","11,601,272.34"
0.42,HPE,"HEWLETT PACKA",BYVYWS0,21.92,"498,739.00","10,932,358.88"
0.41,CLS,"CELESTICA INC",BMDLRD5,88.00,"118,716.00","10,447,008.00"
0.40,"6954 JP","FANUC CORP",6356934,27.15,"381,646.00","10,361,202.83"
0.40,PEGA,"PEGASYSTEMS INC",2675860,94.00,"109,358.00","10,279,652.00"
0.39,AI,"C3.AI INC-A",BMGNBJ2,41.73,"241,720.00","10,086,975.60"
0.38,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,8.32,"1,187,069.00","9,876,414.08"
0.38,BIDU,"BAIDU INC - SPON ADR",B0FXT17,89.21,"110,083.00","9,820,504.43"
0.36,HUBB,"HUBBELL INC",BDFG6S3,448.59,"20,591.00","9,236,916.69"
0.36,G,"GENPACT LTD",B23DBK6,44.73,"205,049.00","9,171,841.77"
0.35,SMCI,"SUPER MICRO COMPUTER INC",BRC3N73,40.54,"221,510.00","8,980,015.40"
0.34,"6701 JP","NEC CORP",6640400,83.91,"104,381.00","8,758,740.94"
0.33,WIX,"WIX.COM LTD",BFZCHN7,211.43,"40,560.00","8,575,600.80"
0.33,AMBA,"AMBARELLA INC",B7KH3G6,72.22,"118,639.00","8,568,108.58"
0.32,ZBRA,"ZEBRA TECH CORP",2989356,401.78,"20,660.00","8,300,774.80"
0.32,PATH,"UIPATH INC - CLASS A",BMD02L5,14.71,"557,692.00","8,203,649.32"
0.31,CYBR,"CYBERARK SOFTWAR",BQT3XY6,312.13,"25,926.00","8,092,282.38"
0.31,SMAR,"SMARTSHEET INC-CLASS A",BFZND98,55.97,"142,192.00","7,958,486.24"
