"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 08/19/2025",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.27,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,75.96,"1,930,018.00","146,606,196.76"
3.25,AAPL,"APPLE INC",2046251,230.56,"631,995.00","145,712,767.20"
3.20,GOOGL,"ALPHABET INC-CL A",BYVY8G0,201.57,"711,537.00","143,424,513.09"
3.18,META,"META PLATFORMS INC",B7TL820,751.48,"189,727.00","142,576,045.96"
3.17,AMD,"ADVANCED MICRO DEVICES",2007849,166.55,"853,122.00","142,087,469.10"
3.16,"005930 KS","SAMSUNG ELECTRON",6771720,50.33,"2,812,445.00","141,562,630.33"
3.13,AVGO,"BROADCOM INC",BDZ78H9,294.91,"476,733.00","140,593,329.03"
3.10,NFLX,"NETFLIX INC",2857817,"1,214.15","114,707.00","139,271,504.05"
3.10,NVDA,"NVIDIA CORP",2379504,175.64,"792,523.00","139,198,739.72"
3.08,PLTR,"PALANTIR TECHN-A",BN78DQ4,157.75,"875,121.00","138,050,337.75"
3.04,MSFT,"MICROSOFT CORP",2588173,509.77,"267,765.00","136,498,564.05"
3.01,AMZN,"AMAZON.COM INC",2000019,228.01,"592,796.00","135,163,415.96"
2.98,TSLA,"TESLA INC",B616C79,329.31,"406,592.00","133,894,811.52"
2.95,BABA,"ALIBABA GRP-ADR",BP41ZD1,119.99,"1,104,057.00","132,475,799.43"
2.93,CSCO,"CISCO SYSTEMS INC",2198163,66.76,"1,971,956.00","131,647,782.56"
2.92,ORCL,"ORACLE CORP",2661568,234.62,"559,005.00","131,153,753.10"
2.92,TSM,"TAIWAN SEMIC-ADR",2113382,232.70,"563,070.00","131,026,389.00"
2.78,CRM,"SALESFORCE INC",2310525,246.00,"506,164.00","124,516,344.00"
2.58,IBM,IBM,2005973,241.28,"480,008.00","115,816,330.24"
2.42,"SIE GR","SIEMENS AG-REG",5727973,278.10,"389,949.00","108,444,338.52"
2.17,UBER,"UBER TECHNOLOGIES INC",BK6N347,95.32,"1,019,242.00","97,154,147.44"
2.00,NOW,"SERVICENOW INC",B80NXX8,886.78,"100,971.00","89,539,063.38"
1.86,QCOM,"QUALCOMM INC",2714923,156.25,"535,126.00","83,613,437.50"
1.84,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,139.25,"593,725.00","82,676,206.25"
1.73,ACN,"ACCENTURE PLC-CL A",B4BNMY3,255.88,"303,508.00","77,661,627.04"
1.67,ADBE,"ADOBE INC",2008154,361.03,"207,062.00","74,755,593.86"
1.50,"000660 KS","SK HYNIX INC",6450267,189.11,"355,899.00","67,305,268.57"
