"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 02/20/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.60,META,"META PLATFORMS INC",B7TL820,471.25,"94,212.00","44,397,405.00"
3.43,NFLX,"NETFLIX INC",2857817,575.13,"73,550.00","42,300,811.50"
3.42,NVDA,"NVIDIA CORP",2379504,694.52,"60,586.00","42,078,188.72"
3.15,AMZN,"AMAZON.COM INC",2000019,167.08,"232,376.00","38,825,382.08"
3.10,IBM,IBM,2005973,183.44,"208,054.00","38,165,425.76"
3.10,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,36.34,"1,049,743.00","38,149,774.70"
3.04,CRM,"SALESFORCE INC",2310525,286.39,"130,871.00","37,480,145.69"
2.97,MSFT,"MICROSOFT CORP",2588173,402.79,"90,719.00","36,540,706.01"
2.95,AVGO,"BROADCOM INC",BDZ78H9,"1,226.55","29,578.00","36,278,895.90"
2.94,NOW,"SERVICENOW INC",B80NXX8,752.84,"48,140.00","36,241,717.60"
2.91,QCOM,"QUALCOMM INC",2714923,151.96,"236,209.00","35,894,319.64"
2.91,BABA,"ALIBABA GRP-ADR",BP41ZD1,73.14,"489,639.00","35,812,196.46"
2.88,ACN,"ACCENTURE PLC-CL A",B4BNMY3,362.95,"97,880.00","35,525,546.00"
2.86,"005930 KS","SAMSUNG ELECTRON",6771720,54.80,"643,376.00","35,258,091.88"
2.85,ORCL,"ORACLE CORP",2661568,108.45,"324,173.00","35,156,561.85"
2.83,GOOGL,"ALPHABET INC-CL A",BYVY8G0,141.12,"246,583.00","34,797,792.96"
2.74,CSCO,"CISCO SYSTEMS INC",2198163,48.28,"698,358.00","33,716,724.24"
2.73,AAPL,"APPLE INC",2046251,181.56,"185,365.00","33,654,869.40"
2.72,TSLA,"TESLA INC",B616C79,193.76,"173,208.00","33,560,782.08"
2.70,UBER,"UBER TECHNOLOGIES INC",BK6N347,76.60,"434,555.00","33,286,913.00"
2.68,INTC,"INTEL CORP",2463247,44.52,"742,219.00","33,043,589.88"
2.67,ADBE,"ADOBE INC",2008154,541.91,"60,590.00","32,834,326.90"
2.51,"SIE GR","SIEMENS AG-REG",5727973,182.61,"169,525.00","30,957,504.98"
1.63,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,78.62,"255,207.00","20,064,374.34"
1.53,MU,"MICRON TECHNOLOGY INC",2588184,80.71,"233,219.00","18,823,105.49"
1.43,SNPS,"SYNOPSYS INC",2867719,547.98,"32,029.00","17,551,251.42"
1.39,"000660 KS","SK HYNIX INC",6450267,111.85,"153,226.00","17,137,759.04"
1.36,CDNS,"CADENCE DESIGN SYS INC",2302232,292.07,"57,456.00","16,781,173.92"
1.23,TRI,"THOMSON REUTERS CORP",BNBXPB4,157.67,"96,145.00","15,159,182.15"
1.09,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,301.98,"44,331.00","13,387,075.38"
1.02,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,231.35,"54,312.00","12,565,081.20"
0.90,"3690 HK","MEITUAN-CLASS B",BGJW376,9.39,"1,185,215.00","11,124,438.92"
0.89,FTNT,"FORTINET INC",B5B2106,67.91,"161,911.00","10,995,376.01"
0.79,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,35.24,"276,463.00","9,742,873.06"
