"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 09/17/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.54,ORCL,"ORACLE CORP",2661568,167.47,"448,884.00","75,174,603.48"
3.52,IBM,IBM,2005973,214.13,"348,915.00","74,713,168.95"
3.50,NOW,"SERVICENOW INC",B80NXX8,885.83,"83,908.00","74,328,223.64"
3.37,BABA,"ALIBABA GRP-ADR",BP41ZD1,84.70,"844,106.00","71,495,778.20"
3.33,NFLX,"NETFLIX INC",2857817,706.91,"99,916.00","70,631,619.56"
3.32,META,"META PLATFORMS INC",B7TL820,536.32,"131,436.00","70,491,098.34"
3.31,CSCO,"CISCO SYSTEMS INC",2198163,50.61,"1,385,590.00","70,124,709.90"
3.15,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,48.76,"1,371,043.00","66,852,684.39"
3.09,ACN,"ACCENTURE PLC-CL A",B4BNMY3,337.04,"194,474.00","65,545,516.96"
3.04,AMZN,"AMAZON.COM INC",2000019,186.88,"344,606.00","64,399,969.28"
3.01,CRM,"SALESFORCE INC",2310525,254.79,"250,844.00","63,912,542.76"
3.00,AVGO,"BROADCOM INC",BDZ78H9,162.47,"392,238.00","63,726,907.86"
2.96,MSFT,"MICROSOFT CORP",2588173,435.15,"144,398.00","62,834,789.70"
2.92,AAPL,"APPLE INC",2046251,216.79,"285,501.00","61,893,761.79"
2.86,ADBE,"ADOBE INC",2008154,515.03,"117,674.00","60,605,640.22"
2.86,NVDA,"NVIDIA CORP",2379504,115.59,"523,989.00","60,567,888.51"
2.80,TSLA,"TESLA INC",B616C79,227.87,"260,734.00","59,413,456.58"
2.65,GOOGL,"ALPHABET INC-CL A",BYVY8G0,159.32,"353,335.00","56,293,332.20"
2.64,QCOM,"QUALCOMM INC",2714923,168.70,"332,234.00","56,047,875.80"
2.55,UBER,"UBER TECHNOLOGIES INC",BK6N347,72.78,"743,036.00","54,078,160.08"
2.49,"SIE GR","SIEMENS AG-REG",5727973,185.07,"284,869.00","52,719,715.70"
2.42,"005930 KS","SAMSUNG ELECTRON",6771720,48.44,"1,061,280.00","51,407,620.91"
1.65,MU,"MICRON TECHNOLOGY INC",2588184,88.73,"394,319.00","34,987,924.87"
1.53,INTC,"INTEL CORP",2463247,21.47,"1,513,772.00","32,500,684.84"
1.53,"3690 HK","MEITUAN-CLASS B",BGJW376,16.50,"1,968,415.00","32,481,928.99"
1.51,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,74.45,"430,083.00","32,019,679.35"
1.49,"000660 KS","SK HYNIX INC",6450267,122.45,"258,831.00","31,694,386.46"
1.29,SNPS,"SYNOPSYS INC",2867719,502.25,"54,369.00","27,306,830.25"
1.27,TRI,"THOMSON REUTERS CORP",BNBXPB4,168.02,"160,184.00","26,914,115.68"
1.25,CDNS,"CADENCE DESIGN SYS INC",2302232,274.79,"96,786.00","26,595,824.94"
1.00,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,232.57,"90,924.00","21,146,194.68"
0.96,FTNT,"FORTINET INC",B5B2106,75.61,"270,224.00","20,431,636.64"
0.88,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,248.12,"75,454.00","18,721,646.48"
0.79,TTD,"TRADE DESK INC-A",BD8FDD1,105.84,"157,460.00","16,665,566.40"
0.77,"EXPN LN","EXPERIAN PLC",B19NLV4,50.40,"325,274.00","16,393,449.30"
0.73,"WKL NA","WOLTERS KLUWER",5671519,176.27,"87,992.00","15,510,092.56"
0.73,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,33.36,"462,580.00","15,430,139.83"
0.71,"6702 JP","FUJITSU LIMITED",6356945,20.69,"731,175.00","15,126,068.33"
0.66,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,86.79,"161,467.00","14,013,720.93"
0.58,DDOG,"DATADOG INC - CLASS A",BKT9Y49,111.93,"109,695.00","12,278,161.35"
0.54,EBAY,"EBAY INC",2293819,64.88,"177,293.00","11,502,769.84"
0.50,ROK,"ROCKWELL AUTOMATION INC",2754060,263.20,"40,183.00","10,576,165.60"
0.45,"6954 JP","FANUC CORP",6356934,26.66,"353,916.00","9,435,761.96"
0.44,"5803 JP","FUJIKURA LTD",6356707,29.19,"318,226.00","9,288,188.39"
0.43,SMCI,"SUPER MICRO COMPUTER INC",B1VQR35,439.38,"20,741.00","9,113,180.58"
0.43,"6701 JP","NEC CORP",6640400,93.89,"96,861.00","9,094,496.35"
0.43,ZS,"ZSCALER INC",BZ00V34,170.32,"53,376.00","9,091,000.32"
0.41,BIDU,"BAIDU INC - SPON ADR",B0FXT17,85.39,"102,093.00","8,717,721.27"
0.40,HPE,"HEWLETT PACKA",BYVYWS0,18.20,"462,549.00","8,418,391.80"
0.38,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,7.36,"1,101,529.00","8,107,253.44"
0.37,HUBB,"HUBBELL INC",BDFG6S3,411.29,"19,181.00","7,888,953.49"
