"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 10/26/2023",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.49,IBM,IBM,2005973,143.76,"147,576.00","21,215,525.76"
3.43,GOOGL,"ALPHABET INC-CL A",BYVY8G0,122.28,"170,694.00","20,872,462.32"
3.34,ADBE,"ADOBE INC",2008154,514.28,"39,528.00","20,328,459.84"
3.29,META,"META PLATFORMS INC",B7TL820,288.35,"69,492.00","20,038,018.20"
3.28,CSCO,"CISCO SYSTEMS INC",2198163,51.37,"389,114.00","19,988,786.18"
3.22,INTC,"INTEL CORP",2463247,32.52,"602,579.00","19,595,869.08"
3.21,MSFT,"MICROSOFT CORP",2588173,327.89,"59,603.00","19,543,227.67"
3.19,NOW,"SERVICENOW INC",B80NXX8,550.95,"35,256.00","19,424,293.20"
3.17,NFLX,"NETFLIX INC",2857817,403.54,"47,858.00","19,312,617.32"
3.11,ACN,"ACCENTURE PLC-CL A",B4BNMY3,292.04,"64,880.00","18,947,555.20"
3.10,AMZN,"AMAZON.COM INC",2000019,119.57,"157,541.00","18,837,177.37"
3.05,NVDA,"NVIDIA CORP",2379504,403.26,"46,049.00","18,569,719.74"
3.02,"005930 KS","SAMSUNG ELECTRON",6771720,49.05,"374,150.00","18,350,531.27"
3.01,BABA,"ALIBABA GRP-ADR",BP41ZD1,82.51,"222,147.00","18,329,348.97"
2.93,AAPL,"APPLE INC",2046251,166.89,"106,909.00","17,842,043.01"
2.90,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,36.77,"479,843.00","17,644,038.46"
2.90,CRM,"SALESFORCE INC",2310525,196.25,"89,865.00","17,636,006.25"
2.87,ORCL,"ORACLE CORP",2661568,100.40,"174,125.00","17,482,150.00"
2.85,QCOM,"QUALCOMM INC",2714923,105.62,"164,355.00","17,359,175.10"
2.66,TSLA,"TESLA INC",B616C79,205.76,"78,766.00","16,206,892.16"
2.55,"SIE GR","SIEMENS AG-REG",5727973,127.78,"121,610.00","15,539,411.70"
1.97,UBER,"UBER TECHNOLOGIES INC",BK6N347,40.62,"295,074.00","11,985,905.88"
1.88,"3690 HK","MEITUAN-CLASS B",BGJW376,14.04,"814,315.00","11,431,539.60"
