"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 02/02/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.64,META,"META PLATFORMS INC",B7TL820,474.99,"85,528.00","40,624,944.72"
3.38,NFLX,"NETFLIX INC",2857817,564.64,"66,935.00","37,794,178.40"
3.26,NVDA,"NVIDIA CORP",2379504,661.60,"55,024.00","36,403,878.40"
3.25,AMZN,"AMAZON.COM INC",2000019,171.81,"211,129.00","36,274,073.49"
3.15,IBM,IBM,2005973,185.79,"189,409.00","35,190,298.11"
3.13,ADBE,"ADOBE INC",2008154,634.76,"55,166.00","35,017,170.16"
3.06,NOW,"SERVICENOW INC",B80NXX8,781.30,"43,733.00","34,168,592.90"
3.05,ORCL,"ORACLE CORP",2661568,115.79,"294,567.00","34,107,912.93"
3.04,CRM,"SALESFORCE INC",2310525,285.66,"119,009.00","33,996,110.94"
3.04,MSFT,"MICROSOFT CORP",2588173,411.22,"82,583.00","33,959,781.26"
3.03,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,35.73,"948,043.00","33,872,100.64"
2.98,"005930 KS","SAMSUNG ELECTRON",6771720,56.86,"586,424.00","33,342,722.52"
2.97,ACN,"ACCENTURE PLC-CL A",B4BNMY3,372.95,"89,066.00","33,217,164.70"
2.94,AVGO,"BROADCOM INC",BDZ78H9,"1,224.34","26,866.00","32,893,118.44"
2.87,GOOGL,"ALPHABET INC-CL A",BYVY8G0,142.38,"224,887.00","32,019,411.06"
2.86,BABA,"ALIBABA GRP-ADR",BP41ZD1,71.85,"444,973.00","31,971,310.05"
2.86,CSCO,"CISCO SYSTEMS INC",2198163,50.18,"636,321.00","31,930,587.78"
2.81,AAPL,"APPLE INC",2046251,185.85,"168,754.00","31,362,930.90"
2.72,QCOM,"QUALCOMM INC",2714923,141.69,"214,552.00","30,399,872.88"
2.65,TSLA,"TESLA INC",B616C79,187.91,"157,439.00","29,584,362.49"
2.58,INTC,"INTEL CORP",2463247,42.60,"676,453.00","28,816,897.80"
2.49,"SIE GR","SIEMENS AG-REG",5727973,180.03,"154,609.00","27,833,795.24"
2.40,UBER,"UBER TECHNOLOGIES INC",BK6N347,68.07,"394,528.00","26,855,520.96"
1.73,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,82.93,"232,494.00","19,280,727.42"
1.65,MU,"MICRON TECHNOLOGY INC",2588184,86.48,"212,540.00","18,380,459.20"
1.45,SNPS,"SYNOPSYS INC",2867719,552.05,"29,317.00","16,184,449.85"
1.38,CDNS,"CADENCE DESIGN SYS INC",2302232,296.55,"52,045.00","15,433,944.75"
1.28,"000660 KS","SK HYNIX INC",6450267,102.00,"139,666.00","14,245,382.88"
1.18,TRI,"THOMSON REUTERS CORP",BNBXPB4,151.01,"87,032.00","13,142,702.32"
1.06,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,294.74,"40,263.00","11,867,116.62"
0.95,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,214.99,"49,566.00","10,656,194.34"
0.88,FTNT,"FORTINET INC",B5B2106,66.44,"147,673.00","9,811,394.12"
0.82,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,36.30,"252,055.00","9,149,671.37"
0.78,"3690 HK","MEITUAN-CLASS B",BGJW376,8.09,"1,083,515.00","8,763,612.20"
0.69,DDOG,"DATADOG INC - CLASS A",BKT9Y49,134.31,"57,499.00","7,722,690.69"
0.66,"EXPN LN","EXPERIAN PLC",B19NLV4,41.82,"177,341.00","7,416,425.09"
0.64,"WKL NA","WOLTERS KLUWER",5671519,149.61,"47,968.00","7,176,416.96"
0.62,ZS,"ZSCALER INC",BZ00V34,244.00,"28,490.00","6,951,560.00"
0.58,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,73.91,"87,467.00","6,464,685.97"
0.55,SMCI,"SUPER MICRO COMPUTER INC",B1VQR35,579.63,"10,671.00","6,185,231.73"
0.54,"6702 JP","FUJITSU LIMITED",6356945,150.67,"39,902.00","6,012,077.16"
0.53,TTD,"TRADE DESK INC-A",BD8FDD1,70.00,"84,683.00","5,927,810.00"
0.53,ROK,"ROCKWELL AUTOMATION INC",2754060,268.01,"21,988.00","5,893,003.88"
0.50,BIDU,"BAIDU INC - SPON ADR",B0FXT17,102.79,"53,819.00","5,532,055.01"
0.47,"6954 JP","FANUC CORP",6356934,27.20,"193,345.00","5,259,057.02"
0.44,SPLK,"SPLUNK INC",B424494,153.39,"32,320.00","4,957,564.80"
0.41,SNAP,"SNAP INC - A",BD8DJ71,17.05,"267,178.00","4,555,384.90"
0.37,EBAY,"EBAY INC",2293819,41.94,"97,934.00","4,107,351.96"
0.35,CLS,"CELESTICA INC",2262659,36.07,"107,635.00","3,882,394.45"
