"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 07/12/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
5.59,NVDA,"NVIDIA CORP",2379504,129.24,"962,467.00","124,389,235.08"
3.79,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,50.85,"1,658,643.00","84,340,660.27"
3.59,AVGO,"BROADCOM INC",BDZ78H9,170.07,"470,350.00","79,991,013.45"
3.41,QCOM,"QUALCOMM INC",2714923,202.43,"374,880.00","75,886,958.40"
3.41,NFLX,"NETFLIX INC",2857817,647.60,"117,149.00","75,865,692.40"
3.36,META,"META PLATFORMS INC",B7TL820,498.87,"149,806.00","74,733,719.22"
3.35,ORCL,"ORACLE CORP",2661568,144.77,"514,434.00","74,474,610.18"
3.26,GOOGL,"ALPHABET INC-CL A",BYVY8G0,185.07,"391,724.00","72,496,360.68"
3.22,AMZN,"AMAZON.COM INC",2000019,194.49,"368,831.00","71,733,941.19"
3.08,TSLA,"TESLA INC",B616C79,248.23,"275,791.00","68,459,599.93"
3.06,AAPL,"APPLE INC",2046251,230.54,"295,134.00","68,040,192.36"
2.94,MSFT,"MICROSOFT CORP",2588173,453.55,"144,452.00","65,516,204.60"
2.81,"005930 KS","SAMSUNG ELECTRON",6771720,61.19,"1,020,597.00","62,446,271.42"
2.78,BABA,"ALIBABA GRP-ADR",BP41ZD1,79.65,"777,973.00","61,965,549.45"
2.72,IBM,IBM,2005973,182.83,"331,226.00","60,558,049.58"
2.62,NOW,"SERVICENOW INC",B80NXX8,758.49,"76,888.00","58,318,779.12"
2.44,"SIE GR","SIEMENS AG-REG",5727973,200.91,"269,758.00","54,197,040.55"
2.42,ADBE,"ADOBE INC",2008154,559.05,"96,435.00","53,911,986.75"
2.38,CRM,"SALESFORCE INC",2310525,253.97,"208,340.00","52,912,109.80"
2.37,CSCO,"CISCO SYSTEMS INC",2198163,47.38,"1,111,857.00","52,679,784.66"
2.24,UBER,"UBER TECHNOLOGIES INC",BK6N347,72.43,"689,503.00","49,940,702.29"
2.23,MU,"MICRON TECHNOLOGY INC",2588184,133.55,"370,735.00","49,511,659.25"
2.18,ACN,"ACCENTURE PLC-CL A",B4BNMY3,310.63,"155,953.00","48,443,680.39"
1.85,"000660 KS","SK HYNIX INC",6450267,168.91,"243,710.00","41,166,035.96"
1.83,INTC,"INTEL CORP",2463247,34.49,"1,177,358.00","40,607,077.42"
1.41,SNPS,"SYNOPSYS INC",2867719,614.05,"51,204.00","31,441,816.20"
1.33,"3690 HK","MEITUAN-CLASS B",BGJW376,15.60,"1,893,915.00","29,546,180.16"
1.29,CDNS,"CADENCE DESIGN SYS INC",2302232,315.67,"90,786.00","28,658,416.62"
1.18,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,64.89,"404,081.00","26,220,816.09"
1.13,TRI,"THOMSON REUTERS CORP",BNBXPB4,165.06,"152,902.00","25,238,004.12"
1.08,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,280.19,"85,907.00","24,070,282.33"
0.77,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,39.37,"437,843.00","17,236,578.18"
0.76,SMCI,"SUPER MICRO COMPUTER INC",B1VQR35,909.96,"18,486.00","16,821,520.56"
