"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 08/28/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.31,IBM,IBM,2005973,198.46,"348,915.00","69,245,670.90"
3.30,CSCO,"CISCO SYSTEMS INC",2198163,49.85,"1,385,590.00","69,071,661.50"
3.26,NFLX,"NETFLIX INC",2857817,683.84,"99,916.00","68,326,557.44"
3.26,NOW,"SERVICENOW INC",B80NXX8,814.11,"83,908.00","68,310,341.88"
3.24,META,"META PLATFORMS INC",B7TL820,516.78,"131,436.00","67,923,496.08"
3.21,BABA,"ALIBABA GRP-ADR",BP41ZD1,79.62,"844,106.00","67,207,719.72"
3.15,ADBE,"ADOBE INC",2008154,560.54,"117,674.00","65,960,983.96"
3.14,NVDA,"NVIDIA CORP",2379504,125.61,"523,989.00","65,818,258.29"
3.14,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,47.98,"1,371,043.00","65,776,595.63"
3.13,ACN,"ACCENTURE PLC-CL A",B4BNMY3,337.39,"194,474.00","65,613,582.86"
3.10,CRM,"SALESFORCE INC",2310525,258.90,"250,844.00","64,943,511.60"
3.09,AAPL,"APPLE INC",2046251,226.49,"285,501.00","64,663,121.49"
2.96,AVGO,"BROADCOM INC",BDZ78H9,158.18,"392,238.00","62,044,206.84"
2.95,ORCL,"ORACLE CORP",2661568,137.88,"448,884.00","61,892,125.92"
2.89,"005930 KS","SAMSUNG ELECTRON",6771720,57.06,"1,061,280.00","60,553,989.54"
2.83,MSFT,"MICROSOFT CORP",2588173,410.60,"144,398.00","59,289,818.80"
2.81,AMZN,"AMAZON.COM INC",2000019,170.80,"344,606.00","58,858,704.80"
2.75,GOOGL,"ALPHABET INC-CL A",BYVY8G0,162.85,"353,335.00","57,540,604.75"
2.73,QCOM,"QUALCOMM INC",2714923,171.85,"332,234.00","57,094,412.90"
2.56,TSLA,"TESLA INC",B616C79,205.75,"260,734.00","53,646,020.50"
2.55,UBER,"UBER TECHNOLOGIES INC",BK6N347,71.85,"743,036.00","53,387,136.60"
2.55,"SIE GR","SIEMENS AG-REG",5727973,187.23,"284,869.00","53,335,852.26"
1.79,MU,"MICRON TECHNOLOGY INC",2588184,94.86,"394,319.00","37,405,100.34"
1.65,"000660 KS","SK HYNIX INC",6450267,133.91,"258,831.00","34,658,997.98"
1.49,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,72.53,"430,083.00","31,193,919.99"
