"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 11/11/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.89,TSLA,"TESLA INC",B616C79,350.00,"267,356.00","93,574,600.00"
3.71,NOW,"SERVICENOW INC",B80NXX8,"1,036.01","86,064.00","89,163,164.64"
3.66,CRM,"SALESFORCE INC",2310525,341.73,"257,312.00","87,931,229.76"
3.62,ORCL,"ORACLE CORP",2661568,189.13,"460,280.00","87,052,756.40"
3.46,CSCO,"CISCO SYSTEMS INC",2198163,58.63,"1,421,010.00","83,313,816.30"
3.43,BABA,"ALIBABA GRP-ADR",BP41ZD1,95.42,"865,666.00","82,601,849.72"
3.43,NFLX,"NETFLIX INC",2857817,805.44,"102,534.00","82,584,984.96"
3.27,META,"META PLATFORMS INC",B7TL820,583.17,"134,824.00","78,625,312.08"
3.24,NVDA,"NVIDIA CORP",2379504,145.26,"537,387.00","78,060,835.62"
3.15,IBM,IBM,2005973,211.90,"357,847.00","75,827,779.30"
3.10,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,53.14,"1,401,843.00","74,490,937.19"
3.04,AMZN,"AMAZON.COM INC",2000019,206.84,"353,384.00","73,093,946.56"
2.99,AVGO,"BROADCOM INC",BDZ78H9,178.91,"402,248.00","71,966,189.68"
2.96,ACN,"ACCENTURE PLC-CL A",B4BNMY3,357.30,"199,402.00","71,246,334.60"
2.73,AAPL,"APPLE INC",2046251,224.23,"292,739.00","65,640,865.97"
2.72,GOOGL,"ALPHABET INC-CL A",BYVY8G0,180.35,"362,421.00","65,362,627.35"
2.57,MSFT,"MICROSOFT CORP",2588173,418.01,"148,094.00","61,904,772.94"
2.53,ADBE,"ADOBE INC",2008154,504.48,"120,600.00","60,840,288.00"
2.40,"SIE GR","SIEMENS AG-REG",5727973,197.88,"292,107.00","57,803,059.05"
2.38,QCOM,"QUALCOMM INC",2714923,168.29,"340,704.00","57,337,076.16"
2.27,UBER,"UBER TECHNOLOGIES INC",BK6N347,71.65,"761,978.00","54,595,723.70"
2.00,"3690 HK","MEITUAN-CLASS B",BGJW376,23.87,"2,014,615.00","48,085,460.91"
1.83,MU,"MICRON TECHNOLOGY INC",2588184,108.65,"404,329.00","43,930,345.85"
1.78,"005930 KS","SAMSUNG ELECTRON",6771720,39.44,"1,088,384.00","42,920,427.33"
1.65,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,89.99,"441,017.00","39,687,119.83"
1.62,INTC,"INTEL CORP",2463247,25.05,"1,552,426.00","38,888,271.30"
1.52,"000660 KS","SK HYNIX INC",6450267,138.09,"265,453.00","36,657,523.34"
1.29,SNPS,"SYNOPSYS INC",2867719,556.26,"55,755.00","31,014,276.30"
1.24,CDNS,"CADENCE DESIGN SYS INC",2302232,300.90,"99,250.00","29,864,325.00"
1.16,TRI,"THOMSON REUTERS CORP",BNBXPB4,169.35,"164,342.00","27,831,317.70"
1.12,FTNT,"FORTINET INC",B5B2106,97.18,"277,154.00","26,933,825.72"
0.88,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,227.04,"93,234.00","21,167,847.36"
