"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 12/21/2023",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.84,INTC,"INTEL CORP",2463247,47.08,"728,259.00","34,286,433.72"
3.34,NOW,"SERVICENOW INC",B80NXX8,700.76,"42,577.00","29,836,258.52"
3.34,META,"META PLATFORMS INC",B7TL820,354.09,"84,185.00","29,809,066.65"
3.29,AMZN,"AMAZON.COM INC",2000019,153.84,"190,571.00","29,317,442.64"
3.25,CRM,"SALESFORCE INC",2310525,267.25,"108,561.00","29,012,927.25"
3.25,GOOGL,"ALPHABET INC-CL A",BYVY8G0,140.42,"206,439.00","28,988,164.38"
3.21,IBM,IBM,2005973,160.78,"178,080.00","28,631,702.40"
3.21,ADBE,"ADOBE INC",2008154,600.14,"47,642.00","28,591,869.88"
3.19,NFLX,"NETFLIX INC",2857817,491.61,"57,949.00","28,488,307.89"
3.17,QCOM,"QUALCOMM INC",2714923,142.44,"198,648.00","28,295,421.12"
3.08,ACN,"ACCENTURE PLC-CL A",B4BNMY3,348.75,"78,688.00","27,442,440.00"
3.07,NVDA,"NVIDIA CORP",2379504,489.90,"55,898.00","27,384,430.20"
3.05,"SIE GR","SIEMENS AG-REG",5727973,185.16,"147,048.00","27,227,280.46"
3.02,MSFT,"MICROSOFT CORP",2588173,373.54,"72,068.00","26,920,280.72"
2.91,"005930 KS","SAMSUNG ELECTRON",6771720,57.46,"452,312.00","25,991,954.95"
2.82,AAPL,"APPLE INC",2046251,194.68,"129,085.00","25,130,267.80"
2.72,TSLA,"TESLA INC",B616C79,254.50,"95,278.00","24,248,251.00"
2.62,CSCO,"CISCO SYSTEMS INC",2198163,49.70,"470,765.00","23,397,020.50"
2.61,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,40.03,"581,543.00","23,277,208.35"
2.50,ORCL,"ORACLE CORP",2661568,105.86,"210,579.00","22,291,892.94"
2.45,UBER,"UBER TECHNOLOGIES INC",BK6N347,61.46,"356,082.00","21,884,799.72"
2.30,BABA,"ALIBABA GRP-ADR",BP41ZD1,76.26,"268,785.00","20,497,544.10"
1.80,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,76.14,"211,347.00","16,091,960.58"
1.68,SNPS,"SYNOPSYS INC",2867719,559.96,"26,800.00","15,006,928.00"
1.54,"000660 KS","SK HYNIX INC",6450267,107.65,"127,984.00","13,777,536.68"
1.48,CDNS,"CADENCE DESIGN SYS INC",2302232,275.57,"47,925.00","13,206,692.25"
1.28,TRI,"THOMSON REUTERS CORP",BNBXPB4,142.72,"79,918.00","11,405,896.96"
1.18,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,229.25,"45,761.00","10,490,709.25"
1.13,"3690 HK","MEITUAN-CLASS B",BGJW376,10.21,"991,715.00","10,120,577.42"
1.11,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,272.90,"36,220.00","9,884,438.00"
