"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 03/20/2025",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
4.51,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,66.84,"2,018,843.00","134,931,515.68"
4.26,BABA,"ALIBABA GRP-ADR",BP41ZD1,136.91,"931,665.00","127,554,255.15"
3.58,"005930 KS","SAMSUNG ELECTRON",6771720,41.26,"2,594,139.00","107,044,463.50"
3.15,CSCO,"CISCO SYSTEMS INC",2198163,60.62,"1,557,643.00","94,424,318.66"
3.12,NFLX,"NETFLIX INC",2857817,950.84,"98,123.00","93,299,273.32"
3.10,AAPL,"APPLE INC",2046251,214.10,"433,537.00","92,820,271.70"
2.98,META,"META PLATFORMS INC",B7TL820,586.00,"152,134.00","89,150,524.00"
2.94,IBM,IBM,2005973,243.32,"362,235.00","88,139,020.20"
2.80,MSFT,"MICROSOFT CORP",2588173,386.84,"216,689.00","83,823,972.76"
2.70,CRM,"SALESFORCE INC",2310525,279.03,"289,899.00","80,890,517.97"
2.68,ACN,"ACCENTURE PLC-CL A",B4BNMY3,300.91,"267,019.00","80,348,687.29"
2.68,AMZN,"AMAZON.COM INC",2000019,194.95,"411,697.00","80,260,330.15"
2.66,"SIE GR","SIEMENS AG-REG",5727973,254.31,"313,649.00","79,763,760.07"
2.66,GOOGL,"ALPHABET INC-CL A",BYVY8G0,162.80,"489,669.00","79,718,113.20"
2.65,ORCL,"ORACLE CORP",2661568,152.72,"519,980.00","79,411,345.60"
2.61,NVDA,"NVIDIA CORP",2379504,118.53,"658,181.00","78,014,193.93"
2.57,AVGO,"BROADCOM INC",BDZ78H9,190.54,"403,381.00","76,860,215.74"
2.56,TSM,"TAIWAN SEMIC-ADR",2113382,177.47,"431,809.00","76,633,143.23"
2.49,PLTR,"PALANTIR TECHN-A",BN78DQ4,87.39,"853,795.00","74,613,145.05"
2.36,NOW,"SERVICENOW INC",B80NXX8,824.12,"85,587.00","70,533,958.44"
2.30,QCOM,"QUALCOMM INC",2714923,157.95,"434,999.00","68,708,092.05"
2.27,AMD,"ADVANCED MICRO DEVICES",2007849,107.14,"635,170.00","68,052,113.80"
2.22,ADBE,"ADOBE INC",2008154,389.61,"170,744.00","66,523,569.84"
2.05,UBER,"UBER TECHNOLOGIES INC",BK6N347,74.35,"824,097.00","61,271,611.95"
1.86,TSLA,"TESLA INC",B616C79,236.26,"235,237.00","55,577,093.62"
1.62,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,101.85,"474,738.00","48,352,065.30"
1.57,"3690 HK","MEITUAN-CLASS B",BGJW376,21.63,"2,169,515.00","46,919,748.03"
1.50,MU,"MICRON TECHNOLOGY INC",2588184,103.00,"435,878.00","44,895,434.00"
1.37,"000660 KS","SK HYNIX INC",6450267,143.94,"284,931.00","41,014,127.08"
1.35,INTC,"INTEL CORP",2463247,23.96,"1,686,940.00","40,419,082.40"
1.20,APP,"APPLOVIN CORP-CLASS A",BMV3LG4,306.74,"117,023.00","35,895,635.02"
1.00,TRI,"THOMSON REUTERS CORP",BNBXPB4,170.09,"175,792.00","29,900,461.28"
0.99,FTNT,"FORTINET INC",B5B2106,98.45,"299,828.00","29,518,066.60"
0.93,CDNS,"CADENCE DESIGN SYS INC",2302232,258.50,"107,568.00","27,806,328.00"
0.91,SNPS,"SYNOPSYS INC",2867719,449.99,"60,700.00","27,314,393.00"
0.80,MRVL,"MARVELL TECHNOLOGY INC",BNKJSM5,70.49,"338,673.00","23,873,059.77"
