"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 07/11/2023",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
5.32,NVDA,"NVIDIA CORP",2379504,424.05,"51,375.00","21,785,568.75"
5.02,META,"META PLATFORMS INC",B7TL820,298.29,"68,878.00","20,545,618.62"
4.52,TSLA,"TESLA INC",B616C79,269.79,"68,664.00","18,524,860.56"
3.41,CRM,"SALESFORCE INC",2310525,221.17,"63,205.00","13,979,049.85"
3.33,ADBE,"ADOBE INC",2008154,504.74,"27,038.00","13,647,160.12"
3.31,MSFT,"MICROSOFT CORP",2588173,332.47,"40,724.00","13,539,508.28"
3.22,AAPL,"APPLE INC",2046251,188.08,"70,062.00","13,177,260.96"
3.17,AMZN,"AMAZON.COM INC",2000019,128.78,"100,950.00","13,000,341.00"
3.11,ORCL,"ORACLE CORP",2661568,114.88,"110,998.00","12,751,450.24"
2.97,NFLX,"NETFLIX INC",2857817,440.21,"27,638.00","12,166,523.98"
2.83,GOOGL,"ALPHABET INC-CL A",BYVY8G0,117.14,"98,988.00","11,595,454.32"
2.66,ACN,"ACCENTURE PLC-CL A",B4BNMY3,308.60,"35,349.00","10,908,701.40"
2.66,"005930 KS","SAMSUNG ELECTRON",6771720,55.27,"197,258.00","10,901,601.55"
2.66,INTC,"INTEL CORP",2463247,33.30,"326,793.00","10,882,206.90"
2.64,CSCO,"CISCO SYSTEMS INC",2198163,52.12,"207,574.00","10,818,756.88"
2.47,NOW,"SERVICENOW INC",B80NXX8,561.44,"18,034.00","10,125,008.96"
2.46,"SIE GR","SIEMENS AG-REG",5727973,160.44,"62,927.00","10,095,928.54"
2.29,IBM,IBM,2005973,134.44,"69,633.00","9,361,460.52"
2.15,QCOM,"QUALCOMM INC",2714923,116.87,"75,387.00","8,810,478.69"
2.00,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,42.64,"191,943.00","8,184,742.48"
1.93,UBER,"UBER TECHNOLOGIES INC",BK6N347,44.36,"178,050.00","7,898,298.00"
1.85,BABA,"ALIBABA GRP-ADR",BP41ZD1,91.79,"82,633.00","7,584,883.07"
1.72,"3690 HK","MEITUAN-CLASS B",BGJW376,15.58,"452,715.00","7,055,554.07"
1.45,SNPS,"SYNOPSYS INC",2867719,438.70,"13,575.00","5,955,352.50"
1.40,"000660 KS","SK HYNIX INC",6450267,87.65,"65,490.00","5,740,340.87"
1.39,CDNS,"CADENCE DESIGN SYS INC",2302232,231.87,"24,465.00","5,672,699.55"
1.38,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,63.15,"89,229.00","5,634,811.35"
1.30,TRI,"THOMSON REUTERS CORP",BNBXPB4,130.26,"40,837.78","5,319,528.77"
1.19,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,210.95,"23,105.00","4,873,999.75"
1.14,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,40.06,"116,852.00","4,681,117.73"
0.97,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,221.71,"17,987.00","3,987,897.77"
0.97,"STMMI IM","STMICROELECTRONICS NV",5962343,48.77,"81,679.00","3,983,498.51"
0.88,BIDU,"BAIDU INC - SPON ADR",B0FXT17,143.33,"25,017.00","3,585,686.61"
0.88,SMCI,"SUPER MICRO COMPUTER INC",B1VQR35,270.95,"13,224.00","3,583,042.80"
0.85,ROK,"ROCKWELL AUTOMATION INC",2754060,338.14,"10,235.00","3,460,862.90"
0.80,TTD,"TRADE DESK INC-A",BD8FDD1,82.69,"39,551.00","3,270,472.19"
0.75,"6954 JP","FANUC CORP",6356934,33.91,"90,688.00","3,075,065.85"
0.74,IONQ,"IONQ INC",BP484B3,13.86,"219,088.00","3,036,559.68"
0.74,"EXPN LN","EXPERIAN PLC",B19NLV4,36.72,"81,957.00","3,009,293.36"
0.68,"WKL NA","WOLTERS KLUWER",5671519,119.74,"23,246.00","2,783,500.79"
0.67,DDOG,"DATADOG INC - CLASS A",BKT9Y49,104.98,"26,194.00","2,749,846.12"
0.62,,CASH,,1.00,"2,552,612.55","2,552,612.55"
0.59,"6702 JP","FUJITSU LIMITED",6356945,128.76,"18,789.00","2,419,193.15"
0.55,EBAY,"EBAY INC",2293819,46.90,"48,299.00","2,265,223.10"
0.48,HPE,"HEWLETT PACKA",BYVYWS0,17.33,"114,105.00","1,977,439.65"
0.46,ZS,"ZSCALER INC",BZ00V34,147.39,"12,844.00","1,893,077.16"
0.46,"3443 TT","GLOBAL UNICHIP CORP",B056381,50.59,"37,200.00","1,881,996.20"
0.45,"3661 TT","ALCHIP TECHNOLOGIES LTD",B4TPSL0,58.73,"31,690.00","1,861,172.38"
0.39,TDC,"TERADATA CORP",B247H10,54.96,"29,150.00","1,602,084.00"
0.38,HUBB,"HUBBELL INC",BDFG6S3,332.87,"4,640.00","1,544,516.80"
0.38,SNAP,"SNAP INC - A",BD8DJ71,12.74,"121,206.00","1,544,164.44"
0.37,SPLK,"SPLUNK INC",B424494,104.92,"14,596.00","1,531,412.32"
0.37,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,5.52,"274,390.00","1,514,632.80"
0.37,"XRO AU","XERO LTD",B8P4LP4,79.19,"19,020.00","1,506,168.73"
0.35,"6701 JP","NEC CORP",6640400,48.25,"29,268.00","1,412,248.91"
0.34,ZBRA,"ZEBRA TECH CORP",2989356,309.16,"4,461.00","1,379,162.76"
0.33,PEGA,"PEGASYSTEMS INC",2675860,54.81,"24,989.00","1,369,647.09"
0.33,BAH,"BOOZ ALLEN HAMIL",B5367T7,113.72,"11,715.00","1,332,229.80"
0.32,"3665 TT","BIZLINK HOLDING INC",B5SG8Y4,10.13,"129,613.00","1,313,526.47"
0.31,"6502 JP","TOSHIBA CORP",6897217,32.07,"39,314.00","1,260,933.33"
0.31,"2353 TT","ACER INC",6005850,1.06,"1,187,200.00","1,259,975.42"
0.30,PCOR,"PROCORE TECHNOLOGIES INC",BLH11J8,68.99,"17,652.00","1,217,811.48"
0.29,"2395 TT","ADVANTECH CO LTD",6202673,12.10,"99,716.44","1,206,292.17"
0.29,VSAT,"VIASAT INC",2946243,43.71,"27,522.00","1,202,986.62"
0.29,CCCS,"CCC INTELLIGENT",BP4CXL8,10.65,"112,324.00","1,196,250.60"
0.29,PATH,"UIPATH INC - CLASS A",BMD02L5,17.69,"67,243.00","1,189,528.67"
0.29,"AMP IM","AMPLIFON SPA",B14NJ71,33.45,"35,066.00","1,173,131.67"
0.28,CYBR,"CYBERARK SOFTWAR",BQT3XY6,157.82,"7,278.00","1,148,613.96"
0.28,"TEMN SW","TEMENOS AG - REG",7147892,78.81,"14,537.00","1,145,624.03"
0.28,TWLO,"TWILIO INC - A",BD6P5Q0,65.33,"17,516.00","1,144,320.28"
0.27,STX,"SEAGATE TECHNOLO",BKVD2N4,61.06,"18,360.00","1,121,061.60"
0.27,STNE,"STONECO LTD-A",BGKG6M3,11.39,"97,623.00","1,111,925.97"
0.27,"5803 JP","FUJIKURA LTD",6356707,8.29,"133,305.00","1,104,910.41"
0.27,FRSH,"FRESHWORKS INC-CL A",BPF0BB7,17.09,"64,441.00","1,101,296.69"
0.26,INFA,"INFORMATICA INC - CLASS A",BMG95P4,18.19,"58,104.00","1,056,911.76"
0.26,CGNX,"COGNEX CORP",2208288,55.83,"18,795.00","1,049,324.85"
0.25,OKTA,"OKTA INC",BDFZSP1,70.59,"14,441.00","1,019,390.19"
0.23,VRNT,"VERINT SYSTEMS INC",2849193,35.89,"26,356.00","945,916.84"
0.23,SMAR,"SMARTSHEET INC-CLASS A",BFZND98,40.74,"23,141.00","942,764.34"
0.23,DXC,"DXC TECHNOLOGY CO",BYXD7B3,27.57,"33,641.00","927,482.37"
0.22,AMBA,"AMBARELLA INC",B7KH3G6,80.69,"11,036.00","890,494.84"
0.22,ENV,"ENVESTNET INC",B474ZK7,60.58,"14,684.00","889,556.72"
0.21,WIX,"WIX.COM LTD",BFZCHN7,78.08,"11,128.00","868,874.24"
0.21,"TIETO FH","TIETOEVRY OYJ",5479702,26.44,"32,208.00","851,677.67"
0.19,G,"GENPACT LTD",B23DBK6,38.24,"20,445.00","781,816.80"
0.15,BZ,"KANZHUN LTD - ADR",BM91SH0,15.60,"39,321.00","613,407.60"
0.00,,"KOREAN WON",,0.00,-4.00,0.00
0.00,,"JAPANESE YEN",,0.01,-3.00,-0.02
0.00,,EURO,,1.10,-332.77,-365.73
0.00,,"CANADIAN DOLLAR",,0.75,-486.69,-366.83
0.00,,"TAIWAN DOLLAR",,0.03,"-18,037.42",-575.73
-0.33,,"OTHER PAYABLE & RECEIVABLES",,1.00,"-1,368,140.45","-1,368,140.45"
"The information contained herein may not be reproduced, redistributed or used to create any derivative works.",,,,,,
