"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 07/07/2025",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.74,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,63.95,"2,219,443.00","141,932,163.39"
3.67,NFLX,"NETFLIX INC",2857817,"1,289.62","108,148.00","139,469,823.76"
3.51,ORCL,"ORACLE CORP",2661568,232.26,"573,517.00","133,205,058.42"
3.45,PLTR,"PALANTIR TECHN-A",BN78DQ4,139.12,"941,792.00","131,022,103.04"
3.40,"005930 KS","SAMSUNG ELECTRON",6771720,45.10,"2,860,879.00","129,027,619.09"
3.21,AVGO,"BROADCOM INC",BDZ78H9,274.18,"444,885.00","121,978,569.30"
3.17,META,"META PLATFORMS INC",B7TL820,718.35,"167,733.00","120,491,000.55"
3.13,MSFT,"MICROSOFT CORP",2588173,497.72,"238,916.00","118,913,271.52"
3.12,CSCO,"CISCO SYSTEMS INC",2198163,68.93,"1,717,845.00","118,411,055.85"
3.08,IBM,IBM,2005973,292.47,"399,523.00","116,848,491.81"
3.03,NVDA,"NVIDIA CORP",2379504,158.24,"725,893.00","114,865,308.32"
2.88,BABA,"ALIBABA GRP-ADR",BP41ZD1,106.27,"1,027,504.00","109,192,850.08"
2.88,TSM,"TAIWAN SEMIC-ADR",2113382,229.17,"476,295.00","109,152,525.15"
2.67,AMZN,"AMAZON.COM INC",2000019,223.47,"454,023.00","101,460,519.81"
2.64,AAPL,"APPLE INC",2046251,209.95,"478,131.00","100,383,603.45"
2.57,NOW,"SERVICENOW INC",B80NXX8,"1,035.01","94,332.00","97,634,563.32"
2.52,GOOGL,"ALPHABET INC-CL A",BYVY8G0,176.79,"540,030.00","95,471,903.70"
2.49,AMD,"ADVANCED MICRO DEVICES",2007849,134.80,"700,537.00","94,432,387.60"
2.33,"SIE GR","SIEMENS AG-REG",5727973,256.31,"345,449.00","88,541,834.90"
2.33,ACN,"ACCENTURE PLC-CL A",B4BNMY3,300.54,"294,507.00","88,511,133.78"
2.32,UBER,"UBER TECHNOLOGIES INC",BK6N347,96.68,"909,169.00","87,898,458.92"
2.27,CRM,"SALESFORCE INC",2310525,269.80,"319,264.00","86,137,427.20"
2.01,TSLA,"TESLA INC",B616C79,293.94,"259,087.00","76,156,032.78"
2.00,QCOM,"QUALCOMM INC",2714923,158.09,"479,803.00","75,852,056.27"
1.87,ADBE,"ADOBE INC",2008154,376.93,"187,869.00","70,813,462.17"
1.64,"000660 KS","SK HYNIX INC",6450267,198.09,"314,423.00","62,284,735.94"
1.61,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,116.66,"523,745.00","61,100,091.70"
1.52,MU,"MICRON TECHNOLOGY INC",2588184,119.92,"481,034.00","57,685,597.28"
1.17,APP,"APPLOVIN CORP-CLASS A",BMV3LG4,345.00,"128,948.00","44,487,060.00"
1.08,INTC,"INTEL CORP",2463247,22.00,"1,856,275.00","40,838,050.00"
1.03,TRI,"THOMSON REUTERS CORP",BNBXPB4,201.14,"194,062.00","39,033,630.68"
1.00,CDNS,"CADENCE DESIGN SYS INC",2302232,320.30,"118,203.00","37,860,420.90"
0.95,"3690 HK","MEITUAN-CLASS B",BGJW376,15.16,"2,389,515.00","36,223,451.74"
0.94,SNPS,"SYNOPSYS INC",2867719,536.52,"66,617.00","35,741,352.84"
0.93,FTNT,"FORTINET INC",B5B2106,106.65,"330,038.00","35,198,552.70"
0.85,SNOW,"SNOWFLAKE INC-CLASS A",BN134B7,225.79,"142,256.00","32,119,982.24"
0.70,MRVL,"MARVELL TECHNOLOGY INC",BNKJSM5,71.55,"372,858.00","26,677,989.90"
