"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 06/11/2025",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.96,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,65.99,"2,057,843.00","135,806,993.67"
3.61,NFLX,"NETFLIX INC",2857817,"1,219.88","101,320.00","123,598,241.60"
3.50,PLTR,"PALANTIR TECHN-A",BN78DQ4,136.39,"880,340.00","120,069,572.60"
3.40,"005930 KS","SAMSUNG ELECTRON",6771720,43.59,"2,674,247.00","116,559,263.12"
3.34,BABA,"ALIBABA GRP-ADR",BP41ZD1,119.38,"960,362.00","114,648,015.56"
3.18,META,"META PLATFORMS INC",B7TL820,694.14,"156,922.00","108,925,837.08"
3.08,MSFT,"MICROSOFT CORP",2588173,472.62,"223,553.00","105,655,618.86"
3.07,AVGO,"BROADCOM INC",BDZ78H9,252.91,"415,866.00","105,176,670.06"
3.07,IBM,IBM,2005973,281.52,"373,349.00","105,105,210.48"
3.01,CSCO,"CISCO SYSTEMS INC",2198163,64.19,"1,605,752.00","103,073,220.88"
2.83,NVDA,"NVIDIA CORP",2379504,142.83,"678,666.00","96,933,864.78"
2.77,TSM,"TAIWAN SEMIC-ADR",2113382,213.35,"445,000.00","94,939,867.57"
2.76,ORCL,"ORACLE CORP",2661568,176.38,"535,963.00","94,533,153.94"
2.64,AMZN,"AMAZON.COM INC",2000019,213.20,"424,435.00","90,489,542.00"
2.61,GOOGL,"ALPHABET INC-CL A",BYVY8G0,177.35,"504,752.00","89,517,767.20"
2.59,AAPL,"APPLE INC",2046251,198.78,"446,836.00","88,822,060.08"
2.58,NOW,"SERVICENOW INC",B80NXX8,"1,004.33","88,073.00","88,454,356.09"
2.56,ACN,"ACCENTURE PLC-CL A",B4BNMY3,319.22,"275,161.00","87,836,894.42"
2.37,"SIE GR","SIEMENS AG-REG",5727973,252.27,"322,689.00","81,404,968.82"
2.32,CRM,"SALESFORCE INC",2310525,265.91,"298,706.00","79,428,912.46"
2.31,AMD,"ADVANCED MICRO DEVICES",2007849,121.14,"655,017.00","79,348,759.38"
2.30,TSLA,"TESLA INC",B616C79,326.43,"242,017.00","79,001,609.31"
2.15,UBER,"UBER TECHNOLOGIES INC",BK6N347,86.58,"849,993.00","73,592,393.94"
2.12,ADBE,"ADOBE INC",2008154,412.84,"175,716.00","72,542,593.44"
2.09,QCOM,"QUALCOMM INC",2714923,159.48,"448,508.00","71,528,055.84"
1.63,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,114.13,"489,605.00","55,878,618.65"
1.52,MU,"MICRON TECHNOLOGY INC",2588184,116.03,"449,739.00","52,183,216.17"
1.50,"000660 KS","SK HYNIX INC",6450267,174.63,"293,939.00","51,331,848.94"
1.35,APP,"APPLOVIN CORP-CLASS A",BMV3LG4,383.43,"120,413.00","46,169,956.59"
1.20,"3690 HK","MEITUAN-CLASS B",BGJW376,18.32,"2,237,315.00","40,988,890.06"
1.05,INTC,"INTEL CORP",2463247,20.68,"1,735,078.00","35,881,413.04"
1.03,TRI,"THOMSON REUTERS CORP",BNBXPB4,194.79,"181,544.00","35,362,955.76"
0.99,CDNS,"CADENCE DESIGN SYS INC",2302232,307.20,"110,732.00","34,016,870.40"
0.92,FTNT,"FORTINET INC",B5B2106,102.02,"308,416.00","31,464,600.32"
0.91,SNPS,"SYNOPSYS INC",2867719,500.73,"62,508.00","31,299,630.84"
0.81,SNOW,"SNOWFLAKE INC-CLASS A",BN134B7,208.61,"133,152.00","27,776,838.72"
0.69,MRVL,"MARVELL TECHNOLOGY INC",BNKJSM5,68.24,"348,391.00","23,774,201.84"
0.65,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,217.41,"102,553.00","22,296,047.73"
0.64,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,41.84,"525,307.00","21,977,012.65"
0.63,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,251.36,"86,406.00","21,719,012.16"
0.58,"6702 JP","FUJITSU LIMITED",6356945,24.02,"830,989.00","19,964,164.98"
0.55,"EXPN LN","EXPERIAN PLC",B19NLV4,51.20,"368,934.00","18,890,491.69"
0.54,ZS,"ZSCALER INC",BZ00V34,299.86,"61,942.00","18,573,928.12"
0.49,QUBT,"QUANTUM COMPUTING INC",BFYDQ34,18.97,"891,681.00","16,915,188.57"
0.49,"WKL NA","WOLTERS KLUWER",5671519,174.59,"96,062.00","16,771,609.62"
0.49,STNE,"STONECO LTD-A",BGKG6M3,14.35,"1,159,728.00","16,642,096.80"
0.47,"6701 JP","NEC CORP",6640400,26.81,"598,085.00","16,033,188.11"
0.44,DDOG,"DATADOG INC - CLASS A",BKT9Y49,118.63,"126,304.00","14,983,443.52"
0.39,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,73.40,"183,882.00","13,496,938.80"
0.38,TTD,"TRADE DESK INC-A",BD8FDD1,72.37,"180,541.00","13,065,752.17"
0.37,SMCI,"SUPER MICRO COMPUTER INC",BRC3N73,43.21,"297,046.00","12,835,357.66"
0.34,STX,"SEAGATE TECHNOLO",BKVD2N4,126.49,"91,206.00","11,536,646.94"
0.33,OKTA,"OKTA INC",BDFZSP1,100.44,"112,788.00","11,328,426.72"
0.32,NICE,"NICE LTD - SPON ADR",2639736,178.32,"61,978.00","11,051,916.96"
0.32,CYBR,"CYBERARK SOFTWAR",BQT3XY6,395.59,"27,708.00","10,961,007.72"
0.31,"2353 TT","ACER INC",6005850,1.21,"8,759,000.00","10,629,747.76"
0.31,"6954 JP","FANUC CORP",6356934,26.47,"398,929.00","10,559,318.12"
0.31,BIDU,"BAIDU INC - SPON ADR",B0FXT17,87.55,"120,404.00","10,541,370.20"
0.31,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,8.44,"1,237,316.00","10,442,947.04"
0.30,TWLO,"TWILIO INC - A",BD6P5Q0,118.19,"87,788.00","10,375,663.72"
0.30,"2395 TT","ADVANTECH CO LTD",6202673,11.75,"861,657.00","10,125,618.42"
0.29,"TIETO FH","TIETOEVRY OYJ",5479702,18.44,"537,732.00","9,916,264.88"
0.29,"5803 JP","FUJIKURA LTD",6356707,46.13,"212,500.00","9,802,499.83"
0.28,"6526 JP","SOCIONEXT INC",BMTVX75,17.01,"572,153.00","9,733,436.33"
0.28,"4755 JP","RAKUTEN GROUP INC",6229597,5.74,"1,692,760.00","9,724,515.19"
0.28,INFA,"INFORMATICA INC - CLASS A",BMG95P4,24.08,"401,887.00","9,677,438.96"
0.28,HPE,"HEWLETT PACKA",BYVYWS0,18.22,"527,526.00","9,611,523.72"
0.28,G,"GENPACT LTD",B23DBK6,43.85,"215,393.00","9,444,983.05"
0.27,PATH,"UIPATH INC - CLASS A",BMD02L5,12.97,"719,927.00","9,337,453.19"
0.27,"3443 TT","GLOBAL UNICHIP CORP",B056381,38.95,"238,865.00","9,303,369.11"
0.27,PEGA,"PEGASYSTEMS INC",2675860,101.63,"91,000.00","9,248,330.00"
0.27,"TEMN SW","TEMENOS AG - REG",7147892,78.19,"116,753.00","9,129,450.81"
0.27,"6588 JP","TOSHIBA TEC CORP",6894887,19.96,"455,572.00","9,095,080.81"
0.26,"AMP IM","AMPLIFON SPA",B14NJ71,24.23,"365,640.00","8,858,758.28"
0.24,SNAP,"SNAP INC - A",BD8DJ71,8.57,"938,420.00","8,042,259.40"
0.23,CCCS,"CCC INTELLIGENT",BP4CXL8,9.08,"869,251.00","7,892,799.08"
0.22,DXC,"DXC TECHNOLOGY CO",BYXD7B3,15.97,"469,087.00","7,491,319.39"
0.22,VRNT,"VERINT SYSTEMS INC",2849193,18.94,"388,567.00","7,359,458.98"
0.21,HUT,"HUT 8 CORP",BQQ8816,18.52,"389,679.00","7,216,855.08"
0.21,AI,"C3.AI INC-A",BMGNBJ2,24.65,"291,424.00","7,183,601.60"
0.20,ZBRA,"ZEBRA TECH CORP",2989356,292.82,"23,637.00","6,921,386.34"
0.20,TDC,"TERADATA CORP",B247H10,22.19,"308,394.00","6,843,262.86"
0.19,AMBA,"AMBARELLA INC",B7KH3G6,54.09,"120,365.00","6,510,542.85"
0.19,WIX,"WIX.COM LTD",BFZCHN7,155.50,"41,792.00","6,498,656.00"
0.17,SOUN,"SOUNDHOUND AI INC-A",BLDBS68,9.74,"604,787.00","5,890,625.38"
0.07,,"OTHER PAYABLE & RECEIVABLES",,1.00,"2,254,380.53","2,254,380.53"
0.06,,CASH,,1.00,"1,875,591.73","1,875,591.73"
0.00,,"SWISS FRANC",,1.22,132.60,161.76
0.00,,"CANADIAN DOLLAR",,0.73,-277.95,-203.37
0.00,,EURO,,1.15,-332.77,-382.10
0.00,,"TAIWAN DOLLAR",,0.03,"-2,614,470.00","-87,406.85"
-0.02,,"KOREAN WON",,0.00,"-970,450,647.54","-706,141.78"
"The information contained herein may not be reproduced, redistributed or used to create any derivative works.",,,,,,
