"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 12/30/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
4.65,TSLA,"TESLA INC",B616C79,417.41,"292,253.00","121,989,324.73"
3.95,AVGO,"BROADCOM INC",BDZ78H9,235.58,"439,883.00","103,627,637.14"
3.85,NFLX,"NETFLIX INC",2857817,900.43,"112,377.00","101,187,622.11"
3.83,NOW,"SERVICENOW INC",B80NXX8,"1,067.70","94,170.00","100,545,309.00"
3.60,CRM,"SALESFORCE INC",2310525,335.74,"281,630.00","94,554,456.20"
3.50,CSCO,"CISCO SYSTEMS INC",2198163,59.19,"1,554,180.00","91,991,914.20"
3.32,META,"META PLATFORMS INC",B7TL820,591.24,"147,562.00","87,244,556.88"
3.28,IBM,IBM,2005973,220.25,"391,429.00","86,212,237.25"
3.26,AMZN,"AMAZON.COM INC",2000019,221.30,"386,387.00","85,507,443.10"
3.20,ORCL,"ORACLE CORP",2661568,166.91,"503,126.00","83,976,760.66"
3.15,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,53.97,"1,534,943.00","82,848,048.67"
3.08,NVDA,"NVIDIA CORP",2379504,137.49,"587,760.00","80,811,122.40"
3.07,AAPL,"APPLE INC",2046251,252.20,"319,952.00","80,691,894.40"
3.03,BABA,"ALIBABA GRP-ADR",BP41ZD1,84.13,"946,726.00","79,648,058.38"
2.93,ACN,"ACCENTURE PLC-CL A",B4BNMY3,352.49,"217,930.00","76,818,145.70"
2.89,GOOGL,"ALPHABET INC-CL A",BYVY8G0,191.24,"396,582.00","75,842,341.68"
2.62,MSFT,"MICROSOFT CORP",2588173,424.83,"161,990.00","68,818,211.70"
2.38,"SIE GR","SIEMENS AG-REG",5727973,195.74,"319,320.00","62,502,314.03"
2.23,ADBE,"ADOBE INC",2008154,445.80,"131,601.00","58,667,725.80"
2.19,QCOM,"QUALCOMM INC",2714923,154.58,"372,549.00","57,588,624.42"
1.96,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,106.69,"482,126.00","51,438,022.94"
1.93,UBER,"UBER TECHNOLOGIES INC",BK6N347,60.77,"833,195.00","50,633,260.15"
1.64,"3690 HK","MEITUAN-CLASS B",BGJW376,19.68,"2,188,315.00","43,073,404.53"
1.64,"005930 KS","SAMSUNG ELECTRON",6771720,36.14,"1,190,288.00","43,014,177.63"
1.44,MU,"MICRON TECHNOLOGY INC",2588184,85.31,"441,964.00","37,703,948.84"
1.31,"000660 KS","SK HYNIX INC",6450267,118.13,"290,350.00","34,298,043.68"
1.28,INTC,"INTEL CORP",2463247,19.82,"1,697,755.00","33,649,504.10"
1.25,CDNS,"CADENCE DESIGN SYS INC",2302232,301.86,"108,514.00","32,756,036.04"
1.13,SNPS,"SYNOPSYS INC",2867719,486.74,"60,966.00","29,674,590.84"
1.10,TRI,"THOMSON REUTERS CORP",BNBXPB4,161.10,"179,975.00","28,993,972.50"
1.10,FTNT,"FORTINET INC",B5B2106,95.13,"303,209.00","28,844,272.17"
0.84,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,262.00,"84,250.00","22,073,500.00"
0.81,TTD,"TRADE DESK INC-A",BD8FDD1,120.17,"176,518.00","21,212,168.06"
0.81,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,207.47,"101,919.00","21,145,134.93"
0.68,DDOG,"DATADOG INC - CLASS A",BKT9Y49,144.17,"122,889.00","17,716,907.13"
0.64,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,32.59,"519,021.00","16,917,453.24"
0.62,"WKL NA","WOLTERS KLUWER",5671519,165.52,"98,987.00","16,384,118.95"
0.60,"EXPN LN","EXPERIAN PLC",B19NLV4,42.87,"364,856.00","15,642,619.59"
0.57,"5803 JP","FUJIKURA LTD",6356707,41.65,"357,075.00","14,873,582.06"
0.56,"6702 JP","FUJITSU LIMITED",6356945,17.81,"820,601.00","14,613,692.74"
0.54,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,78.60,"181,258.00","14,246,878.80"
0.49,TWLO,"TWILIO INC - A",BD6P5Q0,108.62,"119,246.00","12,952,500.52"
0.49,ROK,"ROCKWELL AUTOMATION INC",2754060,285.64,"45,314.00","12,943,490.96"
0.47,EBAY,"EBAY INC",2293819,62.06,"199,283.00","12,367,502.98"
0.45,DOCU,"DOCUSIGN INC",BFYT7B7,91.70,"127,410.00","11,683,497.00"
0.44,CLS,"CELESTICA INC",BMDLRD5,93.82,"123,450.00","11,582,079.00"
0.42,HPE,"HEWLETT PACKA",BYVYWS0,21.40,"518,990.00","11,106,386.00"
0.42,ZS,"ZSCALER INC",BZ00V34,183.13,"59,973.00","10,982,855.49"
0.40,PEGA,"PEGASYSTEMS INC",2675860,93.29,"113,829.00","10,619,107.41"
0.40,"6954 JP","FANUC CORP",6356934,26.56,"397,163.00","10,548,063.14"
0.38,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,8.08,"1,234,935.00","9,978,274.80"
0.37,BIDU,"BAIDU INC - SPON ADR",B0FXT17,84.05,"114,554.00","9,628,263.70"
0.36,"6701 JP","NEC CORP",6640400,87.28,"108,589.00","9,477,360.56"
0.35,WIX,"WIX.COM LTD",BFZCHN7,217.39,"42,138.00","9,160,379.82"
0.35,G,"GENPACT LTD",B23DBK6,42.64,"213,465.00","9,102,147.60"
0.34,HUBB,"HUBBELL INC",BDFG6S3,419.19,"21,380.00","8,962,282.20"
0.34,AI,"C3.AI INC-A",BMGNBJ2,35.29,"251,451.00","8,873,705.79"
0.34,AMBA,"AMBARELLA INC",B7KH3G6,71.71,"123,373.00","8,847,077.83"
0.33,CYBR,"CYBERARK SOFTWAR",BQT3XY6,319.60,"26,978.00","8,622,168.80"
0.32,SMAR,"SMARTSHEET INC-CLASS A",BFZND98,56.02,"147,978.00","8,289,727.56"
0.31,ZBRA,"ZEBRA TECH CORP",2989356,383.85,"21,449.00","8,233,198.65"
0.31,"3661 TT","ALCHIP TECHNOLOGIES LTD",B4TPSL0,98.18,"83,650.00","8,212,876.58"
0.29,PCOR,"PROCORE TECHNOLOGIES INC",BLH11J8,75.37,"101,986.00","7,686,684.82"
0.29,CCCS,"CCC INTELLIGENT",BP4CXL8,11.80,"640,255.00","7,555,009.00"
0.28,INFA,"INFORMATICA INC - CLASS A",BMG95P4,25.94,"287,091.00","7,447,140.54"
0.28,PATH,"UIPATH INC - CLASS A",BMD02L5,12.74,"580,310.00","7,393,149.40"
0.28,"6588 JP","TOSHIBA TEC CORP",6894887,22.96,"317,050.00","7,280,855.60"
0.28,DXC,"DXC TECHNOLOGY CO",BYXD7B3,20.03,"361,907.00","7,248,997.21"
0.27,STX,"SEAGATE TECHNOLO",BKVD2N4,86.53,"82,910.00","7,174,202.30"
0.27,SMCI,"SUPER MICRO COMPUTER INC",BRC3N73,30.68,"229,400.00","7,037,992.00"
0.27,"TEMN SW","TEMENOS AG - REG",7147892,70.70,"98,910.00","6,992,920.09"
0.26,TDC,"TERADATA CORP",B247H10,31.02,"221,341.00","6,865,997.82"
0.26,"4755 JP","RAKUTEN GROUP INC",6229597,5.46,"1,241,060.00","6,780,829.73"
0.26,"2395 TT","ADVANTECH CO LTD",6202673,10.55,"636,257.00","6,713,190.93"
0.25,"3443 TT","GLOBAL UNICHIP CORP",B056381,40.46,"163,865.00","6,630,563.74"
