"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 10/04/2023",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.61,GOOGL,"ALPHABET INC-CL A",BYVY8G0,135.24,"154,134.00","20,845,082.16"
3.38,INTC,"INTEL CORP",2463247,35.93,"544,389.00","19,559,896.77"
3.32,META,"META PLATFORMS INC",B7TL820,305.58,"62,822.00","19,197,146.76"
3.25,IBM,IBM,2005973,141.07,"133,316.00","18,806,888.12"
3.25,CSCO,"CISCO SYSTEMS INC",2198163,53.45,"351,624.00","18,794,302.80"
3.22,TSLA,"TESLA INC",B616C79,261.16,"71,176.00","18,588,324.16"
3.20,ADBE,"ADOBE INC",2008154,518.42,"35,618.00","18,465,083.56"
3.17,NVDA,"NVIDIA CORP",2379504,440.41,"41,599.00","18,320,615.59"
3.14,ACN,"ACCENTURE PLC-CL A",B4BNMY3,309.39,"58,670.00","18,151,911.30"
3.13,AMZN,"AMAZON.COM INC",2000019,127.00,"142,361.00","18,079,847.00"
3.02,NOW,"SERVICENOW INC",B80NXX8,548.64,"31,806.00","17,450,043.84"
2.97,MSFT,"MICROSOFT CORP",2588173,318.96,"53,853.00","17,176,683.62"
2.92,BABA,"ALIBABA GRP-ADR",BP41ZD1,84.08,"200,757.00","16,879,648.56"
2.92,ORCL,"ORACLE CORP",2661568,107.08,"157,335.00","16,847,431.80"
2.90,AAPL,"APPLE INC",2046251,173.66,"96,559.00","16,768,435.94"
2.90,"005930 KS","SAMSUNG ELECTRON",6771720,49.51,"338,040.00","16,735,267.15"
2.85,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,38.01,"433,843.00","16,489,147.88"
2.83,CRM,"SALESFORCE INC",2310525,201.87,"81,125.00","16,376,703.75"
2.82,QCOM,"QUALCOMM INC",2714923,109.85,"148,485.00","16,311,077.25"
2.82,NFLX,"NETFLIX INC",2857817,376.90,"43,258.00","16,303,940.20"
2.66,"SIE GR","SIEMENS AG-REG",5727973,140.12,"109,880.00","15,396,066.56"
2.07,UBER,"UBER TECHNOLOGIES INC",BK6N347,44.94,"266,554.00","11,978,936.76"
1.74,"3690 HK","MEITUAN-CLASS B",BGJW376,13.65,"734,515.00","10,027,924.74"
1.58,SNPS,"SYNOPSYS INC",2867719,461.32,"19,821.00","9,143,823.72"
1.46,CDNS,"CADENCE DESIGN SYS INC",2302232,235.05,"35,892.00","8,436,414.60"
1.44,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,52.58,"157,717.00","8,292,759.86"
1.41,"000660 KS","SK HYNIX INC",6450267,84.64,"96,175.00","8,140,082.14"
1.27,TRI,"THOMSON REUTERS CORP",BNBXPB4,122.64,"59,702.00","7,321,853.28"
1.17,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,198.19,"34,209.00","6,779,881.71"
1.01,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,33.97,"172,372.00","5,856,300.09"
0.99,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,209.37,"27,283.00","5,712,241.71"
0.90,"STMMI IM","STMICROELECTRONICS NV",5962343,43.24,"120,543.00","5,212,239.55"
0.81,BIDU,"BAIDU INC - SPON ADR",B0FXT17,127.81,"36,815.00","4,705,325.15"
0.80,TTD,"TRADE DESK INC-A",BD8FDD1,79.37,"58,289.00","4,626,397.93"
0.75,ROK,"ROCKWELL AUTOMATION INC",2754060,288.80,"15,093.00","4,358,858.40"
0.73,"WKL NA","WOLTERS KLUWER",5671519,122.71,"34,350.00","4,215,088.77"
0.70,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,67.88,"59,857.00","4,063,093.16"
0.68,"EXPN LN","EXPERIAN PLC",B19NLV4,32.55,"120,821.00","3,933,244.01"
0.61,"6954 JP","FANUC CORP",6356934,26.26,"133,251.00","3,498,671.82"
0.59,DDOG,"DATADOG INC - CLASS A",BKT9Y49,88.53,"38,686.00","3,424,871.58"
0.56,"6702 JP","FUJITSU LIMITED",6356945,115.40,"27,811.00","3,209,500.12"
0.55,SPLK,"SPLUNK INC",B424494,146.66,"21,536.00","3,158,469.76"
0.52,EBAY,"EBAY INC",2293819,42.94,"70,189.00","3,013,915.66"
0.51,ZS,"ZSCALER INC",BZ00V34,155.12,"19,090.00","2,961,240.80"
0.50,HPE,"HEWLETT PACKA",BYVYWS0,17.01,"168,702.00","2,869,621.02"
0.37,CCCS,"CCC INTELLIGENT",BP4CXL8,12.75,"166,692.00","2,125,323.00"
0.36,HUBB,"HUBBELL INC",BDFG6S3,307.07,"6,722.00","2,064,124.54"
0.36,INFA,"INFORMATICA INC - CLASS A",BMG95P4,20.85,"98,844.00","2,060,897.40"
0.36,FRSH,"FRESHWORKS INC-CL A",BPF0BB7,18.91,"108,680.00","2,055,138.80"
0.35,OKTA,"OKTA INC",BDFZSP1,78.01,"26,180.00","2,042,301.80"
0.35,STX,"SEAGATE TECHNOLO",BKVD2N4,65.97,"30,702.00","2,025,410.94"
0.35,BAH,"BOOZ ALLEN HAMIL",B5367T7,115.83,"17,267.00","2,000,036.61"
0.34,"3661 TT","ALCHIP TECHNOLOGIES LTD",B4TPSL0,83.04,"23,690.00","1,967,128.15"
0.34,WIX,"WIX.COM LTD",BFZCHN7,88.64,"21,896.00","1,940,861.44"
0.33,CYBR,"CYBERARK SOFTWAR",BQT3XY6,157.98,"12,211.00","1,929,093.78"
0.33,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,4.73,"404,862.00","1,914,997.26"
0.33,SMCI,"SUPER MICRO COMPUTER INC",B1VQR35,280.40,"6,785.00","1,902,514.00"
0.33,"6701 JP","NEC CORP",6640400,49.62,"38,318.00","1,901,301.32"
0.33,IONQ,"IONQ INC",BP484B3,14.77,"128,010.00","1,890,707.70"
0.32,"2353 TT","ACER INC",6005850,1.12,"1,644,400.00","1,845,130.96"
0.31,BZ,"KANZHUN LTD - ADR",BM91SH0,15.09,"118,819.00","1,792,978.71"
0.31,"6502 JP","TOSHIBA CORP",6897217,30.88,"58,052.00","1,792,750.83"
0.31,SMAR,"SMARTSHEET INC-CLASS A",BFZND98,40.37,"43,676.00","1,763,200.12"
0.30,PATH,"UIPATH INC - CLASS A",BMD02L5,16.69,"105,286.00","1,757,223.34"
0.30,G,"GENPACT LTD",B23DBK6,35.87,"48,579.00","1,742,528.73"
0.30,PCOR,"PROCORE TECHNOLOGIES INC",BLH11J8,65.70,"25,980.00","1,706,886.00"
0.29,"6526 JP","SOCIONEXT INC",BMTVX75,90.50,"18,585.00","1,681,889.16"
0.29,"5803 JP","FUJIKURA LTD",6356707,7.44,"224,969.00","1,674,184.39"
0.29,TWLO,"TWILIO INC - A",BD6P5Q0,56.27,"29,667.00","1,669,362.09"
0.28,"TIETO FH","TIETOEVRY OYJ",5479702,21.74,"74,351.00","1,616,427.84"
0.28,"3665 TT","BIZLINK HOLDING INC",B5SG8Y4,8.35,"190,368.00","1,589,558.55"
0.27,"2395 TT","ADVANTECH CO LTD",6202673,10.60,"147,457.00","1,563,534.43"
0.27,SNAP,"SNAP INC - A",BD8DJ71,8.69,"178,343.00","1,549,800.67"
0.27,"XRO AU","XERO LTD",B8P4LP4,69.85,"22,174.00","1,548,910.37"
0.26,ZBRA,"ZEBRA TECH CORP",2989356,230.94,"6,543.00","1,511,040.42"
0.26,TDC,"TERADATA CORP",B247H10,44.88,"33,630.00","1,509,314.40"
0.26,STNE,"STONECO LTD-A",BGKG6M3,10.50,"143,656.00","1,508,388.00"
0.26,"AMP IM","AMPLIFON SPA",B14NJ71,28.74,"52,187.00","1,499,802.67"
0.26,"TEMN SW","TEMENOS AG - REG",7147892,69.19,"21,477.00","1,485,925.70"
0.26,PEGA,"PEGASYSTEMS INC",2675860,43.54,"33,902.00","1,476,093.08"
0.24,DXC,"DXC TECHNOLOGY CO",BYXD7B3,21.15,"66,056.00","1,397,084.40"
0.24,CGNX,"COGNEX CORP",2208288,41.90,"32,730.00","1,371,387.00"
0.21,AMBA,"AMBARELLA INC",B7KH3G6,52.68,"23,352.00","1,230,183.36"
0.21,"3443 TT","GLOBAL UNICHIP CORP",B056381,43.22,"28,200.00","1,218,687.78"
0.21,ENV,"ENVESTNET INC",B474ZK7,39.99,"29,978.00","1,198,820.22"
0.19,,CASH,,1.00,"1,085,786.02","1,085,786.02"
0.19,VRNT,"VERINT SYSTEMS INC",2849193,21.79,"49,005.00","1,067,818.95"
0.17,VSAT,"VIASAT INC",2946243,16.87,"58,619.00","988,902.53"
0.00,,"KOREAN WON",,0.00,-4.00,0.00
0.00,,"TAIWAN DOLLAR",,0.00,-0.08,0.00
0.00,,"JAPANESE YEN",,0.01,-3.00,-0.02
0.00,,EURO,,1.05,-332.77,-349.16
0.00,,"CANADIAN DOLLAR",,0.73,-486.69,-353.33
-0.03,,"OTHER PAYABLE & RECEIVABLES",,1.00,"-194,158.58","-194,158.58"
"The information contained herein may not be reproduced, redistributed or used to create any derivative works.",,,,,,
