"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 11/26/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.83,NOW,"SERVICENOW INC",B80NXX8,"1,070.07","89,200.00","95,450,244.00"
3.76,TSLA,"TESLA INC",B616C79,338.23,"276,988.00","93,685,651.24"
3.73,NFLX,"NETFLIX INC",2857817,872.60,"106,342.00","92,794,029.20"
3.68,CRM,"SALESFORCE INC",2310525,343.18,"266,720.00","91,532,969.60"
3.65,ORCL,"ORACLE CORP",2661568,190.37,"476,856.00","90,779,076.72"
3.52,CSCO,"CISCO SYSTEMS INC",2198163,59.59,"1,472,530.00","87,748,062.70"
3.41,IBM,IBM,2005973,228.83,"370,839.00","84,859,088.37"
3.22,META,"META PLATFORMS INC",B7TL820,573.54,"139,752.00","80,153,362.08"
3.07,BABA,"ALIBABA GRP-ADR",BP41ZD1,85.18,"897,026.00","76,408,674.68"
3.06,NVDA,"NVIDIA CORP",2379504,136.92,"556,875.00","76,247,325.00"
3.06,AMZN,"AMAZON.COM INC",2000019,207.86,"366,152.00","76,108,354.72"
3.01,ACN,"ACCENTURE PLC-CL A",B4BNMY3,363.18,"206,570.00","75,022,092.60"
2.94,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,50.60,"1,446,643.00","73,194,574.65"
2.86,AAPL,"APPLE INC",2046251,235.06,"303,267.00","71,285,941.02"
2.76,AVGO,"BROADCOM INC",BDZ78H9,164.74,"416,808.00","68,664,949.92"
2.64,MSFT,"MICROSOFT CORP",2588173,427.99,"153,470.00","65,683,625.30"
2.63,ADBE,"ADOBE INC",2008154,525.30,"124,856.00","65,586,856.80"
2.55,GOOGL,"ALPHABET INC-CL A",BYVY8G0,169.12,"375,637.00","63,527,729.44"
2.30,"SIE GR","SIEMENS AG-REG",5727973,189.01,"302,635.00","57,201,257.00"
2.27,UBER,"UBER TECHNOLOGIES INC",BK6N347,71.56,"789,530.00","56,498,766.80"
2.22,QCOM,"QUALCOMM INC",2714923,156.93,"353,024.00","55,400,056.32"
2.06,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,112.08,"456,921.00","51,211,705.68"
1.89,"005930 KS","SAMSUNG ELECTRON",6771720,41.70,"1,127,808.00","47,027,290.63"
1.77,"3690 HK","MEITUAN-CLASS B",BGJW376,21.11,"2,081,815.00","43,946,218.07"
1.71,MU,"MICRON TECHNOLOGY INC",2588184,101.80,"418,889.00","42,642,900.20"
1.55,INTC,"INTEL CORP",2463247,24.05,"1,608,650.00","38,688,032.50"
1.40,"000660 KS","SK HYNIX INC",6450267,126.67,"275,085.00","34,844,296.75"
1.29,SNPS,"SYNOPSYS INC",2867719,553.95,"57,771.00","32,002,245.45"
1.28,CDNS,"CADENCE DESIGN SYS INC",2302232,310.10,"102,834.00","31,888,823.40"
1.11,FTNT,"FORTINET INC",B5B2106,96.44,"287,234.00","27,700,846.96"
1.10,TRI,"THOMSON REUTERS CORP",BNBXPB4,160.79,"170,390.00","27,397,008.10"
0.89,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,228.66,"96,594.00","22,087,184.04"
0.87,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,270.19,"79,990.00","21,612,498.10"
0.87,TTD,"TRADE DESK INC-A",BD8FDD1,128.98,"167,288.00","21,576,806.24"
0.72,DDOG,"DATADOG INC - CLASS A",BKT9Y49,154.39,"116,499.00","17,986,280.61"
0.66,"EXPN LN","EXPERIAN PLC",B19NLV4,47.41,"345,686.00","16,387,607.31"
0.63,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,31.95,"491,686.00","15,711,460.67"
0.62,"WKL NA","WOLTERS KLUWER",5671519,164.93,"93,662.00","15,448,015.45"
0.57,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,82.51,"171,673.00","14,164,739.23"
0.56,"6702 JP","FUJITSU LIMITED",6356945,17.88,"777,291.00","13,901,633.37"
0.51,ROK,"ROCKWELL AUTOMATION INC",2754060,296.00,"42,829.00","12,677,384.00"
0.49,EBAY,"EBAY INC",2293819,65.09,"188,633.00","12,278,121.97"
0.48,ZS,"ZSCALER INC",BZ00V34,210.30,"56,778.00","11,940,413.40"
0.47,TWLO,"TWILIO INC - A",BD6P5Q0,104.41,"112,856.00","11,783,294.96"
0.47,"5803 JP","FUJIKURA LTD",6356707,34.27,"338,260.00","11,592,384.35"
0.44,HPE,"HEWLETT PACKA",BYVYWS0,22.13,"491,655.00","10,880,325.15"
0.42,PEGA,"PEGASYSTEMS INC",2675860,96.45,"107,794.00","10,396,731.30"
0.41,DOCU,"DOCUSIGN INC",BFYT7B7,85.30,"120,665.00","10,292,724.50"
0.41,"6954 JP","FANUC CORP",6356934,27.23,"376,218.00","10,242,995.04"
0.41,CLS,"CELESTICA INC",BMDLRD5,86.67,"117,060.00","10,145,590.20"
0.39,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,8.20,"1,170,325.00","9,596,665.00"
0.38,G,"GENPACT LTD",B23DBK6,46.82,"202,105.00","9,462,556.10"
0.38,HUBB,"HUBBELL INC",BDFG6S3,460.74,"20,315.00","9,359,933.10"
0.36,BIDU,"BAIDU INC - SPON ADR",B0FXT17,83.51,"108,519.00","9,062,421.69"
0.36,WIX,"WIX.COM LTD",BFZCHN7,222.44,"40,008.00","8,899,379.52"
0.35,AI,"C3.AI INC-A",BMGNBJ2,36.36,"238,316.00","8,665,169.76"
0.34,CYBR,"CYBERARK SOFTWAR",BQT3XY6,328.01,"25,558.00","8,383,279.58"
0.34,"6701 JP","NEC CORP",6640400,81.23,"102,909.00","8,359,197.71"
0.33,ZBRA,"ZEBRA TECH CORP",2989356,402.45,"20,384.00","8,203,540.80"
0.32,AMBA,"AMBARELLA INC",B7KH3G6,68.41,"116,983.00","8,002,807.03"
0.32,STX,"SEAGATE TECHNOLO",BKVD2N4,101.66,"78,650.00","7,995,559.00"
0.32,SMAR,"SMARTSHEET INC-CLASS A",BFZND98,55.97,"140,168.00","7,845,202.96"
0.31,PATH,"UIPATH INC - CLASS A",BMD02L5,14.18,"549,780.00","7,795,880.40"
0.31,PCOR,"PROCORE TECHNOLOGIES INC",BLH11J8,80.26,"96,661.00","7,758,011.86"
0.31,DXC,"DXC TECHNOLOGY CO",BYXD7B3,22.53,"342,737.00","7,721,864.61"
0.31,CCCS,"CCC INTELLIGENT",BP4CXL8,12.62,"606,530.00","7,654,408.60"
0.30,SMCI,"SUPER MICRO COMPUTER INC",BRC3N73,34.43,"218,750.00","7,531,562.50"
0.30,"6588 JP","TOSHIBA TEC CORP",6894887,24.44,"300,365.00","7,340,058.97"
0.29,INFA,"INFORMATICA INC - CLASS A",BMG95P4,26.60,"271,826.00","7,230,571.60"
0.27,"4755 JP","RAKUTEN GROUP INC",6229597,5.62,"1,175,385.00","6,604,766.78"
0.26,TDC,"TERADATA CORP",B247H10,31.27,"209,626.00","6,555,005.02"
0.26,"2395 TT","ADVANTECH CO LTD",6202673,10.68,"600,757.00","6,417,850.73"
0.25,SNAP,"SNAP INC - A",BD8DJ71,11.60,"526,181.00","6,103,699.60"
0.24,"TEMN SW","TEMENOS AG - REG",7147892,63.49,"93,585.00","5,941,653.71"
0.24,"TIETO FH","TIETOEVRY OYJ",5479702,17.63,"331,822.00","5,850,240.08"
0.23,"2353 TT","ACER INC",6005850,1.19,"4,844,000.00","5,770,478.20"
0.22,"3443 TT","GLOBAL UNICHIP CORP",B056381,37.51,"147,865.00","5,545,761.41"
0.22,OKTA,"OKTA INC",BDFZSP1,76.83,"70,449.00","5,412,596.67"
0.21,STNE,"STONECO LTD-A",BGKG6M3,10.70,"498,324.00","5,332,066.80"
0.21,"3661 TT","ALCHIP TECHNOLOGIES LTD",B4TPSL0,69.17,"74,650.00","5,163,548.89"
0.21,"AMP IM","AMPLIFON SPA",B14NJ71,24.37,"210,316.00","5,125,518.33"
0.20,"6526 JP","SOCIONEXT INC",BMTVX75,15.25,"324,614.00","4,948,906.54"
0.19,VRNT,"VERINT SYSTEMS INC",2849193,24.39,"195,294.00","4,763,220.66"
0.17,,CASH,,1.00,"4,312,633.70","4,312,633.70"
0.14,VSAT,"VIASAT INC",2946243,8.69,"391,227.00","3,399,762.63"
0.01,,"OTHER PAYABLE & RECEIVABLES",,1.00,"159,885.34","159,885.34"
0.00,,"SWISS FRANC",,1.13,132.60,149.40
0.00,,EURO,,1.05,-332.77,-348.81
"The information contained herein may not be reproduced, redistributed or used to create any derivative works.",,,,,,
