"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 08/02/2023",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.21,GOOGL,"ALPHABET INC-CL A",BYVY8G0,128.38,"127,876.00","16,416,720.88"
3.20,META,"META PLATFORMS INC",B7TL820,314.31,"52,121.00","16,382,151.51"
3.11,IBM,IBM,2005973,144.17,"110,438.00","15,921,846.46"
3.11,QCOM,"QUALCOMM INC",2714923,129.27,"123,024.00","15,903,312.48"
3.10,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,44.01,"360,043.00","15,847,162.08"
3.10,BABA,"ALIBABA GRP-ADR",BP41ZD1,95.07,"166,440.00","15,823,450.80"
3.06,ADBE,"ADOBE INC",2008154,530.30,"29,537.00","15,663,471.10"
3.03,INTC,"INTEL CORP",2463247,34.39,"451,032.00","15,510,990.48"
3.03,ACN,"ACCENTURE PLC-CL A",B4BNMY3,317.78,"48,707.00","15,478,110.46"
3.02,NFLX,"NETFLIX INC",2857817,429.70,"35,878.00","15,416,776.60"
3.01,AAPL,"APPLE INC",2046251,192.58,"79,954.00","15,397,541.32"
3.00,CSCO,"CISCO SYSTEMS INC",2198163,52.58,"291,477.00","15,325,860.66"
2.99,NVDA,"NVIDIA CORP",2379504,442.69,"34,588.00","15,311,761.72"
2.96,AMZN,"AMAZON.COM INC",2000019,128.21,"118,007.00","15,129,677.47"
2.95,ORCL,"ORACLE CORP",2661568,115.71,"130,398.00","15,088,352.58"
2.95,"005930 KS","SAMSUNG ELECTRON",6771720,53.83,"280,107.00","15,079,116.87"
2.93,TSLA,"TESLA INC",B616C79,254.11,"58,999.00","14,992,235.89"
2.91,NOW,"SERVICENOW INC",B80NXX8,563.17,"26,382.00","14,857,550.94"
2.90,CRM,"SALESFORCE INC",2310525,220.50,"67,302.00","14,840,091.00"
2.88,"SIE GR","SIEMENS AG-REG",5727973,161.52,"91,061.00","14,708,506.73"
2.86,MSFT,"MICROSOFT CORP",2588173,327.50,"44,628.00","14,615,670.00"
2.15,"3690 HK","MEITUAN-CLASS B",BGJW376,18.03,"610,815.00","11,015,409.03"
2.03,UBER,"UBER TECHNOLOGIES INC",BK6N347,46.96,"220,798.00","10,368,674.08"
1.60,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,62.43,"130,780.00","8,164,595.40"
1.44,"000660 KS","SK HYNIX INC",6450267,92.03,"79,939.00","7,357,010.67"
1.42,SNPS,"SYNOPSYS INC",2867719,441.18,"16,500.00","7,279,470.00"
1.34,CDNS,"CADENCE DESIGN SYS INC",2302232,228.74,"29,990.00","6,859,912.60"
1.33,TRI,"THOMSON REUTERS CORP",BNBXPB4,136.92,"49,788.00","6,816,972.96"
1.20,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,216.40,"28,305.00","6,125,202.00"
1.18,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,42.04,"142,852.00","6,005,759.32"
1.02,"STMMI IM","STMICROELECTRONICS NV",5962343,52.34,"99,879.00","5,227,724.22"
1.01,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,229.22,"22,486.00","5,154,240.92"
0.88,BIDU,"BAIDU INC - SPON ADR",B0FXT17,146.69,"30,542.00","4,480,205.98"
0.82,TTD,"TRADE DESK INC-A",BD8FDD1,86.64,"48,326.00","4,186,964.64"
0.74,ROK,"ROCKWELL AUTOMATION INC",2754060,304.28,"12,510.00","3,806,542.80"
0.74,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,76.59,"49,525.00","3,793,119.75"
0.73,"EXPN LN","EXPERIAN PLC",B19NLV4,37.09,"100,157.00","3,715,212.66"
0.68,"WKL NA","WOLTERS KLUWER",5671519,122.93,"28,446.00","3,496,847.55"
0.67,DDOG,"DATADOG INC - CLASS A",BKT9Y49,106.83,"32,044.00","3,423,260.52"
0.63,"6954 JP","FANUC CORP",6356934,29.07,"110,742.00","3,219,226.22"
0.57,"6702 JP","FUJITSU LIMITED",6356945,125.85,"23,014.00","2,896,412.54"
0.51,EBAY,"EBAY INC",2293819,43.76,"59,024.00","2,582,890.24"
0.47,HPE,"HEWLETT PACKA",BYVYWS0,17.24,"139,551.00","2,405,859.24"
0.46,ZS,"ZSCALER INC",BZ00V34,150.54,"15,769.00","2,373,865.26"
0.39,"6526 JP","SOCIONEXT INC",BMTVX75,129.93,"15,264.00","1,983,319.29"
0.38,FRSH,"FRESHWORKS INC-CL A",BPF0BB7,21.61,"89,861.00","1,941,896.21"
0.38,IONQ,"IONQ INC",BP484B3,18.33,"105,870.00","1,940,597.10"
0.36,SPLK,"SPLUNK INC",B424494,103.80,"17,846.00","1,852,414.80"
0.36,SMCI,"SUPER MICRO COMPUTER INC",B1VQR35,319.61,"5,678.00","1,814,745.58"
0.35,BAH,"BOOZ ALLEN HAMIL",B5367T7,123.71,"14,315.00","1,770,908.65"
0.34,HUBB,"HUBBELL INC",BDFG6S3,313.19,"5,615.00","1,758,561.85"
0.33,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,5.00,"335,490.00","1,677,450.00"
0.33,STX,"SEAGATE TECHNOLO",BKVD2N4,65.01,"25,536.00","1,660,095.36"
0.32,BZ,"KANZHUN LTD - ADR",BM91SH0,16.57,"98,524.00","1,632,542.68"
0.32,SNAP,"SNAP INC - A",BD8DJ71,10.97,"148,085.00","1,624,492.45"
