"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 02/06/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.48,META,"META PLATFORMS INC",B7TL820,454.72,"85,853.00","39,039,076.16"
3.36,NVDA,"NVIDIA CORP",2379504,682.23,"55,232.00","37,680,927.36"
3.33,NFLX,"NETFLIX INC",2857817,555.88,"67,182.00","37,345,130.16"
3.19,AMZN,"AMAZON.COM INC",2000019,169.15,"211,922.00","35,846,606.30"
3.15,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,37.17,"951,943.00","35,388,079.90"
3.11,BABA,"ALIBABA GRP-ADR",BP41ZD1,78.23,"446,637.00","34,940,412.51"
3.10,IBM,IBM,2005973,183.41,"190,124.00","34,870,642.84"
3.04,CRM,"SALESFORCE INC",2310525,285.83,"119,451.00","34,142,679.33"
3.04,NOW,"SERVICENOW INC",B80NXX8,777.45,"43,902.00","34,131,609.90"
3.04,ORCL,"ORACLE CORP",2661568,115.30,"295,672.00","34,090,981.60"
2.99,ADBE,"ADOBE INC",2008154,607.14,"55,374.00","33,619,770.36"
2.99,MSFT,"MICROSOFT CORP",2588173,405.49,"82,895.00","33,613,093.55"
2.94,"005930 KS","SAMSUNG ELECTRON",6771720,56.04,"588,608.00","32,983,682.46"
2.94,AVGO,"BROADCOM INC",BDZ78H9,"1,222.65","26,970.00","32,974,870.50"
2.90,ACN,"ACCENTURE PLC-CL A",B4BNMY3,364.70,"89,404.00","32,605,638.80"
2.90,GOOGL,"ALPHABET INC-CL A",BYVY8G0,144.10,"225,719.00","32,526,107.90"
2.86,AAPL,"APPLE INC",2046251,189.30,"169,391.00","32,065,716.30"
2.84,CSCO,"CISCO SYSTEMS INC",2198163,49.98,"638,700.00","31,922,226.00"
2.76,QCOM,"QUALCOMM INC",2714923,144.10,"215,358.00","31,033,087.80"
2.60,TSLA,"TESLA INC",B616C79,185.10,"158,024.00","29,250,242.40"
2.58,INTC,"INTEL CORP",2463247,42.74,"678,975.00","29,019,391.50"
2.48,UBER,"UBER TECHNOLOGIES INC",BK6N347,70.47,"396,010.00","27,906,824.70"
2.48,"SIE GR","SIEMENS AG-REG",5727973,179.83,"155,181.00","27,906,737.34"
1.69,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,81.56,"233,365.00","19,033,249.40"
1.61,MU,"MICRON TECHNOLOGY INC",2588184,84.60,"213,333.00","18,047,971.80"
1.42,SNPS,"SYNOPSYS INC",2867719,542.43,"29,421.00","15,958,833.03"
1.36,CDNS,"CADENCE DESIGN SYS INC",2302232,292.80,"52,240.00","15,295,872.00"
1.30,"000660 KS","SK HYNIX INC",6450267,103.94,"140,186.00","14,570,812.68"
