"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 04/16/2025",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
4.26,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,57.71,"1,962,743.00","113,275,774.58"
3.71,"005930 KS","SAMSUNG ELECTRON",6771720,38.35,"2,570,271.00","98,565,496.14"
3.71,BABA,"ALIBABA GRP-ADR",BP41ZD1,106.75,"922,956.00","98,525,553.00"
3.53,NFLX,"NETFLIX INC",2857817,961.63,"97,516.00","93,774,311.08"
3.24,CSCO,"CISCO SYSTEMS INC",2198163,55.76,"1,543,303.00","86,054,575.28"
3.22,IBM,IBM,2005973,238.57,"358,767.00","85,591,043.19"
3.14,AAPL,"APPLE INC",2046251,194.27,"429,401.00","83,419,732.27"
3.01,MSFT,"MICROSOFT CORP",2588173,371.61,"214,994.00","79,893,920.34"
2.95,PLTR,"PALANTIR TECHN-A",BN78DQ4,92.71,"846,104.00","78,442,301.84"
2.85,META,"META PLATFORMS INC",B7TL820,502.31,"150,899.00","75,798,076.69"
2.84,ACN,"ACCENTURE PLC-CL A",B4BNMY3,285.24,"264,383.00","75,412,606.92"
2.80,GOOGL,"ALPHABET INC-CL A",BYVY8G0,153.33,"485,098.00","74,380,076.34"
2.70,CRM,"SALESFORCE INC",2310525,249.84,"286,977.00","71,698,333.68"
2.68,AMZN,"AMAZON.COM INC",2000019,174.33,"407,951.00","71,118,097.83"
2.63,AVGO,"BROADCOM INC",BDZ78H9,174.61,"399,699.00","69,791,442.39"
2.57,NVDA,"NVIDIA CORP",2379504,104.49,"652,355.00","68,164,573.95"
2.54,NOW,"SERVICENOW INC",B80NXX8,796.66,"84,586.00","67,386,282.76"
2.52,ORCL,"ORACLE CORP",2661568,129.76,"515,041.00","66,831,720.16"
2.47,"SIE GR","SIEMENS AG-REG",5727973,211.87,"310,009.00","65,682,923.10"
2.44,TSM,"TAIWAN SEMIC-ADR",2113382,151.67,"427,565.00","64,848,783.55"
2.25,UBER,"UBER TECHNOLOGIES INC",BK6N347,73.06,"817,025.00","59,691,846.50"
2.20,QCOM,"QUALCOMM INC",2714923,135.74,"431,073.00","58,513,849.02"
2.19,ADBE,"ADOBE INC",2008154,344.19,"168,742.00","58,079,308.98"
2.11,TSLA,"TESLA INC",B616C79,241.55,"232,507.00","56,162,065.85"
2.09,AMD,"ADVANCED MICRO DEVICES",2007849,88.29,"629,657.00","55,592,416.53"
1.49,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,83.96,"470,585.00","39,510,316.60"
1.40,"3690 HK","MEITUAN-CLASS B",BGJW376,17.38,"2,142,215.00","37,228,076.28"
1.30,"000660 KS","SK HYNIX INC",6450267,121.99,"282,527.00","34,464,174.14"
1.21,INTC,"INTEL CORP",2463247,19.23,"1,667,557.00","32,067,121.11"
1.18,TRI,"THOMSON REUTERS CORP",BNBXPB4,180.25,"174,570.00","31,466,242.50"
1.13,MU,"MICRON TECHNOLOGY INC",2588184,69.33,"432,304.00","29,971,636.32"
1.07,FTNT,"FORTINET INC",B5B2106,96.07,"296,370.00","28,472,265.90"
1.04,CDNS,"CADENCE DESIGN SYS INC",2302232,259.26,"106,294.00","27,557,782.44"
1.00,APP,"APPLOVIN CORP-CLASS A",BMV3LG4,229.81,"115,658.00","26,579,364.98"
0.94,SNPS,"SYNOPSYS INC",2867719,415.65,"59,972.00","24,927,361.80"
0.71,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,227.71,"82,919.00","18,881,485.49"
0.70,SNOW,"SNOWFLAKE INC-CLASS A",BN134B7,146.08,"128,080.00","18,709,926.40"
0.65,MRVL,"MARVELL TECHNOLOGY INC",BNKJSM5,51.93,"334,760.00","17,384,086.80"
0.62,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,168.59,"98,432.00","16,594,650.88"
0.61,"EXPN LN","EXPERIAN PLC",B19NLV4,45.90,"354,669.00","16,280,736.31"
0.61,"6702 JP","FUJITSU LIMITED",6356945,20.13,"798,655.00","16,076,220.96"
0.59,"WKL NA","WOLTERS KLUWER",5671519,171.08,"92,258.00","15,783,433.20"
0.58,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,30.51,"504,702.00","15,396,013.39"
0.50,STNE,"STONECO LTD-A",BGKG6M3,11.83,"1,114,397.00","13,183,316.51"
0.47,"6701 JP","NEC CORP",6640400,21.54,"574,310.00","12,372,419.92"
0.45,ZS,"ZSCALER INC",BZ00V34,202.87,"59,406.00","12,051,695.22"
0.42,DDOG,"DATADOG INC - CLASS A",BKT9Y49,91.88,"121,232.00","11,138,796.16"
0.41,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,61.48,"176,591.00","10,856,814.68"
0.41,OKTA,"OKTA INC",BDFZSP1,99.97,"108,350.00","10,831,749.50"
0.37,G,"GENPACT LTD",B23DBK6,47.73,"206,834.00","9,872,186.82"
0.36,BIDU,"BAIDU INC - SPON ADR",B0FXT17,82.50,"115,649.00","9,541,042.50"
0.36,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,7.94,"1,188,815.00","9,439,191.10"
0.35,"TIETO FH","TIETOEVRY OYJ",5479702,18.05,"516,810.00","9,329,804.68"
0.34,SMCI,"SUPER MICRO COMPUTER INC",BRC3N73,31.89,"285,317.00","9,098,759.13"
0.34,"6954 JP","FANUC CORP",6356934,23.58,"383,396.00","9,039,756.92"
0.34,NICE,"NICE LTD - SPON ADR",2639736,150.68,"59,442.00","8,956,720.56"
0.33,CYBR,"CYBERARK SOFTWAR",BQT3XY6,331.30,"26,757.00","8,864,594.10"
0.33,"TEMN SW","TEMENOS AG - REG",7147892,78.30,"112,315.00","8,794,301.00"
0.33,"2395 TT","ADVANTECH CO LTD",6202673,10.49,"829,957.00","8,706,824.70"
0.33,"4755 JP","RAKUTEN GROUP INC",6229597,5.33,"1,626,507.00","8,668,692.79"
0.32,TTD,"TRADE DESK INC-A",BD8FDD1,48.45,"173,567.00","8,409,321.15"
0.30,"2353 TT","ACER INC",6005850,0.95,"8,410,300.00","8,007,961.39"
0.30,"6588 JP","TOSHIBA TEC CORP",6894887,18.24,"437,820.00","7,984,942.14"
0.28,HPE,"HEWLETT PACKA",BYVYWS0,14.88,"506,921.00","7,542,984.48"
0.28,CCCS,"CCC INTELLIGENT",BP4CXL8,8.77,"835,332.00","7,325,861.64"
0.27,TWLO,"TWILIO INC - A",BD6P5Q0,85.77,"84,301.00","7,230,496.77"
0.27,PATH,"UIPATH INC - CLASS A",BMD02L5,10.38,"691,714.00","7,179,991.32"
0.27,"3443 TT","GLOBAL UNICHIP CORP",B056381,29.72,"238,865.00","7,098,710.66"
0.26,SNAP,"SNAP INC - A",BD8DJ71,7.74,"901,648.00","6,978,755.52"
0.25,INFA,"INFORMATICA INC - CLASS A",BMG95P4,17.39,"386,037.00","6,713,183.43"
0.25,DXC,"DXC TECHNOLOGY CO",BYXD7B3,14.64,"450,701.00","6,598,262.64"
0.25,"AMP IM","AMPLIFON SPA",B14NJ71,18.62,"351,375.00","6,543,236.51"
0.25,"5803 JP","FUJIKURA LTD",6356707,32.03,"204,258.00","6,543,193.36"
0.24,WIX,"WIX.COM LTD",BFZCHN7,161.05,"40,207.00","6,475,337.35"
0.24,STX,"SEAGATE TECHNOLO",BKVD2N4,72.82,"87,719.00","6,387,697.58"
0.23,TDC,"TERADATA CORP",B247H10,20.27,"296,348.00","6,006,973.96"
0.22,VRNT,"VERINT SYSTEMS INC",2849193,15.96,"373,351.00","5,958,681.96"
0.22,PEGA,"PEGASYSTEMS INC",2675860,68.01,"87,513.00","5,951,759.13"
0.21,"6526 JP","SOCIONEXT INC",BMTVX75,10.02,"549,646.00","5,509,766.75"
0.21,QUBT,"QUANTUM COMPUTING INC",BFYDQ34,6.41,"856,811.00","5,492,158.51"
0.20,AI,"C3.AI INC-A",BMGNBJ2,19.35,"280,012.00","5,418,232.20"
0.19,ZBRA,"ZEBRA TECH CORP",2989356,224.76,"22,686.00","5,098,905.36"
0.19,AMBA,"AMBARELLA INC",B7KH3G6,43.60,"115,610.00","5,040,596.00"
0.17,SOUN,"SOUNDHOUND AI INC-A",BLDBS68,7.76,"581,012.00","4,508,653.12"
0.16,HUT,"HUT 8 CORP",BQQ8816,11.08,"374,463.00","4,149,050.04"
0.09,,"OTHER PAYABLE & RECEIVABLES",,1.00,"2,434,616.34","2,434,616.34"
0.01,,CASH,,1.00,"355,995.66","355,995.66"
0.00,,"SWISS FRANC",,1.23,132.60,162.61
0.00,,"CANADIAN DOLLAR",,0.72,-277.95,-200.13
0.00,,EURO,,1.14,-545.69,-621.13
"The information contained herein may not be reproduced, redistributed or used to create any derivative works.",,,,,,
