"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 03/21/2025",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
4.42,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,65.80,"2,018,843.00","132,843,393.71"
4.19,BABA,"ALIBABA GRP-ADR",BP41ZD1,135.14,"931,665.00","125,905,208.10"
3.64,"005930 KS","SAMSUNG ELECTRON",6771720,42.18,"2,594,139.00","109,407,960.83"
3.15,AAPL,"APPLE INC",2046251,218.27,"433,537.00","94,628,120.99"
3.14,NFLX,"NETFLIX INC",2857817,960.29,"98,123.00","94,226,535.67"
3.13,CSCO,"CISCO SYSTEMS INC",2198163,60.30,"1,557,643.00","93,925,872.90"
3.02,META,"META PLATFORMS INC",B7TL820,596.25,"152,134.00","90,709,897.50"
2.94,IBM,IBM,2005973,243.87,"362,235.00","88,338,249.45"
2.82,MSFT,"MICROSOFT CORP",2588173,391.26,"216,689.00","84,781,738.14"
2.72,ACN,"ACCENTURE PLC-CL A",B4BNMY3,305.32,"267,019.00","81,526,241.08"
2.71,CRM,"SALESFORCE INC",2310525,280.62,"289,899.00","81,351,457.38"
2.69,AMZN,"AMAZON.COM INC",2000019,196.21,"411,697.00","80,779,068.37"
2.67,GOOGL,"ALPHABET INC-CL A",BYVY8G0,163.99,"489,669.00","80,300,819.31"
2.64,ORCL,"ORACLE CORP",2661568,152.23,"519,980.00","79,156,555.40"
2.59,PLTR,"PALANTIR TECHN-A",BN78DQ4,90.96,"853,795.00","77,661,193.20"
2.58,"SIE GR","SIEMENS AG-REG",5727973,247.37,"313,649.00","77,585,876.51"
2.58,NVDA,"NVIDIA CORP",2379504,117.70,"658,181.00","77,467,903.70"
2.58,AVGO,"BROADCOM INC",BDZ78H9,191.66,"403,381.00","77,312,002.46"
2.54,TSM,"TAIWAN SEMIC-ADR",2113382,176.73,"431,809.00","76,313,604.57"
2.36,NOW,"SERVICENOW INC",B80NXX8,827.75,"85,587.00","70,844,639.25"
2.27,QCOM,"QUALCOMM INC",2714923,156.82,"434,999.00","68,216,543.18"
2.25,AMD,"ADVANCED MICRO DEVICES",2007849,106.44,"635,170.00","67,607,494.80"
2.20,ADBE,"ADOBE INC",2008154,387.26,"170,744.00","66,122,321.44"
2.08,UBER,"UBER TECHNOLOGIES INC",BK6N347,75.84,"824,097.00","62,499,516.48"
1.95,TSLA,"TESLA INC",B616C79,248.71,"235,237.00","58,505,794.27"
1.65,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,104.21,"474,738.00","49,472,446.98"
1.56,"3690 HK","MEITUAN-CLASS B",BGJW376,21.56,"2,169,515.00","46,776,578.18"
1.40,"000660 KS","SK HYNIX INC",6450267,147.31,"284,931.00","41,971,790.22"
1.38,MU,"MICRON TECHNOLOGY INC",2588184,94.72,"435,878.00","41,286,364.16"
1.36,INTC,"INTEL CORP",2463247,24.26,"1,686,940.00","40,925,164.40"
1.22,APP,"APPLOVIN CORP-CLASS A",BMV3LG4,314.03,"117,023.00","36,748,732.69"
1.00,TRI,"THOMSON REUTERS CORP",BNBXPB4,170.01,"175,792.00","29,886,397.92"
0.99,FTNT,"FORTINET INC",B5B2106,98.65,"299,828.00","29,578,032.20"
0.94,CDNS,"CADENCE DESIGN SYS INC",2302232,262.42,"107,568.00","28,227,994.56"
0.91,SNPS,"SYNOPSYS INC",2867719,448.60,"60,700.00","27,230,020.00"
0.79,MRVL,"MARVELL TECHNOLOGY INC",BNKJSM5,70.39,"338,673.00","23,839,192.47"
0.70,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,249.49,"83,920.00","20,937,200.80"
0.68,SNOW,"SNOWFLAKE INC-CLASS A",BN134B7,158.39,"128,818.00","20,403,483.02"
0.67,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,200.64,"99,615.00","19,986,753.60"
0.61,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,35.94,"510,617.00","18,351,635.14"
0.55,"EXPN LN","EXPERIAN PLC",B19NLV4,45.99,"358,764.00","16,498,619.14"
0.55,"6702 JP","FUJITSU LIMITED",6356945,20.32,"807,937.00","16,420,117.03"
0.49,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,81.49,"178,684.00","14,560,959.16"
0.48,"WKL NA","WOLTERS KLUWER",5671519,154.03,"93,350.00","14,378,614.28"
0.43,DDOG,"DATADOG INC - CLASS A",BKT9Y49,105.03,"122,688.00","12,885,920.64"
0.42,STNE,"STONECO LTD-A",BGKG6M3,11.10,"1,127,410.00","12,514,251.00"
0.42,OKTA,"OKTA INC",BDFZSP1,113.74,"109,624.00","12,468,633.76"
0.41,ZS,"ZSCALER INC",BZ00V34,205.20,"60,134.00","12,339,496.80"
0.41,"6701 JP","NEC CORP",6640400,105.14,"116,227.00","12,220,256.09"
0.41,SMCI,"SUPER MICRO COMPUTER INC",BRC3N73,42.15,"288,684.00","12,168,030.60"
0.38,"6954 JP","FANUC CORP",6356934,29.38,"387,855.00","11,396,933.96"
0.37,BIDU,"BAIDU INC - SPON ADR",B0FXT17,94.54,"117,014.00","11,062,503.56"
0.35,"TIETO FH","TIETOEVRY OYJ",5479702,20.20,"522,816.00","10,561,996.48"
0.35,G,"GENPACT LTD",B23DBK6,49.90,"209,291.00","10,443,620.90"
0.33,"4755 JP","RAKUTEN GROUP INC",6229597,6.05,"1,645,526.00","9,951,130.45"
0.33,TTD,"TRADE DESK INC-A",BD8FDD1,56.31,"175,569.00","9,886,290.39"
0.33,"2353 TT","ACER INC",6005850,1.16,"8,510,400.00","9,880,814.84"
0.33,"2395 TT","ADVANTECH CO LTD",6202673,11.85,"830,057.00","9,838,495.42"
0.33,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,8.17,"1,202,738.00","9,826,369.46"
0.31,NICE,"NICE LTD - SPON ADR",2639736,156.78,"60,170.00","9,433,452.60"
0.31,CYBR,"CYBERARK SOFTWAR",BQT3XY6,351.76,"26,603.00","9,357,871.28"
0.30,"TEMN SW","TEMENOS AG - REG",7147892,80.48,"113,589.00","9,141,635.52"
0.29,TWLO,"TWILIO INC - A",BD6P5Q0,103.45,"85,302.00","8,824,491.90"
0.28,"6588 JP","TOSHIBA TEC CORP",6894887,19.24,"442,916.00","8,522,989.27"
