"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 10/20/2023",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.69,GOOGL,"ALPHABET INC-CL A",BYVY8G0,135.60,"167,094.00","22,657,946.40"
3.42,META,"META PLATFORMS INC",B7TL820,308.65,"68,042.00","21,001,163.30"
3.41,ADBE,"ADOBE INC",2008154,540.96,"38,678.00","20,923,250.88"
3.36,INTC,"INTEL CORP",2463247,34.92,"589,929.00","20,600,320.68"
3.29,CSCO,"CISCO SYSTEMS INC",2198163,52.93,"380,964.00","20,164,424.52"
3.23,IBM,IBM,2005973,137.16,"144,476.00","19,816,328.16"
3.15,AMZN,"AMAZON.COM INC",2000019,125.17,"154,241.00","19,306,345.97"
3.11,MSFT,"MICROSOFT CORP",2588173,326.67,"58,353.00","19,062,174.51"
3.07,ACN,"ACCENTURE PLC-CL A",B4BNMY3,297.00,"63,530.00","18,868,410.00"
3.06,NFLX,"NETFLIX INC",2857817,400.96,"46,858.00","18,788,183.68"
3.05,NOW,"SERVICENOW INC",B80NXX8,542.51,"34,506.00","18,719,850.06"
3.04,"005930 KS","SAMSUNG ELECTRON",6771720,50.87,"366,300.00","18,633,916.23"
3.04,NVDA,"NVIDIA CORP",2379504,413.87,"45,019.00","18,632,013.53"
2.95,AAPL,"APPLE INC",2046251,172.88,"104,659.00","18,093,447.92"
2.92,CRM,"SALESFORCE INC",2310525,203.73,"87,965.00","17,921,109.45"
2.85,QCOM,"QUALCOMM INC",2714923,108.63,"160,905.00","17,479,110.15"
2.83,BABA,"ALIBABA GRP-ADR",BP41ZD1,79.94,"217,497.00","17,386,710.18"
2.83,ORCL,"ORACLE CORP",2661568,101.85,"170,475.00","17,362,878.75"
2.83,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,36.94,"469,843.00","17,354,442.24"
2.66,TSLA,"TESLA INC",B616C79,211.99,"77,116.00","16,347,820.84"
2.61,"SIE GR","SIEMENS AG-REG",5727973,134.60,"119,060.00","16,025,610.64"
2.02,UBER,"UBER TECHNOLOGIES INC",BK6N347,42.96,"288,874.00","12,410,027.04"
1.77,"3690 HK","MEITUAN-CLASS B",BGJW376,13.78,"788,515.00","10,863,975.49"
1.63,SNPS,"SYNOPSYS INC",2867719,467.64,"21,441.00","10,026,669.24"
1.58,"000660 KS","SK HYNIX INC",6450267,93.31,"104,095.00","9,713,326.93"
1.51,CDNS,"CADENCE DESIGN SYS INC",2302232,238.64,"38,952.00","9,295,505.28"
1.42,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,51.14,"170,857.00","8,737,626.98"
1.29,TRI,"THOMSON REUTERS CORP",BNBXPB4,121.85,"64,742.00","7,888,812.70"
1.12,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,185.76,"37,089.00","6,889,652.64"
1.02,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,211.16,"29,623.00","6,255,192.68"
0.95,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,31.13,"186,772.00","5,814,252.98"
0.85,"STMMI IM","STMICROELECTRONICS NV",5962343,39.95,"130,623.00","5,218,447.08"
0.76,"WKL NA","WOLTERS KLUWER",5671519,126.00,"37,230.00","4,691,101.42"
0.76,TTD,"TRADE DESK INC-A",BD8FDD1,74.06,"63,149.00","4,676,814.94"
0.71,ROK,"ROCKWELL AUTOMATION INC",2754060,266.06,"16,353.00","4,350,879.18"
0.69,BIDU,"BAIDU INC - SPON ADR",B0FXT17,106.46,"39,875.00","4,245,092.50"
0.69,"EXPN LN","EXPERIAN PLC",B19NLV4,32.10,"130,901.00","4,201,784.06"
0.68,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,64.05,"64,897.00","4,156,652.85"
0.60,"6954 JP","FANUC CORP",6356934,25.50,"144,231.00","3,678,542.40"
0.59,DDOG,"DATADOG INC - CLASS A",BKT9Y49,86.08,"41,926.00","3,608,990.08"
0.56,SPLK,"SPLUNK INC",B424494,147.53,"23,336.00","3,442,760.08"
0.56,"6702 JP","FUJITSU LIMITED",6356945,113.55,"30,151.00","3,423,529.94"
0.55,ZS,"ZSCALER INC",BZ00V34,162.19,"20,710.00","3,358,954.90"
0.51,EBAY,"EBAY INC",2293819,40.76,"76,129.00","3,103,018.04"
0.45,HPE,"HEWLETT PACKA",BYVYWS0,15.23,"182,922.00","2,785,902.06"
0.37,BAH,"BOOZ ALLEN HAMIL",B5367T7,121.85,"18,707.00","2,279,447.95"
0.36,CCCS,"CCC INTELLIGENT",BP4CXL8,12.33,"180,912.00","2,230,644.96"
0.36,STX,"SEAGATE TECHNOLO",BKVD2N4,66.69,"33,222.00","2,215,575.18"
0.36,INFA,"INFORMATICA INC - CLASS A",BMG95P4,20.42,"107,124.00","2,187,472.08"
0.36,FRSH,"FRESHWORKS INC-CL A",BPF0BB7,18.55,"117,860.00","2,186,303.00"
0.35,CYBR,"CYBERARK SOFTWAR",BQT3XY6,163.61,"13,291.00","2,174,474.06"
0.35,OKTA,"OKTA INC",BDFZSP1,75.57,"28,340.00","2,141,653.80"
0.35,"6701 JP","NEC CORP",6640400,50.94,"41,558.00","2,117,061.20"
0.33,HUBB,"HUBBELL INC",BDFG6S3,279.87,"7,262.00","2,032,415.94"
0.33,"6526 JP","SOCIONEXT INC",BMTVX75,98.94,"20,205.00","1,999,000.30"
0.32,WIX,"WIX.COM LTD",BFZCHN7,83.16,"23,696.00","1,970,559.36"
0.32,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,4.49,"438,702.00","1,969,771.98"
0.32,"2353 TT","ACER INC",6005850,1.09,"1,788,400.00","1,944,994.13"
0.32,SMAR,"SMARTSHEET INC-CLASS A",BFZND98,41.02,"47,276.00","1,939,261.52"
0.32,"6502 JP","TOSHIBA CORP",6897217,30.69,"62,912.00","1,931,072.50"
0.31,BZ,"KANZHUN LTD - ADR",BM91SH0,14.99,"128,719.00","1,929,497.81"
0.31,"3661 TT","ALCHIP TECHNOLOGIES LTD",B4TPSL0,79.56,"23,690.00","1,884,747.88"
0.30,G,"GENPACT LTD",B23DBK6,35.27,"52,719.00","1,859,399.13"
0.30,"5803 JP","FUJIKURA LTD",6356707,7.58,"243,869.00","1,847,381.50"
0.30,SNAP,"SNAP INC - A",BD8DJ71,9.44,"193,103.00","1,822,892.32"
0.30,SMCI,"SUPER MICRO COMPUTER INC",B1VQR35,248.58,"7,325.00","1,820,848.50"
0.29,PATH,"UIPATH INC - CLASS A",BMD02L5,15.53,"114,106.00","1,772,066.18"
0.29,PCOR,"PROCORE TECHNOLOGIES INC",BLH11J8,62.88,"28,140.00","1,769,443.20"
0.29,IONQ,"IONQ INC",BP484B3,12.59,"138,810.00","1,747,617.90"
