"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 04/15/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
4.17,NVDA,"NVIDIA CORP",2379504,860.01,"81,324.00","69,939,453.24"
3.77,META,"META PLATFORMS INC",B7TL820,500.23,"126,456.00","63,257,084.88"
3.57,NFLX,"NETFLIX INC",2857817,607.15,"98,705.00","59,928,740.75"
3.41,AMZN,"AMAZON.COM INC",2000019,183.62,"311,857.00","57,263,182.34"
3.27,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,38.88,"1,409,943.00","54,819,410.81"
3.21,QCOM,"QUALCOMM INC",2714923,169.84,"316,972.00","53,834,524.48"
3.11,ORCL,"ORACLE CORP",2661568,119.88,"435,044.00","52,153,074.72"
3.11,AVGO,"BROADCOM INC",BDZ78H9,"1,310.69","39,785.00","52,145,801.65"
3.06,GOOGL,"ALPHABET INC-CL A",BYVY8G0,154.86,"331,014.00","51,260,828.04"
3.06,"005930 KS","SAMSUNG ELECTRON",6771720,59.39,"862,751.00","51,239,573.86"
3.02,IBM,IBM,2005973,181.25,"279,856.00","50,723,900.00"
3.01,MSFT,"MICROSOFT CORP",2588173,413.64,"122,036.00","50,478,971.04"
2.86,CRM,"SALESFORCE INC",2310525,272.90,"175,616.00","47,925,606.40"
2.84,NOW,"SERVICENOW INC",B80NXX8,735.81,"64,746.00","47,640,754.26"
2.77,BABA,"ALIBABA GRP-ADR",BP41ZD1,70.62,"657,487.00","46,431,731.94"
2.70,CSCO,"CISCO SYSTEMS INC",2198163,48.24,"940,001.00","45,345,648.24"
2.57,AAPL,"APPLE INC",2046251,172.69,"249,368.00","43,063,359.92"
2.55,UBER,"UBER TECHNOLOGIES INC",BK6N347,73.40,"583,027.00","42,794,181.80"
2.54,"SIE GR","SIEMENS AG-REG",5727973,186.93,"227,728.00","42,568,921.57"
2.46,ACN,"ACCENTURE PLC-CL A",B4BNMY3,313.27,"131,669.00","41,247,947.63"
2.28,ADBE,"ADOBE INC",2008154,470.10,"81,491.00","38,308,919.10"
2.26,MU,"MICRON TECHNOLOGY INC",2588184,121.37,"311,787.00","37,841,588.19"
2.24,TSLA,"TESLA INC",B616C79,161.48,"232,827.00","37,596,903.96"
2.15,INTC,"INTEL CORP",2463247,36.31,"995,228.00","36,136,728.68"
1.66,"000660 KS","SK HYNIX INC",6450267,135.98,"204,746.00","27,840,899.68"
1.40,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,68.57,"341,503.00","23,416,860.71"
1.39,SNPS,"SYNOPSYS INC",2867719,543.91,"42,982.00","23,378,339.62"
1.38,CDNS,"CADENCE DESIGN SYS INC",2302232,301.56,"76,776.00","23,152,570.56"
1.23,"3690 HK","MEITUAN-CLASS B",BGJW376,12.98,"1,590,715.00","20,643,068.04"
1.17,TRI,"THOMSON REUTERS CORP",BNBXPB4,152.55,"128,345.00","19,579,029.75"
1.00,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,230.11,"72,831.00","16,759,141.41"
0.92,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,259.63,"59,386.00","15,418,387.18"
0.84,FTNT,"FORTINET INC",B5B2106,64.73,"216,469.00","14,012,038.37"
