"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 08/31/2023",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.41,GOOGL,"ALPHABET INC-CL A",BYVY8G0,136.17,"137,308.00","18,697,230.36"
3.34,NVDA,"NVIDIA CORP",2379504,493.55,"37,077.00","18,299,353.35"
3.28,CSCO,"CISCO SYSTEMS INC",2198163,57.35,"312,830.00","17,940,800.50"
3.24,ADBE,"ADOBE INC",2008154,559.34,"31,764.00","17,766,875.76"
3.19,AMZN,"AMAZON.COM INC",2000019,138.01,"126,653.00","17,479,380.53"
3.18,IBM,IBM,2005973,146.83,"118,560.00","17,408,164.80"
3.11,INTC,"INTEL CORP",2463247,35.14,"484,175.00","17,013,909.50"
3.09,ACN,"ACCENTURE PLC-CL A",B4BNMY3,323.77,"52,244.00","16,915,039.88"
3.08,ORCL,"ORACLE CORP",2661568,120.39,"139,961.00","16,849,904.79"
3.05,NFLX,"NETFLIX INC",2857817,433.68,"38,498.00","16,695,812.64"
3.05,NOW,"SERVICENOW INC",B80NXX8,588.83,"28,347.00","16,691,564.01"
3.03,BABA,"ALIBABA GRP-ADR",BP41ZD1,92.90,"178,623.00","16,594,076.70"
3.02,META,"META PLATFORMS INC",B7TL820,295.89,"55,920.00","16,546,168.80"
2.98,TSLA,"TESLA INC",B616C79,258.08,"63,322.00","16,342,141.76"
2.94,AAPL,"APPLE INC",2046251,187.87,"85,849.00","16,128,451.63"
2.92,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,41.44,"386,243.00","16,007,775.69"
2.92,CRM,"SALESFORCE INC",2310525,221.46,"72,280.00","16,007,128.80"
2.87,MSFT,"MICROSOFT CORP",2588173,327.76,"47,903.00","15,700,687.28"
2.78,"005930 KS","SAMSUNG ELECTRON",6771720,50.61,"300,674.00","15,218,528.92"
2.76,QCOM,"QUALCOMM INC",2714923,114.53,"132,063.00","15,125,175.39"
2.69,"SIE GR","SIEMENS AG-REG",5727973,150.73,"97,742.00","14,733,013.11"
2.04,UBER,"UBER TECHNOLOGIES INC",BK6N347,47.23,"237,042.00","11,195,493.66"
1.95,"3690 HK","MEITUAN-CLASS B",BGJW376,16.39,"650,115.00","10,653,205.92"
1.70,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,66.49,"140,343.00","9,331,406.07"
1.48,SNPS,"SYNOPSYS INC",2867719,458.89,"17,679.00","8,112,716.31"
1.44,"000660 KS","SK HYNIX INC",6450267,92.15,"85,703.00","7,897,579.27"
1.41,CDNS,"CADENCE DESIGN SYS INC",2302232,240.44,"32,217.00","7,746,255.48"
1.26,TRI,"THOMSON REUTERS CORP",BNBXPB4,128.79,"53,456.00","6,884,598.24"
1.14,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,205.72,"30,401.00","6,254,093.72"
1.08,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,244.50,"24,189.00","5,914,210.50"
1.00,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,35.83,"153,332.00","5,494,330.10"
0.93,"STMMI IM","STMICROELECTRONICS NV",5962343,47.39,"107,215.00","5,081,122.44"
0.85,BIDU,"BAIDU INC - SPON ADR",B0FXT17,142.83,"32,769.00","4,680,396.27"
0.77,ROK,"ROCKWELL AUTOMATION INC",2754060,312.08,"13,427.00","4,190,298.16"
0.76,TTD,"TRADE DESK INC-A",BD8FDD1,80.03,"51,863.00","4,150,595.89"
0.69,"EXPN LN","EXPERIAN PLC",B19NLV4,35.00,"107,493.00","3,762,125.60"
0.68,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,70.45,"53,193.00","3,747,446.85"
0.67,"WKL NA","WOLTERS KLUWER",5671519,120.69,"30,542.00","3,686,149.17"
0.62,"6954 JP","FANUC CORP",6356934,28.53,"118,733.00","3,387,012.05"
0.61,DDOG,"DATADOG INC - CLASS A",BKT9Y49,96.48,"34,402.00","3,319,104.96"
0.56,"6702 JP","FUJITSU LIMITED",6356945,125.05,"24,717.00","3,090,792.22"
0.52,EBAY,"EBAY INC",2293819,44.78,"63,347.00","2,836,678.66"
0.48,ZS,"ZSCALER INC",BZ00V34,156.05,"16,948.00","2,644,735.40"
0.47,HPE,"HEWLETT PACKA",BYVYWS0,16.99,"149,900.00","2,546,801.00"
0.42,SPLK,"SPLUNK INC",B424494,121.26,"19,156.00","2,322,856.56"
0.39,FRSH,"FRESHWORKS INC-CL A",BPF0BB7,21.87,"96,542.00","2,111,373.54"
