"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 01/09/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
4.00,INTC,"INTEL CORP",2463247,48.05,"765,197.00","36,767,715.85"
3.44,META,"META PLATFORMS INC",B7TL820,357.43,"88,419.00","31,603,603.17"
3.40,NOW,"SERVICENOW INC",B80NXX8,698.67,"44,767.00","31,277,359.89"
3.39,NVDA,"NVIDIA CORP",2379504,531.40,"58,672.00","31,178,300.80"
3.32,GOOGL,"ALPHABET INC-CL A",BYVY8G0,140.95,"216,951.00","30,579,243.45"
3.29,AMZN,"AMAZON.COM INC",2000019,151.37,"200,207.00","30,305,333.59"
3.26,IBM,IBM,2005973,160.08,"187,132.00","29,956,090.56"
3.24,CRM,"SALESFORCE INC",2310525,261.34,"114,109.00","29,821,246.06"
3.19,ADBE,"ADOBE INC",2008154,586.20,"50,124.00","29,382,688.80"
3.19,NFLX,"NETFLIX INC",2857817,482.09,"60,869.00","29,344,336.21"
3.17,QCOM,"QUALCOMM INC",2714923,139.89,"208,722.00","29,198,120.58"
3.09,MSFT,"MICROSOFT CORP",2588173,375.79,"75,718.00","28,454,067.22"
3.08,ACN,"ACCENTURE PLC-CL A",B4BNMY3,342.75,"82,630.00","28,321,432.50"
2.93,"005930 KS","SAMSUNG ELECTRON",6771720,56.77,"475,234.00","26,980,794.07"
2.92,"SIE GR","SIEMENS AG-REG",5727973,174.03,"154,494.00","26,887,002.80"
2.73,AAPL,"APPLE INC",2046251,185.14,"135,655.00","25,115,166.70"
2.68,CSCO,"CISCO SYSTEMS INC",2198163,49.91,"494,709.00","24,690,926.19"
2.56,TSLA,"TESLA INC",B616C79,234.96,"100,096.00","23,518,556.16"
2.48,ORCL,"ORACLE CORP",2661568,103.23,"221,237.00","22,838,295.51"
2.45,UBER,"UBER TECHNOLOGIES INC",BK6N347,60.30,"374,186.00","22,563,415.80"
2.41,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,36.29,"610,743.00","22,161,665.75"
2.21,BABA,"ALIBABA GRP-ADR",BP41ZD1,72.02,"282,363.00","20,335,783.26"
1.93,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,80.11,"222,005.00","17,784,820.55"
1.53,SNPS,"SYNOPSYS INC",2867719,501.87,"28,114.00","14,109,573.18"
1.53,"000660 KS","SK HYNIX INC",6450267,104.43,"134,554.00","14,051,088.43"
1.43,CDNS,"CADENCE DESIGN SYS INC",2302232,261.75,"50,407.00","13,194,032.25"
1.32,TRI,"THOMSON REUTERS CORP",BNBXPB4,144.48,"84,006.00","12,137,186.88"
1.14,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,275.82,"38,118.00","10,513,706.76"
1.11,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,211.71,"48,097.00","10,182,615.87"
1.02,"3690 HK","MEITUAN-CLASS B",BGJW376,9.03,"1,035,515.00","9,347,405.61"
1.01,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,38.43,"241,812.00","9,293,150.49"
0.82,"STMMI IM","STMICROELECTRONICS NV",5962343,44.43,"169,151.00","7,514,580.08"
