"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 05/31/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
5.24,NVDA,"NVIDIA CORP",2379504,"1,096.33","88,412.00","96,928,727.96"
3.84,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,45.99,"1,542,843.00","70,956,164.74"
3.80,QCOM,"QUALCOMM INC",2714923,204.05,"344,438.00","70,282,573.90"
3.72,NFLX,"NETFLIX INC",2857817,641.62,"107,122.00","68,731,617.64"
3.47,META,"META PLATFORMS INC",B7TL820,466.83,"137,531.00","64,203,596.73"
3.36,GOOGL,"ALPHABET INC-CL A",BYVY8G0,172.50,"359,809.00","62,067,052.50"
3.23,AMZN,"AMAZON.COM INC",2000019,176.44,"338,880.00","59,791,987.20"
3.11,AVGO,"BROADCOM INC",BDZ78H9,"1,328.55","43,329.00","57,564,742.95"
3.03,BABA,"ALIBABA GRP-ADR",BP41ZD1,78.34,"714,634.00","55,984,427.56"
3.00,ORCL,"ORACLE CORP",2661568,117.19,"472,699.00","55,395,595.81"
2.98,MSFT,"MICROSOFT CORP",2588173,415.13,"132,668.00","55,074,466.84"
2.82,AAPL,"APPLE INC",2046251,192.25,"271,075.00","52,114,168.75"
2.75,IBM,IBM,2005973,166.85,"304,221.00","50,759,273.85"
2.69,"005930 KS","SAMSUNG ELECTRON",6771720,53.09,"937,618.00","49,774,239.28"
2.57,CSCO,"CISCO SYSTEMS INC",2198163,46.50,"1,021,513.00","47,500,354.50"
2.56,"SIE GR","SIEMENS AG-REG",5727973,191.35,"247,663.00","47,389,763.21"
2.51,NOW,"SERVICENOW INC",B80NXX8,656.93,"70,505.00","46,316,849.65"
2.44,TSLA,"TESLA INC",B616C79,178.08,"253,205.00","45,090,746.40"
2.42,CRM,"SALESFORCE INC",2310525,234.44,"190,678.00","44,702,550.32"
2.29,MU,"MICRON TECHNOLOGY INC",2588184,125.00,"338,810.00","42,351,250.00"
2.21,UBER,"UBER TECHNOLOGIES INC",BK6N347,64.56,"633,529.00","40,900,632.24"
2.19,ACN,"ACCENTURE PLC-CL A",B4BNMY3,282.29,"143,187.00","40,420,258.23"
2.13,ADBE,"ADOBE INC",2008154,444.76,"88,579.00","39,396,396.04"
1.81,INTC,"INTEL CORP",2463247,30.85,"1,081,613.00","33,367,761.05"
1.64,"000660 KS","SK HYNIX INC",6450267,136.65,"222,466.00","30,400,178.54"
1.41,SNPS,"SYNOPSYS INC",2867719,560.80,"46,526.00","26,091,780.80"
1.30,TRI,"THOMSON REUTERS CORP",BNBXPB4,172.11,"139,419.00","23,995,404.09"
1.29,CDNS,"CADENCE DESIGN SYS INC",2302232,286.31,"83,421.00","23,884,266.51"
1.25,"3690 HK","MEITUAN-CLASS B",BGJW376,13.43,"1,723,615.00","23,155,289.81"
1.19,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,59.15,"371,184.00","21,955,533.60"
1.16,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,272.10,"79,033.00","21,504,879.30"
0.87,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,39.98,"402,000.00","16,070,835.37"
0.76,FTNT,"FORTINET INC",B5B2106,59.32,"235,518.00","13,970,927.76"
0.74,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,211.45,"64,702.00","13,681,237.90"
0.73,"5803 JP","FUJIKURA LTD",6356707,20.52,"656,113.00","13,460,869.34"
0.72,SMCI,"SUPER MICRO COMPUTER INC",B1VQR35,784.51,"17,013.00","13,346,868.63"
0.70,"EXPN LN","EXPERIAN PLC",B19NLV4,45.92,"282,911.00","12,992,538.73"
0.69,TTD,"TRADE DESK INC-A",BD8FDD1,92.78,"137,826.00","12,787,496.28"
0.66,"WKL NA","WOLTERS KLUWER",5671519,158.55,"76,948.00","12,200,244.69"
0.59,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,78.00,"139,217.00","10,858,926.00"
0.56,DDOG,"DATADOG INC - CLASS A",BKT9Y49,110.18,"93,430.00","10,294,117.40"
0.52,CLS,"CELESTICA INC",BMDLRD5,55.92,"171,805.00","9,607,335.60"
0.50,"6702 JP","FUJITSU LIMITED",6356945,14.44,"642,770.00","9,278,842.76"
0.49,ROK,"ROCKWELL AUTOMATION INC",2754060,257.53,"34,882.00","8,983,161.46"
0.47,EBAY,"EBAY INC",2293819,54.22,"160,273.00","8,690,002.06"
0.47,"6954 JP","FANUC CORP",6356934,27.99,"309,265.00","8,657,333.90"
0.46,BIDU,"BAIDU INC - SPON ADR",B0FXT17,97.20,"87,832.00","8,537,270.40"
0.41,ZS,"ZSCALER INC",BZ00V34,169.96,"45,050.00","7,656,698.00"
0.38,"6526 JP","SOCIONEXT INC",BMTVX75,29.13,"243,437.00","7,091,887.02"
0.38,HPE,"HEWLETT PACKA",BYVYWS0,17.65,"398,412.00","7,031,971.80"
0.35,ZBRA,"ZEBRA TECH CORP",2989356,312.34,"20,790.00","6,493,548.60"
0.35,WIX,"WIX.COM LTD",BFZCHN7,161.10,"39,953.00","6,436,428.30"
0.35,HUBB,"HUBBELL INC",BDFG6S3,388.89,"16,493.00","6,413,962.77"
0.35,SNAP,"SNAP INC - A",BD8DJ71,15.02,"426,568.00","6,407,051.36"
0.34,PEGA,"PEGASYSTEMS INC",2675860,57.46,"110,106.00","6,326,690.76"
0.33,"6701 JP","NEC CORP",6640400,73.98,"83,496.00","6,176,722.14"
0.33,"4755 JP","RAKUTEN GROUP INC",6229597,5.19,"1,189,194.00","6,175,075.91"
0.33,STX,"SEAGATE TECHNOLO",BKVD2N4,93.24,"65,280.00","6,086,707.20"
0.33,"AMP IM","AMPLIFON SPA",B14NJ71,36.75,"163,760.00","6,017,777.78"
0.32,AI,"C3.AI INC-A",BMGNBJ2,29.57,"199,043.00","5,885,701.51"
0.32,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,6.14,"949,138.00","5,827,707.32"
0.30,"2353 TT","ACER INC",6005850,1.63,"3,422,000.00","5,588,189.17"
0.29,OKTA,"OKTA INC",BDFZSP1,88.68,"60,933.00","5,403,538.44"
0.29,"2395 TT","ADVANTECH CO LTD",6202673,10.90,"495,357.00","5,397,944.71"
0.29,VRNT,"VERINT SYSTEMS INC",2849193,29.66,"179,443.00","5,322,279.38"
0.29,CCCS,"CCC INTELLIGENT",BP4CXL8,11.18,"473,571.00","5,294,523.78"
