"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 02/24/2025",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
4.04,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,63.96,"2,021,243.00","129,272,191.87"
3.76,BABA,"ALIBABA GRP-ADR",BP41ZD1,129.04,"932,609.00","120,343,865.36"
3.35,AAPL,"APPLE INC",2046251,247.10,"433,977.00","107,235,716.70"
3.25,"005930 KS","SAMSUNG ELECTRON",6771720,40.15,"2,596,763.00","104,252,597.58"
3.18,META,"META PLATFORMS INC",B7TL820,668.13,"152,286.00","101,746,845.18"
3.08,CSCO,"CISCO SYSTEMS INC",2198163,63.24,"1,559,219.00","98,605,009.56"
3.04,ACN,"ACCENTURE PLC-CL A",B4BNMY3,363.91,"267,291.00","97,269,867.81"
3.03,NFLX,"NETFLIX INC",2857817,988.47,"98,219.00","97,086,534.93"
2.96,IBM,IBM,2005973,261.87,"362,603.00","94,954,847.61"
2.79,CRM,"SALESFORCE INC",2310525,308.32,"290,195.00","89,472,922.40"
2.76,ORCL,"ORACLE CORP",2661568,169.96,"520,508.00","88,465,539.68"
2.74,GOOGL,"ALPHABET INC-CL A",BYVY8G0,179.25,"490,165.00","87,862,076.25"
2.74,AMZN,"AMAZON.COM INC",2000019,212.71,"412,113.00","87,660,556.23"
2.74,MSFT,"MICROSOFT CORP",2588173,404.00,"216,905.00","87,629,620.00"
2.68,NVDA,"NVIDIA CORP",2379504,130.28,"658,845.00","85,834,326.60"
2.62,AVGO,"BROADCOM INC",BDZ78H9,207.93,"403,789.00","83,959,846.77"
2.59,TSM,"TAIWAN SEMIC-ADR",2113382,191.65,"432,249.00","82,840,520.85"
2.48,NOW,"SERVICENOW INC",B80NXX8,927.58,"85,675.00","79,470,416.50"
2.43,TSLA,"TESLA INC",B616C79,330.53,"235,477.00","77,832,212.81"
2.42,PLTR,"PALANTIR TECHN-A",BN78DQ4,90.68,"854,659.00","77,500,478.12"
2.37,ADBE,"ADOBE INC",2008154,444.42,"170,920.00","75,960,266.40"
2.24,"SIE GR","SIEMENS AG-REG",5727973,228.33,"313,969.00","71,688,273.56"
2.19,QCOM,"QUALCOMM INC",2714923,161.10,"435,439.00","70,149,222.90"
2.15,AMD,"ADVANCED MICRO DEVICES",2007849,108.11,"635,810.00","68,737,419.10"
1.97,UBER,"UBER TECHNOLOGIES INC",BK6N347,76.42,"824,929.00","63,041,074.18"
1.71,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,115.48,"475,218.00","54,878,174.64"
1.50,APP,"APPLOVIN CORP-CLASS A",BMV3LG4,410.45,"117,143.00","48,081,344.35"
1.45,"3690 HK","MEITUAN-CLASS B",BGJW376,21.42,"2,171,915.00","46,517,088.69"
1.30,MU,"MICRON TECHNOLOGY INC",2588184,95.41,"436,318.00","41,629,100.38"
1.28,INTC,"INTEL CORP",2463247,24.27,"1,688,644.00","40,983,389.88"
1.28,"000660 KS","SK HYNIX INC",6450267,143.63,"285,219.00","40,966,820.81"
1.04,MRVL,"MARVELL TECHNOLOGY INC",BNKJSM5,97.91,"339,017.00","33,193,154.47"
1.02,FTNT,"FORTINET INC",B5B2106,108.69,"300,132.00","32,621,347.08"
0.97,TRI,"THOMSON REUTERS CORP",BNBXPB4,176.52,"175,968.00","31,061,871.36"
0.89,SNPS,"SYNOPSYS INC",2867719,470.08,"60,764.00","28,563,941.12"
0.85,CDNS,"CADENCE DESIGN SYS INC",2302232,252.95,"107,680.00","27,237,656.00"
0.73,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,233.15,"99,719.00","23,249,484.85"
0.69,SNOW,"SNOWFLAKE INC-CLASS A",BN134B7,170.92,"128,946.00","22,039,450.32"
0.69,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,261.81,"84,008.00","21,994,134.48"
0.64,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,39.80,"511,137.00","20,344,879.33"
0.54,"EXPN LN","EXPERIAN PLC",B19NLV4,47.90,"359,124.00","17,203,436.36"
0.53,"WKL NA","WOLTERS KLUWER",5671519,180.64,"93,446.00","16,880,346.84"
0.51,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,90.57,"178,868.00","16,200,074.76"
0.50,"6702 JP","FUJITSU LIMITED",6356945,19.82,"808,753.00","16,031,510.41"
0.47,SMCI,"SUPER MICRO COMPUTER INC",BRC3N73,51.61,"288,980.00","14,914,257.80"
0.45,DDOG,"DATADOG INC - CLASS A",BKT9Y49,117.51,"122,816.00","14,432,108.16"
0.41,TTD,"TRADE DESK INC-A",BD8FDD1,74.20,"175,745.00","13,040,279.00"
0.37,ZS,"ZSCALER INC",BZ00V34,197.05,"60,198.00","11,862,015.90"
0.37,"6701 JP","NEC CORP",6640400,101.24,"116,347.00","11,778,867.41"
0.36,"6954 JP","FANUC CORP",6356934,29.92,"388,247.00","11,616,204.61"
0.34,G,"GENPACT LTD",B23DBK6,52.50,"209,507.00","10,999,117.50"
0.34,STNE,"STONECO LTD-A",BGKG6M3,9.66,"1,128,554.00","10,901,831.64"
0.34,"4755 JP","RAKUTEN GROUP INC",6229597,6.58,"1,647,198.00","10,839,732.32"
0.33,HPE,"HEWLETT PACKA",BYVYWS0,20.75,"513,356.00","10,652,137.00"
0.33,"2395 TT","ADVANTECH CO LTD",6202673,12.67,"830,857.00","10,529,059.94"
0.32,"2353 TT","ACER INC",6005850,1.22,"8,519,200.00","10,379,750.82"
0.32,BIDU,"BAIDU INC - SPON ADR",B0FXT17,87.87,"117,134.00","10,292,564.58"
0.32,TWLO,"TWILIO INC - A",BD6P5Q0,118.02,"85,390.00","10,077,727.80"
0.31,"TIETO FH","TIETOEVRY OYJ",5479702,19.15,"523,344.00","10,020,897.99"
0.31,CYBR,"CYBERARK SOFTWAR",BQT3XY6,374.73,"26,627.00","9,977,935.71"
0.31,OKTA,"OKTA INC",BDFZSP1,90.88,"109,736.00","9,972,807.68"
0.30,NICE,"NICE LTD - SPON ADR",2639736,160.99,"60,234.00","9,697,071.66"
0.30,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,7.94,"1,203,962.00","9,559,458.28"
0.30,"TEMN SW","TEMENOS AG - REG",7147892,83.83,"113,701.00","9,531,592.66"
0.30,SNAP,"SNAP INC - A",BD8DJ71,10.42,"913,132.00","9,514,835.44"
0.30,"3443 TT","GLOBAL UNICHIP CORP",B056381,43.21,"218,865.00","9,456,882.10"
0.29,"AMP IM","AMPLIFON SPA",B14NJ71,26.42,"355,830.00","9,402,375.63"
0.29,PATH,"UIPATH INC - CLASS A",BMD02L5,13.24,"700,525.00","9,274,951.00"
0.29,VRNT,"VERINT SYSTEMS INC",2849193,24.35,"378,103.00","9,206,808.05"
0.29,"5803 JP","FUJIKURA LTD",6356707,44.29,"206,832.00","9,161,286.11"
0.28,"6588 JP","TOSHIBA TEC CORP",6894887,20.19,"443,364.00","8,953,398.93"
0.28,STX,"SEAGATE TECHNOLO",BKVD2N4,100.08,"88,808.00","8,887,904.64"
0.28,AMBA,"AMBARELLA INC",B7KH3G6,75.84,"117,095.00","8,880,484.80"
0.28,DXC,"DXC TECHNOLOGY CO",BYXD7B3,19.31,"456,443.00","8,813,914.33"
0.27,CCCS,"CCC INTELLIGENT",BP4CXL8,10.23,"845,925.00","8,653,812.75"
0.26,WIX,"WIX.COM LTD",BFZCHN7,202.32,"40,702.00","8,234,625.13"
0.24,"6526 JP","SOCIONEXT INC",BMTVX75,13.86,"556,675.00","7,714,404.39"
0.24,AI,"C3.AI INC-A",BMGNBJ2,26.88,"283,576.00","7,622,522.88"
0.24,INFA,"INFORMATICA INC - CLASS A",BMG95P4,19.30,"390,987.00","7,546,049.10"
0.23,TDC,"TERADATA CORP",B247H10,24.22,"300,110.00","7,268,664.20"
0.22,ZBRA,"ZEBRA TECH CORP",2989356,309.55,"22,983.00","7,114,387.65"
0.22,PEGA,"PEGASYSTEMS INC",2675860,78.17,"88,602.00","6,926,018.34"
0.20,HUT,"HUT 8 CORP",BQQ8816,16.60,"379,215.00","6,294,969.00"
0.19,QUBT,"QUANTUM COMPUTING INC",BFYDQ34,6.86,"867,701.00","5,952,428.86"
0.17,SOUN,"SOUNDHOUND AI INC-A",BLDBS68,9.43,"588,437.00","5,548,960.91"
0.16,,CASH,,1.00,"5,204,300.44","5,204,300.44"
0.00,,"OTHER PAYABLE & RECEIVABLES",,1.00,"96,193.89","96,193.89"
0.00,,"SWISS FRANC",,1.11,132.60,147.82
0.00,,EURO,,1.05,-332.77,-348.38
-0.01,,"TAIWAN DOLLAR",,0.03,"-5,701,351.00","-174,097.69"
-0.04,,"KOREAN WON",,0.00,"-1,758,388,674.00","-1,232,011.68"
"The information contained herein may not be reproduced, redistributed or used to create any derivative works.",,,,,,
