"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 02/23/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.79,NVDA,"NVIDIA CORP",2379504,788.17,"63,482.00","50,034,607.94"
3.62,META,"META PLATFORMS INC",B7TL820,484.03,"98,737.00","47,791,670.11"
3.40,NFLX,"NETFLIX INC",2857817,583.56,"76,989.00","44,927,700.84"
3.22,AMZN,"AMAZON.COM INC",2000019,174.99,"243,417.00","42,595,540.83"
3.11,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,37.17,"1,104,043.00","41,032,629.26"
3.07,IBM,IBM,2005973,185.72,"218,009.00","40,488,631.48"
3.05,AVGO,"BROADCOM INC",BDZ78H9,"1,296.37","31,026.00","40,221,175.62"
3.04,CRM,"SALESFORCE INC",2310525,292.80,"137,025.00","40,120,920.00"
2.95,MSFT,"MICROSOFT CORP",2588173,410.34,"95,063.00","39,008,151.42"
2.95,BABA,"ALIBABA GRP-ADR",BP41ZD1,75.96,"512,807.00","38,952,819.72"
2.95,NOW,"SERVICENOW INC",B80NXX8,770.97,"50,493.00","38,928,588.21"
2.93,ACN,"ACCENTURE PLC-CL A",B4BNMY3,377.32,"102,586.00","38,707,749.52"
2.90,QCOM,"QUALCOMM INC",2714923,154.91,"247,431.00","38,329,536.21"
2.88,ORCL,"ORACLE CORP",2661568,111.95,"339,558.00","38,013,518.10"
2.81,GOOGL,"ALPHABET INC-CL A",BYVY8G0,143.96,"258,167.00","37,165,721.32"
2.79,"005930 KS","SAMSUNG ELECTRON",6771720,54.77,"673,784.00","36,902,335.45"
2.71,CSCO,"CISCO SYSTEMS INC",2198163,48.86,"731,481.00","35,740,161.66"
2.69,UBER,"UBER TECHNOLOGIES INC",BK6N347,78.20,"455,189.00","35,595,779.80"
2.68,AAPL,"APPLE INC",2046251,182.52,"194,234.00","35,451,589.68"
2.66,ADBE,"ADOBE INC",2008154,553.44,"63,486.00","35,135,691.84"
2.64,TSLA,"TESLA INC",B616C79,191.97,"181,353.00","34,814,335.41"
2.55,"SIE GR","SIEMENS AG-REG",5727973,189.70,"177,489.00","33,669,687.69"
2.53,INTC,"INTEL CORP",2463247,42.99,"777,333.00","33,417,545.67"
1.59,MU,"MICRON TECHNOLOGY INC",2588184,86.00,"244,260.00","21,006,360.00"
1.54,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,76.24,"267,334.00","20,381,544.16"
1.47,"000660 KS","SK HYNIX INC",6450267,121.26,"160,466.00","19,457,730.66"
1.46,SNPS,"SYNOPSYS INC",2867719,575.65,"33,477.00","19,271,035.05"
