"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 03/06/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
4.21,NVDA,"NVIDIA CORP",2379504,887.00,"68,234.00","60,523,558.00"
3.65,META,"META PLATFORMS INC",B7TL820,496.09,"105,926.00","52,548,829.34"
3.43,NFLX,"NETFLIX INC",2857817,597.69,"82,632.00","49,388,320.08"
3.20,IBM,IBM,2005973,196.16,"234,344.00","45,968,919.04"
3.15,AMZN,"AMAZON.COM INC",2000019,173.51,"261,534.00","45,378,764.34"
3.12,AVGO,"BROADCOM INC",BDZ78H9,"1,350.00","33,202.00","44,822,700.00"
3.11,CRM,"SALESFORCE INC",2310525,303.77,"147,123.00","44,691,553.71"
3.10,QCOM,"QUALCOMM INC",2714923,167.89,"265,845.00","44,632,717.05"
2.92,ACN,"ACCENTURE PLC-CL A",B4BNMY3,380.83,"110,308.00","42,008,595.64"
2.87,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,35.10,"1,177,143.00","41,313,557.10"
2.86,MSFT,"MICROSOFT CORP",2588173,402.09,"102,191.00","41,089,979.19"
2.85,ORCL,"ORACLE CORP",2661568,112.27,"364,803.00","40,956,432.81"
2.82,BABA,"ALIBABA GRP-ADR",BP41ZD1,73.71,"550,823.00","40,601,163.33"
2.79,NOW,"SERVICENOW INC",B80NXX8,741.06,"54,197.00","40,163,228.82"
2.75,"005930 KS","SAMSUNG ELECTRON",6771720,54.62,"723,680.00","39,529,650.83"
2.69,CSCO,"CISCO SYSTEMS INC",2198163,49.17,"785,832.00","38,639,359.44"
2.67,UBER,"UBER TECHNOLOGIES INC",BK6N347,78.64,"489,047.00","38,458,656.08"
2.60,"SIE GR","SIEMENS AG-REG",5727973,196.34,"190,557.00","37,413,023.56"
2.58,INTC,"INTEL CORP",2463247,44.51,"834,951.00","37,163,669.01"
2.58,ADBE,"ADOBE INC",2008154,543.09,"68,238.00","37,059,375.42"
2.53,GOOGL,"ALPHABET INC-CL A",BYVY8G0,131.40,"277,389.00","36,448,914.60"
