"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 12/20/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
4.65,TSLA,"TESLA INC",B616C79,421.06,"289,587.00","121,933,502.22"
3.88,NOW,"SERVICENOW INC",B80NXX8,"1,091.25","93,302.00","101,815,807.50"
3.86,NFLX,"NETFLIX INC",2857817,909.05,"111,323.00","101,198,173.15"
3.66,AVGO,"BROADCOM INC",BDZ78H9,220.20,"435,853.00","95,974,830.60"
3.66,CRM,"SALESFORCE INC",2310525,343.65,"279,026.00","95,887,284.90"
3.44,CSCO,"CISCO SYSTEMS INC",2198163,58.52,"1,539,920.00","90,116,118.40"
3.30,IBM,IBM,2005973,223.36,"387,833.00","86,626,378.88"
3.29,AMZN,"AMAZON.COM INC",2000019,224.92,"382,853.00","86,111,296.76"
3.26,META,"META PLATFORMS INC",B7TL820,585.25,"146,198.00","85,562,379.50"
3.23,ORCL,"ORACLE CORP",2661568,169.66,"498,538.00","84,581,957.08"
3.15,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,54.85,"1,505,243.00","82,563,947.52"
3.08,AAPL,"APPLE INC",2046251,254.49,"317,038.00","80,683,000.62"
3.02,ACN,"ACCENTURE PLC-CL A",B4BNMY3,366.37,"215,946.00","79,116,136.02"
2.99,NVDA,"NVIDIA CORP",2379504,134.70,"582,366.00","78,444,700.20"
2.94,BABA,"ALIBABA GRP-ADR",BP41ZD1,82.28,"938,046.00","77,182,424.88"
2.87,GOOGL,"ALPHABET INC-CL A",BYVY8G0,191.41,"392,924.00","75,209,582.84"
2.67,MSFT,"MICROSOFT CORP",2588173,436.60,"160,502.00","70,075,173.20"
2.38,"SIE GR","SIEMENS AG-REG",5727973,196.80,"316,406.00","62,269,153.52"
2.23,ADBE,"ADOBE INC",2008154,447.17,"130,423.00","58,321,252.91"
2.15,QCOM,"QUALCOMM INC",2714923,152.89,"369,139.00","56,437,661.71"
1.99,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,108.95,"477,724.00","52,048,029.80"
1.91,UBER,"UBER TECHNOLOGIES INC",BK6N347,60.73,"825,569.00","50,136,805.37"
1.69,"3690 HK","MEITUAN-CLASS B",BGJW376,20.40,"2,169,715.00","44,266,227.46"
1.64,"005930 KS","SAMSUNG ELECTRON",6771720,36.52,"1,179,376.00","43,065,161.05"
