"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 12/23/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
4.72,TSLA,"TESLA INC",B616C79,430.60,"290,447.00","125,066,478.20"
3.85,NOW,"SERVICENOW INC",B80NXX8,"1,088.26","93,582.00","101,841,547.32"
3.84,NFLX,"NETFLIX INC",2857817,911.45,"111,663.00","101,775,241.35"
3.84,AVGO,"BROADCOM INC",BDZ78H9,232.35,"437,153.00","101,572,499.55"
3.63,CRM,"SALESFORCE INC",2310525,342.90,"279,866.00","95,966,051.40"
3.44,CSCO,"CISCO SYSTEMS INC",2198163,58.98,"1,544,520.00","91,095,789.60"
3.32,META,"META PLATFORMS INC",B7TL820,599.85,"146,638.00","87,960,804.30"
3.26,AMZN,"AMAZON.COM INC",2000019,225.06,"383,993.00","86,421,464.58"
3.26,IBM,IBM,2005973,221.93,"388,993.00","86,329,216.49"
3.19,ORCL,"ORACLE CORP",2661568,169.14,"500,018.00","84,573,044.52"
3.08,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,54.07,"1,509,243.00","81,600,647.03"
3.08,NVDA,"NVIDIA CORP",2379504,139.67,"584,106.00","81,582,085.02"
3.07,AAPL,"APPLE INC",2046251,255.27,"317,978.00","81,170,244.06"
3.03,BABA,"ALIBABA GRP-ADR",BP41ZD1,85.14,"940,846.00","80,103,628.44"
2.94,ACN,"ACCENTURE PLC-CL A",B4BNMY3,358.77,"216,586.00","77,704,559.22"
2.90,GOOGL,"ALPHABET INC-CL A",BYVY8G0,194.63,"394,104.00","76,704,461.52"
2.65,MSFT,"MICROSOFT CORP",2588173,435.25,"160,982.00","70,067,415.50"
2.35,"SIE GR","SIEMENS AG-REG",5727973,196.37,"317,346.00","62,317,037.19"
2.21,QCOM,"QUALCOMM INC",2714923,158.24,"370,239.00","58,586,619.36"
2.21,ADBE,"ADOBE INC",2008154,446.74,"130,803.00","58,434,932.22"
1.98,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,109.25,"479,144.00","52,346,482.00"
1.94,UBER,"UBER TECHNOLOGIES INC",BK6N347,61.87,"828,029.00","51,230,154.23"
1.65,"005930 KS","SAMSUNG ELECTRON",6771720,36.85,"1,182,896.00","43,584,666.67"
1.65,"3690 HK","MEITUAN-CLASS B",BGJW376,20.02,"2,175,715.00","43,560,211.79"
1.49,MU,"MICRON TECHNOLOGY INC",2588184,89.72,"439,234.00","39,408,074.48"
1.29,INTC,"INTEL CORP",2463247,20.20,"1,687,213.00","34,081,702.60"
1.27,"000660 KS","SK HYNIX INC",6450267,116.80,"288,544.00","33,703,211.02"
1.24,CDNS,"CADENCE DESIGN SYS INC",2302232,304.41,"107,842.00","32,828,183.22"
1.13,SNPS,"SYNOPSYS INC",2867719,492.58,"60,588.00","29,844,437.04"
1.10,TRI,"THOMSON REUTERS CORP",BNBXPB4,163.15,"178,841.00","29,177,909.15"
1.10,FTNT,"FORTINET INC",B5B2106,96.42,"301,319.00","29,053,177.98"
0.84,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,265.39,"83,746.00","22,225,350.94"
0.82,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,214.09,"101,289.00","21,684,962.01"
0.81,TTD,"TRADE DESK INC-A",BD8FDD1,121.67,"175,426.00","21,344,081.42"
0.68,DDOG,"DATADOG INC - CLASS A",BKT9Y49,147.46,"122,133.00","18,009,732.18"
0.64,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,32.77,"515,787.00","16,904,020.26"
0.62,"WKL NA","WOLTERS KLUWER",5671519,165.74,"98,357.00","16,301,361.74"
0.59,"EXPN LN","EXPERIAN PLC",B19NLV4,43.37,"362,588.00","15,727,200.60"
0.55,"6702 JP","FUJITSU LIMITED",6356945,17.88,"815,477.00","14,577,287.09"
0.54,"5803 JP","FUJIKURA LTD",6356707,40.38,"354,849.00","14,330,353.53"
0.54,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,79.28,"180,124.00","14,280,230.72"
0.49,ROK,"ROCKWELL AUTOMATION INC",2754060,289.21,"45,020.00","13,020,234.20"
0.49,TWLO,"TWILIO INC - A",BD6P5Q0,109.69,"118,490.00","12,997,168.10"
0.48,EBAY,"EBAY INC",2293819,63.63,"198,023.00","12,600,203.49"
0.46,DOCU,"DOCUSIGN INC",BFYT7B7,95.80,"126,612.00","12,129,429.60"
0.45,CLS,"CELESTICA INC",BMDLRD5,97.52,"122,694.00","11,965,118.88"
0.43,HPE,"HEWLETT PACKA",BYVYWS0,21.82,"515,756.00","11,253,795.92"
0.42,ZS,"ZSCALER INC",BZ00V34,185.94,"59,595.00","11,081,094.30"
0.40,PEGA,"PEGASYSTEMS INC",2675860,94.40,"113,115.00","10,678,056.00"
0.38,"6954 JP","FANUC CORP",6356934,25.74,"394,685.00","10,157,223.75"
0.38,BIDU,"BAIDU INC - SPON ADR",B0FXT17,88.46,"113,840.00","10,070,286.40"
0.38,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,8.11,"1,227,291.00","9,953,330.01"
0.36,"6701 JP","NEC CORP",6640400,87.25,"107,917.00","9,415,438.91"
0.35,WIX,"WIX.COM LTD",BFZCHN7,221.00,"41,886.00","9,256,806.00"
0.34,G,"GENPACT LTD",B23DBK6,42.88,"212,121.00","9,095,748.48"
0.34,HUBB,"HUBBELL INC",BDFG6S3,425.90,"21,254.00","9,052,078.60"
0.34,AMBA,"AMBARELLA INC",B7KH3G6,73.19,"122,617.00","8,974,338.23"
0.34,AI,"C3.AI INC-A",BMGNBJ2,35.46,"249,897.00","8,861,347.62"
0.32,CYBR,"CYBERARK SOFTWAR",BQT3XY6,318.55,"26,810.00","8,540,325.50"
0.32,ZBRA,"ZEBRA TECH CORP",2989356,390.65,"21,323.00","8,329,829.95"
