"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 08/01/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.31,NOW,"SERVICENOW INC",B80NXX8,811.38,"84,636.00","68,671,957.68"
3.22,IBM,IBM,2005973,189.66,"351,931.00","66,747,233.46"
3.20,BABA,"ALIBABA GRP-ADR",BP41ZD1,77.98,"851,386.00","66,391,080.28"
3.20,CSCO,"CISCO SYSTEMS INC",2198163,47.39,"1,397,550.00","66,229,894.50"
3.18,META,"META PLATFORMS INC",B7TL820,497.74,"132,580.00","65,990,369.20"
3.13,"005930 KS","SAMSUNG ELECTRON",6771720,60.83,"1,066,734.00","64,887,161.29"
3.13,ADBE,"ADOBE INC",2008154,546.41,"118,662.00","64,838,103.42"
3.11,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,46.78,"1,377,343.00","64,432,976.87"
3.10,ACN,"ACCENTURE PLC-CL A",B4BNMY3,328.08,"196,138.00","64,348,955.04"
3.09,CRM,"SALESFORCE INC",2310525,253.06,"253,028.00","64,031,265.68"
3.09,AMZN,"AMAZON.COM INC",2000019,184.07,"347,570.00","63,977,209.90"
3.04,NFLX,"NETFLIX INC",2857817,624.85,"100,800.00","62,984,880.00"
3.03,AAPL,"APPLE INC",2046251,218.36,"287,945.00","62,875,670.20"
3.00,ORCL,"ORACLE CORP",2661568,137.51,"452,732.00","62,255,177.32"
2.94,GOOGL,"ALPHABET INC-CL A",BYVY8G0,170.76,"356,403.00","60,859,376.28"
2.93,MSFT,"MICROSOFT CORP",2588173,417.11,"145,646.00","60,750,403.06"
2.81,AVGO,"BROADCOM INC",BDZ78H9,147.02,"395,618.00","58,163,758.36"
2.78,NVDA,"NVIDIA CORP",2379504,109.21,"528,513.00","57,718,904.73"
2.75,TSLA,"TESLA INC",B616C79,216.86,"262,970.00","57,027,674.20"
2.65,QCOM,"QUALCOMM INC",2714923,164.00,"335,094.00","54,955,416.00"
2.46,"SIE GR","SIEMENS AG-REG",5727973,177.58,"287,313.00","51,020,949.33"
