"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 08/10/2023",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.33,GOOGL,"ALPHABET INC-CL A",BYVY8G0,129.69,"129,028.00","16,733,641.32"
3.31,BABA,"ALIBABA GRP-ADR",BP41ZD1,99.21,"167,928.00","16,660,136.88"
3.28,AMZN,"AMAZON.COM INC",2000019,138.56,"119,063.00","16,497,369.28"
3.20,META,"META PLATFORMS INC",B7TL820,305.74,"52,585.00","16,077,337.90"
3.17,IBM,IBM,2005973,143.25,"111,430.00","15,962,347.50"
3.14,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,43.46,"363,243.00","15,787,315.84"
3.14,INTC,"INTEL CORP",2463247,34.68,"455,080.00","15,782,174.40"
3.12,CSCO,"CISCO SYSTEMS INC",2198163,53.37,"294,085.00","15,695,316.45"
3.09,NFLX,"NETFLIX INC",2857817,429.98,"36,198.00","15,564,416.04"
3.06,ADBE,"ADOBE INC",2008154,515.83,"29,809.00","15,376,376.47"
3.03,ACN,"ACCENTURE PLC-CL A",B4BNMY3,310.41,"49,139.00","15,253,236.99"
2.96,ORCL,"ORACLE CORP",2661568,112.99,"131,566.00","14,865,642.34"
2.94,NVDA,"NVIDIA CORP",2379504,423.88,"34,892.00","14,790,020.96"
2.94,NOW,"SERVICENOW INC",B80NXX8,555.00,"26,622.00","14,775,210.00"
2.90,TSLA,"TESLA INC",B616C79,245.34,"59,527.00","14,604,354.18"
2.90,"005930 KS","SAMSUNG ELECTRON",6771720,51.67,"282,619.00","14,603,968.24"
2.89,MSFT,"MICROSOFT CORP",2588173,322.93,"45,028.00","14,540,892.04"
2.85,QCOM,"QUALCOMM INC",2714923,115.61,"124,128.00","14,350,438.08"
2.85,AAPL,"APPLE INC",2046251,177.73,"80,674.00","14,338,190.02"
2.81,CRM,"SALESFORCE INC",2310525,208.25,"67,910.00","14,142,257.50"
2.81,"SIE GR","SIEMENS AG-REG",5727973,153.66,"91,877.00","14,118,258.21"
2.21,"3690 HK","MEITUAN-CLASS B",BGJW376,18.03,"615,615.00","11,102,377.12"
1.98,UBER,"UBER TECHNOLOGIES INC",BK6N347,44.60,"222,782.00","9,936,077.20"
1.48,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,56.47,"131,948.00","7,451,103.56"
1.44,"000660 KS","SK HYNIX INC",6450267,90.05,"80,643.00","7,261,822.64"
1.43,SNPS,"SYNOPSYS INC",2867719,431.39,"16,644.00","7,180,055.16"
1.36,CDNS,"CADENCE DESIGN SYS INC",2302232,225.61,"30,262.00","6,827,409.82"
1.31,TRI,"THOMSON REUTERS CORP",BNBXPB4,131.34,"50,236.00","6,597,996.24"
1.20,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,211.98,"28,561.00","6,054,360.78"
1.09,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,37.94,"144,132.00","5,468,713.28"
1.03,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,227.87,"22,694.00","5,171,281.78"
0.98,"STMMI IM","STMICROELECTRONICS NV",5962343,49.02,"100,775.00","4,939,591.73"
0.88,BIDU,"BAIDU INC - SPON ADR",B0FXT17,143.80,"30,814.00","4,431,053.20"
0.75,"EXPN LN","EXPERIAN PLC",B19NLV4,37.25,"101,053.00","3,764,055.99"
0.75,ROK,"ROCKWELL AUTOMATION INC",2754060,298.08,"12,622.00","3,762,365.76"
0.75,TTD,"TRADE DESK INC-A",BD8FDD1,77.09,"48,758.00","3,758,754.22"
0.72,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,72.30,"49,973.00","3,613,047.90"
0.71,"WKL NA","WOLTERS KLUWER",5671519,124.84,"28,702.00","3,583,164.31"
0.65,"6954 JP","FANUC CORP",6356934,29.02,"111,718.00","3,242,564.76"
0.58,DDOG,"DATADOG INC - CLASS A",BKT9Y49,90.72,"32,332.00","2,933,159.04"
0.58,"6702 JP","FUJITSU LIMITED",6356945,125.25,"23,222.00","2,908,479.31"
0.51,EBAY,"EBAY INC",2293819,43.29,"59,552.00","2,578,006.08"
0.49,HPE,"HEWLETT PACKA",BYVYWS0,17.62,"140,815.00","2,481,160.30"
0.46,ZS,"ZSCALER INC",BZ00V34,144.30,"15,913.00","2,296,245.90"
0.41,FRSH,"FRESHWORKS INC-CL A",BPF0BB7,22.50,"90,677.00","2,040,232.50"
0.36,"6526 JP","SOCIONEXT INC",BMTVX75,118.43,"15,408.00","1,824,694.76"
0.35,SPLK,"SPLUNK INC",B424494,98.83,"18,006.00","1,779,532.98"
0.35,BAH,"BOOZ ALLEN HAMIL",B5367T7,120.69,"14,443.00","1,743,125.67"
0.34,STX,"SEAGATE TECHNOLO",BKVD2N4,67.15,"25,760.00","1,729,784.00"
0.34,HUBB,"HUBBELL INC",BDFG6S3,302.37,"5,663.00","1,712,321.31"
0.34,BZ,"KANZHUN LTD - ADR",BM91SH0,17.20,"99,404.00","1,709,748.80"
0.34,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,5.05,"338,498.00","1,709,414.90"
0.34,WIX,"WIX.COM LTD",BFZCHN7,92.08,"18,366.00","1,691,141.28"
0.33,INFA,"INFORMATICA INC - CLASS A",BMG95P4,20.21,"82,606.00","1,669,467.26"
0.33,STNE,"STONECO LTD-A",BGKG6M3,13.68,"120,358.00","1,646,497.44"
0.33,CYBR,"CYBERARK SOFTWAR",BQT3XY6,162.01,"10,093.00","1,635,166.93"
0.32,"6701 JP","NEC CORP",6640400,49.84,"31,964.00","1,593,163.95"
0.32,SMCI,"SUPER MICRO COMPUTER INC",B1VQR35,277.12,"5,726.00","1,586,789.12"
0.31,OKTA,"OKTA INC",BDFZSP1,72.08,"21,944.00","1,581,723.52"
0.31,"6502 JP","TOSHIBA CORP",6897217,31.88,"48,521.00","1,547,080.47"
0.31,"2353 TT","ACER INC",6005850,1.13,"1,362,000.00","1,536,331.89"
0.30,"TIETO FH","TIETOEVRY OYJ",5479702,24.66,"61,996.00","1,528,792.01"
0.30,SNAP,"SNAP INC - A",BD8DJ71,10.22,"149,397.00","1,526,837.34"
0.30,IONQ,"IONQ INC",BP484B3,14.19,"106,830.00","1,515,917.70"
0.30,G,"GENPACT LTD",B23DBK6,37.40,"40,460.00","1,513,204.00"
0.30,TWLO,"TWILIO INC - A",BD6P5Q0,60.58,"24,725.00","1,497,840.50"
0.30,"TEMN SW","TEMENOS AG - REG",7147892,83.20,"17,947.00","1,493,272.56"
0.30,"5803 JP","FUJIKURA LTD",6356707,7.94,"187,904.00","1,491,962.57"
0.29,VSAT,"VIASAT INC",2946243,29.92,"49,088.00","1,468,712.96"
0.29,SMAR,"SMARTSHEET INC-CLASS A",BFZND98,40.00,"36,616.00","1,464,640.00"
0.29,CCCS,"CCC INTELLIGENT",BP4CXL8,10.51,"138,805.00","1,458,840.55"
0.29,PCOR,"PROCORE TECHNOLOGIES INC",BLH11J8,66.20,"21,744.00","1,439,452.80"
0.29,"AMP IM","AMPLIFON SPA",B14NJ71,33.18,"43,362.00","1,438,615.43"
0.29,"XRO AU","XERO LTD",B8P4LP4,77.05,"18,644.00","1,436,533.18"
0.28,VRNT,"VERINT SYSTEMS INC",2849193,34.75,"40,886.00","1,420,788.50"
0.28,AMBA,"AMBARELLA INC",B7KH3G6,72.94,"19,469.00","1,420,068.86"
0.28,ZBRA,"ZEBRA TECH CORP",2989356,255.42,"5,484.00","1,400,723.28"
0.28,"2395 TT","ADVANTECH CO LTD",6202673,10.92,"127,157.00","1,388,316.63"
0.27,ENV,"ENVESTNET INC",B474ZK7,54.76,"25,036.00","1,370,971.36"
0.27,CGNX,"COGNEX CORP",2208288,49.46,"27,435.00","1,356,935.10"
0.27,PATH,"UIPATH INC - CLASS A",BMD02L5,15.42,"87,989.00","1,356,790.38"
0.27,"3665 TT","BIZLINK HOLDING INC",B5SG8Y4,8.68,"155,068.00","1,346,635.45"
0.27,PEGA,"PEGASYSTEMS INC",2675860,47.54,"28,254.00","1,343,195.16"
0.25,TDC,"TERADATA CORP",B247H10,45.18,"27,982.00","1,264,226.76"
0.23,"3661 TT","ALCHIP TECHNOLOGIES LTD",B4TPSL0,58.68,"19,690.00","1,155,429.17"
0.22,DXC,"DXC TECHNOLOGY CO",BYXD7B3,20.26,"55,113.00","1,116,589.38"
0.18,"3443 TT","GLOBAL UNICHIP CORP",B056381,39.33,"23,200.00","912,466.18"
0.07,,"OTHER PAYABLE & RECEIVABLES",,1.00,"354,772.81","354,772.81"
0.03,,"KOREAN WON",,0.00,"207,844,213.00","157,942.33"
0.02,,"TAIWAN DOLLAR",,0.03,"3,151,713.11","99,166.61"
0.00,,"JAPANESE YEN",,0.01,-3.00,-0.02
0.00,,"CANADIAN DOLLAR",,0.75,-486.69,-363.11
0.00,,EURO,,1.10,-332.77,-366.66
-0.05,,CASH,,1.00,"-228,564.00","-228,564.00"
"The information contained herein may not be reproduced, redistributed or used to create any derivative works.",,,,,,
