"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 11/03/2023",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.49,INTC,"INTEL CORP",2463247,38.02,"605,109.00","23,003,218.64"
3.40,ADBE,"ADOBE INC",2008154,563.66,"39,698.00","22,376,174.68"
3.36,GOOGL,"ALPHABET INC-CL A",BYVY8G0,129.10,"171,414.00","22,129,547.40"
3.33,META,"META PLATFORMS INC",B7TL820,314.60,"69,782.00","21,953,417.20"
3.33,AMZN,"AMAZON.COM INC",2000019,138.60,"158,201.00","21,926,658.60"
3.33,IBM,IBM,2005973,147.90,"148,196.00","21,918,188.40"
3.26,NOW,"SERVICENOW INC",B80NXX8,606.76,"35,406.00","21,482,944.56"
3.21,MSFT,"MICROSOFT CORP",2588173,352.80,"59,853.00","21,116,138.40"
3.16,NVDA,"NVIDIA CORP",2379504,450.05,"46,239.00","20,809,861.95"
3.15,NFLX,"NETFLIX INC",2857817,432.36,"48,058.00","20,778,356.88"
3.14,CSCO,"CISCO SYSTEMS INC",2198163,53.01,"390,744.00","20,713,339.44"
3.10,ACN,"ACCENTURE PLC-CL A",B4BNMY3,313.49,"65,150.00","20,423,873.50"
3.00,"005930 KS","SAMSUNG ELECTRON",6771720,52.63,"375,720.00","19,775,484.55"
2.99,QCOM,"QUALCOMM INC",2714923,119.52,"165,045.00","19,726,178.40"
2.89,BABA,"ALIBABA GRP-ADR",BP41ZD1,85.31,"223,077.00","19,030,698.87"
2.88,AAPL,"APPLE INC",2046251,176.65,"107,359.00","18,964,967.35"
2.87,ORCL,"ORACLE CORP",2661568,108.05,"174,855.00","18,893,082.75"
2.84,CRM,"SALESFORCE INC",2310525,207.47,"90,245.00","18,723,130.15"
2.83,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,38.68,"481,843.00","18,635,458.62"
2.64,TSLA,"TESLA INC",B616C79,219.96,"79,096.00","17,397,956.16"
2.54,"SIE GR","SIEMENS AG-REG",5727973,137.17,"122,120.00","16,751,750.64"
2.15,UBER,"UBER TECHNOLOGIES INC",BK6N347,47.75,"296,314.00","14,148,993.50"
1.76,"3690 HK","MEITUAN-CLASS B",BGJW376,14.19,"817,315.00","11,595,194.97"
1.64,SNPS,"SYNOPSYS INC",2867719,487.94,"22,099.00","10,782,986.06"
1.64,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,61.47,"175,237.00","10,771,818.39"
1.54,"000660 KS","SK HYNIX INC",6450267,95.13,"106,735.00","10,154,091.58"
1.51,CDNS,"CADENCE DESIGN SYS INC",2302232,249.54,"39,972.00","9,974,612.88"
1.29,TRI,"THOMSON REUTERS CORP",BNBXPB4,127.45,"66,422.00","8,465,483.90"
1.05,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,181.55,"38,049.00","6,907,795.95"
1.01,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,218.41,"30,403.00","6,640,319.23"
0.91,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,31.33,"191,572.00","6,001,147.22"
0.84,"STMMI IM","STMICROELECTRONICS NV",5962343,41.25,"133,983.00","5,527,377.59"
0.78,TTD,"TRADE DESK INC-A",BD8FDD1,79.08,"64,769.00","5,121,932.52"
