"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 04/03/2025",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
4.66,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,64.02,"1,991,543.00","127,495,223.11"
4.35,BABA,"ALIBABA GRP-ADR",BP41ZD1,129.33,"920,927.00","119,103,488.91"
3.68,"005930 KS","SAMSUNG ELECTRON",6771720,39.26,"2,564,291.00","100,680,386.90"
3.25,NFLX,"NETFLIX INC",2857817,917.05,"97,031.00","88,982,278.55"
3.23,CSCO,"CISCO SYSTEMS INC",2198163,57.31,"1,539,716.00","88,241,123.96"
3.19,IBM,IBM,2005973,243.49,"358,049.00","87,181,351.01"
3.18,AAPL,"APPLE INC",2046251,203.19,"428,532.00","87,073,417.08"
2.92,META,"META PLATFORMS INC",B7TL820,531.62,"150,405.00","79,958,306.10"
2.92,MSFT,"MICROSOFT CORP",2588173,373.11,"214,232.00","79,932,101.52"
2.91,ACN,"ACCENTURE PLC-CL A",B4BNMY3,301.46,"263,925.00","79,562,830.50"
2.67,CRM,"SALESFORCE INC",2310525,255.23,"286,532.00","73,131,562.36"
2.67,GOOGL,"ALPHABET INC-CL A",BYVY8G0,150.72,"484,027.00","72,952,549.44"
2.65,AMZN,"AMAZON.COM INC",2000019,178.41,"406,965.00","72,606,625.65"
2.58,PLTR,"PALANTIR TECHN-A",BN78DQ4,83.60,"843,967.00","70,555,641.20"
2.58,ORCL,"ORACLE CORP",2661568,137.23,"513,974.00","70,532,652.02"
2.49,"SIE GR","SIEMENS AG-REG",5727973,219.57,"310,009.00","68,068,242.52"
2.46,TSM,"TAIWAN SEMIC-ADR",2113382,157.38,"426,804.00","67,170,413.52"
2.42,NVDA,"NVIDIA CORP",2379504,101.80,"650,628.00","66,233,930.40"
2.39,NOW,"SERVICENOW INC",B80NXX8,774.07,"84,586.00","65,475,485.02"
2.27,TSLA,"TESLA INC",B616C79,267.28,"232,507.00","62,144,470.96"
2.27,ADBE,"ADOBE INC",2008154,367.25,"168,742.00","61,970,499.50"
2.25,AVGO,"BROADCOM INC",BDZ78H9,154.01,"398,740.00","61,409,947.40"
2.19,QCOM,"QUALCOMM INC",2714923,139.42,"429,994.00","59,949,763.48"
2.15,AMD,"ADVANCED MICRO DEVICES",2007849,93.80,"627,890.00","58,896,082.00"
2.08,UBER,"UBER TECHNOLOGIES INC",BK6N347,69.85,"814,633.00","56,902,115.05"
1.59,"3690 HK","MEITUAN-CLASS B",BGJW376,20.31,"2,142,215.00","43,500,527.08"
1.41,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,82.29,"469,278.00","38,616,886.62"
1.37,INTC,"INTEL CORP",2463247,22.43,"1,667,557.00","37,403,303.51"
1.37,"000660 KS","SK HYNIX INC",6450267,132.65,"281,655.00","37,360,732.76"
1.17,MU,"MICRON TECHNOLOGY INC",2588184,74.34,"430,873.00","32,031,098.82"
1.12,TRI,"THOMSON REUTERS CORP",BNBXPB4,175.91,"173,790.00","30,571,398.90"
1.11,APP,"APPLOVIN CORP-CLASS A",BMV3LG4,261.98,"115,658.00","30,300,082.84"
0.97,FTNT,"FORTINET INC",B5B2106,89.44,"296,370.00","26,507,332.80"
0.97,CDNS,"CADENCE DESIGN SYS INC",2302232,248.91,"106,294.00","26,457,639.54"
0.92,SNPS,"SYNOPSYS INC",2867719,417.76,"59,972.00","25,053,902.72"
0.69,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,228.33,"82,919.00","18,932,895.27"
0.68,MRVL,"MARVELL TECHNOLOGY INC",BNKJSM5,55.64,"334,760.00","18,626,046.40"
0.65,SNOW,"SNOWFLAKE INC-CLASS A",BN134B7,139.90,"127,362.00","17,817,943.80"
0.62,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,171.88,"98,432.00","16,918,492.16"
0.60,"EXPN LN","EXPERIAN PLC",B19NLV4,46.06,"354,669.00","16,335,929.45"
0.58,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,31.32,"504,702.00","15,804,905.30"
0.58,"6702 JP","FUJITSU LIMITED",6356945,19.73,"798,655.00","15,755,087.81"
0.54,"WKL NA","WOLTERS KLUWER",5671519,160.11,"92,258.00","14,771,127.42"
0.47,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,72.00,"176,591.00","12,714,552.00"
0.46,STNE,"STONECO LTD-A",BGKG6M3,11.39,"1,114,397.00","12,692,981.83"
0.45,"6701 JP","NEC CORP",6640400,21.29,"574,310.00","12,229,780.11"
0.42,DDOG,"DATADOG INC - CLASS A",BKT9Y49,94.47,"121,232.00","11,452,787.04"
0.42,ZS,"ZSCALER INC",BZ00V34,192.21,"59,406.00","11,418,427.26"
0.40,OKTA,"OKTA INC",BDFZSP1,100.27,"108,350.00","10,864,254.50"
0.38,BIDU,"BAIDU INC - SPON ADR",B0FXT17,89.80,"115,649.00","10,385,280.20"
0.37,G,"GENPACT LTD",B23DBK6,48.91,"206,834.00","10,116,250.94"
0.37,"6954 JP","FANUC CORP",6356934,26.37,"383,396.00","10,109,833.67"
0.35,"2395 TT","ADVANTECH CO LTD",6202673,11.76,"820,957.00","9,656,133.00"
0.34,"2353 TT","ACER INC",6005850,1.12,"8,410,300.00","9,397,620.90"
0.34,SMCI,"SUPER MICRO COMPUTER INC",BRC3N73,32.32,"285,317.00","9,221,445.44"
0.34,"TIETO FH","TIETOEVRY OYJ",5479702,17.83,"516,810.00","9,216,847.23"
0.34,"4755 JP","RAKUTEN GROUP INC",6229597,5.65,"1,626,507.00","9,190,796.25"
0.33,NICE,"NICE LTD - SPON ADR",2639736,150.34,"59,442.00","8,936,510.28"
0.33,"TEMN SW","TEMENOS AG - REG",7147892,79.39,"112,315.00","8,916,179.98"
0.33,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,7.48,"1,188,815.00","8,892,336.20"
0.32,CYBR,"CYBERARK SOFTWAR",BQT3XY6,327.96,"26,330.00","8,635,186.80"
0.31,TTD,"TRADE DESK INC-A",BD8FDD1,49.08,"173,567.00","8,518,668.36"
0.28,"6588 JP","TOSHIBA TEC CORP",6894887,17.45,"437,820.00","7,640,438.41"
0.28,TWLO,"TWILIO INC - A",BD6P5Q0,89.53,"84,301.00","7,547,468.53"
0.27,DXC,"DXC TECHNOLOGY CO",BYXD7B3,16.41,"450,701.00","7,396,003.41"
