"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 05/21/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
4.41,NVDA,"NVIDIA CORP",2379504,953.86,"87,084.00","83,065,944.24"
3.97,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,49.15,"1,517,943.00","74,608,136.89"
3.65,NFLX,"NETFLIX INC",2857817,650.61,"105,545.00","68,668,632.45"
3.62,QCOM,"QUALCOMM INC",2714923,200.85,"339,292.00","68,146,798.20"
3.35,GOOGL,"ALPHABET INC-CL A",BYVY8G0,177.85,"354,414.00","63,032,529.90"
3.35,META,"META PLATFORMS INC",B7TL820,464.63,"135,456.00","62,936,921.28"
3.25,AMZN,"AMAZON.COM INC",2000019,183.15,"333,817.00","61,138,583.55"
3.22,BABA,"ALIBABA GRP-ADR",BP41ZD1,86.13,"703,927.00","60,629,232.51"
3.17,AVGO,"BROADCOM INC",BDZ78H9,"1,399.20","42,665.00","59,696,868.00"
3.08,ORCL,"ORACLE CORP",2661568,124.63,"465,644.00","58,033,211.72"
2.98,MSFT,"MICROSOFT CORP",2588173,429.04,"130,676.00","56,065,231.04"
2.87,NOW,"SERVICENOW INC",B80NXX8,777.05,"69,426.00","53,947,473.30"
2.83,CRM,"SALESFORCE INC",2310525,283.76,"187,856.00","53,306,018.56"
2.82,"005930 KS","SAMSUNG ELECTRON",6771720,57.51,"923,591.00","53,113,426.54"
2.76,IBM,IBM,2005973,173.47,"299,656.00","51,981,326.32"
2.73,AAPL,"APPLE INC",2046251,192.35,"267,008.00","51,358,988.80"
2.51,CSCO,"CISCO SYSTEMS INC",2198163,46.94,"1,006,241.00","47,232,952.54"
2.47,TSLA,"TESLA INC",B616C79,186.60,"249,387.00","46,535,614.20"
2.44,"SIE GR","SIEMENS AG-REG",5727973,188.57,"243,928.00","45,998,260.14"
2.28,ACN,"ACCENTURE PLC-CL A",B4BNMY3,303.64,"141,029.00","42,822,045.56"
2.26,MU,"MICRON TECHNOLOGY INC",2588184,127.50,"333,747.00","42,552,742.50"
2.23,ADBE,"ADOBE INC",2008154,481.85,"87,251.00","42,041,894.35"
2.12,UBER,"UBER TECHNOLOGIES INC",BK6N347,63.97,"624,067.00","39,921,565.99"
1.80,INTC,"INTEL CORP",2463247,31.74,"1,065,428.00","33,816,684.72"
1.64,"000660 KS","SK HYNIX INC",6450267,140.83,"219,146.00","30,863,369.76"
1.40,"3690 HK","MEITUAN-CLASS B",BGJW376,15.56,"1,698,715.00","26,423,560.74"
1.39,SNPS,"SYNOPSYS INC",2867719,571.53,"45,862.00","26,211,508.86"
1.27,CDNS,"CADENCE DESIGN SYS INC",2302232,290.10,"82,176.00","23,839,257.60"
1.26,TRI,"THOMSON REUTERS CORP",BNBXPB4,173.10,"137,344.00","23,774,246.40"
1.14,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,274.42,"77,871.00","21,369,359.82"
1.11,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,57.02,"365,623.00","20,847,823.46"
0.88,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,258.86,"63,706.00","16,490,935.16"
0.83,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,39.48,"395,941.00","15,630,211.82"
0.80,SMCI,"SUPER MICRO COMPUTER INC",B1VQR35,898.95,"16,764.00","15,069,997.80"
0.76,FTNT,"FORTINET INC",B5B2106,61.31,"231,949.00","14,220,793.19"
0.69,TTD,"TRADE DESK INC-A",BD8FDD1,95.65,"135,751.00","12,984,583.15"
0.69,"EXPN LN","EXPERIAN PLC",B19NLV4,46.30,"278,678.00","12,901,989.06"
0.67,"5803 JP","FUJIKURA LTD",6356707,19.40,"646,319.00","12,536,806.51"
0.64,"WKL NA","WOLTERS KLUWER",5671519,159.80,"75,786.00","12,110,978.27"
