"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 02/03/2025",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.36,META,"META PLATFORMS INC",B7TL820,697.46,"140,715.00","98,143,083.90"
3.26,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,51.87,"1,838,543.00","95,365,939.12"
3.25,ACN,"ACCENTURE PLC-CL A",B4BNMY3,385.21,"246,585.00","94,987,007.85"
3.12,AAPL,"APPLE INC",2046251,228.01,"400,482.00","91,313,900.82"
3.11,GOOGL,"ALPHABET INC-CL A",BYVY8G0,201.23,"452,407.00","91,037,860.61"
3.11,CRM,"SALESFORCE INC",2310525,339.24,"267,662.00","90,801,656.88"
3.09,AMZN,"AMAZON.COM INC",2000019,237.42,"380,445.00","90,325,251.90"
3.04,NFLX,"NETFLIX INC",2857817,978.94,"90,911.00","88,996,414.34"
3.02,,"OTHER PAYABLE & RECEIVABLES",,1.00,"88,230,509.43","88,230,509.43"
3.00,CSCO,"CISCO SYSTEMS INC",2198163,61.04,"1,439,246.00","87,851,575.84"
2.98,IBM,IBM,2005973,260.73,"334,589.00","87,237,389.97"
2.90,BABA,"ALIBABA GRP-ADR",BP41ZD1,98.61,"860,747.00","84,878,261.67"
2.85,TSLA,"TESLA INC",B616C79,383.68,"217,207.00","83,337,981.76"
2.85,"005930 KS","SAMSUNG ELECTRON",6771720,34.76,"2,397,011.00","83,328,830.65"
2.82,MSFT,"MICROSOFT CORP",2588173,410.92,"200,462.00","82,373,845.04"
2.78,AVGO,"BROADCOM INC",BDZ78H9,217.73,"372,730.00","81,154,502.90"
2.77,ORCL,"ORACLE CORP",2661568,168.60,"480,314.00","80,980,940.40"
2.76,NOW,"SERVICENOW INC",B80NXX8,"1,020.94","78,976.00","80,629,757.44"
2.72,TSM,"TAIWAN SEMIC-ADR",2113382,199.80,"398,754.00","79,671,049.20"
2.43,NVDA,"NVIDIA CORP",2379504,116.66,"608,298.00","70,964,044.68"
2.36,ADBE,"ADOBE INC",2008154,438.60,"157,522.00","69,089,149.20"
2.34,QCOM,"QUALCOMM INC",2714923,170.24,"401,944.00","68,426,946.56"
2.29,AMD,"ADVANCED MICRO DEVICES",2007849,114.27,"587,090.00","67,086,774.30"
2.26,PLTR,"PALANTIR TECHN-A",BN78DQ4,83.74,"788,887.00","66,061,397.38"
2.06,"SIE GR","SIEMENS AG-REG",5727973,208.46,"289,609.00","60,370,680.96"
1.75,UBER,"UBER TECHNOLOGIES INC",BK6N347,67.29,"761,593.00","51,247,592.97"
1.72,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,114.39,"438,678.00","50,180,376.42"
1.35,APP,"APPLOVIN CORP-CLASS A",BMV3LG4,365.44,"108,008.00","39,470,443.52"
1.24,"3690 HK","MEITUAN-CLASS B",BGJW376,18.26,"1,989,215.00","36,325,350.59"
1.24,MU,"MICRON TECHNOLOGY INC",2588184,89.92,"402,823.00","36,221,844.16"
1.22,MRVL,"MARVELL TECHNOLOGY INC",BNKJSM5,113.56,"312,830.00","35,524,974.80"
1.17,"000660 KS","SK HYNIX INC",6450267,130.13,"263,295.00","34,261,283.19"
1.03,INTC,"INTEL CORP",2463247,19.38,"1,558,927.00","30,212,005.26"
1.01,CDNS,"CADENCE DESIGN SYS INC",2302232,298.30,"99,154.00","29,577,638.20"
0.99,SNPS,"SYNOPSYS INC",2867719,520.25,"55,892.00","29,077,813.00"
0.96,FTNT,"FORTINET INC",B5B2106,100.90,"276,990.00","27,948,291.00"
0.94,TRI,"THOMSON REUTERS CORP",BNBXPB4,169.18,"162,570.00","27,503,592.60"
0.74,SNOW,"SNOWFLAKE INC-CLASS A",BN134B7,182.54,"119,202.00","21,759,133.08"
0.69,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,259.77,"77,309.00","20,082,558.93"
0.66,TTD,"TRADE DESK INC-A",BD8FDD1,117.94,"162,347.00","19,147,205.18"
0.64,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,204.73,"91,802.00","18,794,623.46"
0.55,"EXPN LN","EXPERIAN PLC",B19NLV4,48.80,"331,719.00","16,187,238.39"
0.55,DDOG,"DATADOG INC - CLASS A",BKT9Y49,143.16,"113,072.00","16,186,822.16"
0.53,"WKL NA","WOLTERS KLUWER",5671519,180.92,"86,138.00","15,583,753.86"
0.52,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,32.24,"471,552.00","15,201,862.55"
0.50,"6702 JP","FUJITSU LIMITED",6356945,19.70,"746,635.00","14,712,257.32"
0.49,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,87.51,"164,861.00","14,426,986.11"
0.39,TWLO,"TWILIO INC - A",BD6P5Q0,146.57,"78,691.00","11,533,739.87"
0.38,ZS,"ZSCALER INC",BZ00V34,200.00,"55,326.00","11,065,200.00"
0.36,"6701 JP","NEC CORP",6640400,98.81,"107,212.00","10,594,098.52"
0.35,"6954 JP","FANUC CORP",6356934,28.11,"358,406.00","10,074,777.96"
0.33,HPE,"HEWLETT PACKA",BYVYWS0,20.46,"473,771.00","9,693,354.66"
0.32,BIDU,"BAIDU INC - SPON ADR",B0FXT17,87.71,"107,999.00","9,472,592.29"
0.32,"4755 JP","RAKUTEN GROUP INC",6229597,6.22,"1,519,917.00","9,459,159.78"
0.32,G,"GENPACT LTD",B23DBK6,48.93,"193,064.00","9,446,621.52"
0.32,OKTA,"OKTA INC",BDFZSP1,93.24,"101,210.00","9,436,820.40"
0.32,SNAP,"SNAP INC - A",BD8DJ71,11.17,"842,488.00","9,410,590.96"
0.32,DXC,"DXC TECHNOLOGY CO",BYXD7B3,22.01,"421,121.00","9,268,873.21"
0.32,STNE,"STONECO LTD-A",BGKG6M3,8.89,"1,041,467.00","9,258,641.63"
0.32,CYBR,"CYBERARK SOFTWAR",BQT3XY6,372.00,"24,800.00","9,225,600.00"
0.32,INFA,"INFORMATICA INC - CLASS A",BMG95P4,25.58,"360,537.00","9,222,536.46"
0.31,"2353 TT","ACER INC",6005850,1.17,"7,849,300.00","9,186,931.49"
0.31,PATH,"UIPATH INC - CLASS A",BMD02L5,14.21,"646,324.00","9,184,264.04"
0.31,"TIETO FH","TIETOEVRY OYJ",5479702,18.93,"483,150.00","9,144,622.03"
0.31,NICE,"NICE LTD - SPON ADR",2639736,162.81,"55,362.00","9,013,487.22"
0.31,"TEMN SW","TEMENOS AG - REG",7147892,84.89,"105,175.00","8,928,483.69"
0.30,PEGA,"PEGASYSTEMS INC",2675860,107.93,"81,903.00","8,839,790.79"
0.30,"6588 JP","TOSHIBA TEC CORP",6894887,21.42,"409,260.00","8,765,041.19"
0.30,VRNT,"VERINT SYSTEMS INC",2849193,25.04,"348,871.00","8,735,729.84"
0.30,TDC,"TERADATA CORP",B247H10,31.53,"276,968.00","8,732,801.04"
0.30,"2395 TT","ADVANTECH CO LTD",6202673,11.34,"769,957.00","8,731,891.79"
0.30,WIX,"WIX.COM LTD",BFZCHN7,230.49,"37,657.00","8,679,561.93"
0.30,"AMP IM","AMPLIFON SPA",B14NJ71,26.37,"328,425.00","8,661,929.48"
0.29,CCCS,"CCC INTELLIGENT",BP4CXL8,10.94,"780,762.00","8,541,536.28"
0.29,"3443 TT","GLOBAL UNICHIP CORP",B056381,38.76,"218,865.00","8,483,524.87"
0.28,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,7.47,"1,110,785.00","8,297,563.95"
0.28,ZBRA,"ZEBRA TECH CORP",2989356,386.09,"21,156.00","8,168,120.04"
0.28,AI,"C3.AI INC-A",BMGNBJ2,31.21,"261,652.00","8,166,158.92"
0.28,AMBA,"AMBARELLA INC",B7KH3G6,75.31,"107,960.00","8,130,467.60"
0.27,QUBT,"QUANTUM COMPUTING INC",BFYDQ34,9.95,"800,711.00","7,967,074.45"
0.26,SOUN,"SOUNDHOUND AI INC-A",BLDBS68,14.24,"542,762.00","7,728,930.88"
0.26,STX,"SEAGATE TECHNOLO",BKVD2N4,93.48,"82,109.00","7,675,549.32"
0.26,HUT,"HUT 8 CORP",BQQ8816,21.64,"349,983.00","7,573,632.12"
0.26,"5803 JP","FUJIKURA LTD",6356707,39.08,"190,998.00","7,464,204.55"
0.25,SMCI,"SUPER MICRO COMPUTER INC",BRC3N73,26.85,"266,447.00","7,154,101.95"
0.23,"6526 JP","SOCIONEXT INC",BMTVX75,13.25,"513,436.00","6,803,354.56"
0.00,,"SWISS FRANC",,1.10,132.60,145.43
-0.01,,EURO,,1.03,"-155,362.27","-160,248.24"
-1.19,,"KOREAN WON",,0.00,"-50,887,855,540.00","-34,687,199.17"
-1.67,,CASH,,1.00,"-48,937,152.41","-48,937,152.41"
"The information contained herein may not be reproduced, redistributed or used to create any derivative works.",,,,,,
