"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 01/04/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.97,INTC,"INTEL CORP",2463247,46.87,"761,908.00","35,710,627.96"
3.39,META,"META PLATFORMS INC",B7TL820,347.12,"88,042.00","30,561,139.04"
3.33,IBM,IBM,2005973,160.86,"186,326.00","29,972,400.36"
3.33,NOW,"SERVICENOW INC",B80NXX8,671.87,"44,572.00","29,946,589.64"
3.27,GOOGL,"ALPHABET INC-CL A",BYVY8G0,136.39,"216,015.00","29,462,285.85"
3.20,AMZN,"AMAZON.COM INC",2000019,144.57,"199,349.00","28,819,884.93"
3.19,NFLX,"NETFLIX INC",2857817,474.67,"60,609.00","28,769,274.03"
3.17,CRM,"SALESFORCE INC",2310525,251.24,"113,615.00","28,544,632.60"
3.14,QCOM,"QUALCOMM INC",2714923,136.17,"207,825.00","28,299,530.25"
3.14,ADBE,"ADOBE INC",2008154,567.05,"49,903.00","28,297,496.15"
3.11,NVDA,"NVIDIA CORP",2379504,479.98,"58,425.00","28,042,831.50"
3.08,MSFT,"MICROSOFT CORP",2588173,367.94,"75,393.00","27,740,100.42"
3.08,ACN,"ACCENTURE PLC-CL A",B4BNMY3,337.09,"82,279.00","27,735,428.11"
3.07,"005930 KS","SAMSUNG ELECTRON",6771720,58.47,"473,193.00","27,667,035.95"
3.04,"SIE GR","SIEMENS AG-REG",5727973,177.94,"153,831.00","27,372,675.80"
2.74,CSCO,"CISCO SYSTEMS INC",2198163,50.08,"492,577.00","24,668,256.16"
2.73,AAPL,"APPLE INC",2046251,181.91,"135,070.00","24,570,583.70"
2.63,TSLA,"TESLA INC",B616C79,237.93,"99,667.00","23,713,769.31"
2.58,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,38.27,"608,143.00","23,273,728.77"
2.51,ORCL,"ORACLE CORP",2661568,102.59,"220,288.00","22,599,345.92"
2.39,UBER,"UBER TECHNOLOGIES INC",BK6N347,57.80,"372,574.00","21,534,777.20"
2.33,BABA,"ALIBABA GRP-ADR",BP41ZD1,74.66,"281,154.00","20,990,957.64"
1.80,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,73.42,"221,056.00","16,229,931.52"
1.55,"000660 KS","SK HYNIX INC",6450267,104.11,"133,969.00","13,948,073.89"
1.52,SNPS,"SYNOPSYS INC",2867719,490.18,"27,997.00","13,723,569.46"
1.43,CDNS,"CADENCE DESIGN SYS INC",2302232,255.92,"50,186.00","12,843,601.12"
1.34,TRI,"THOMSON REUTERS CORP",BNBXPB4,144.09,"83,642.00","12,051,975.78"
1.14,"3690 HK","MEITUAN-CLASS B",BGJW376,9.93,"1,031,615.00","10,239,977.78"
1.13,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,267.08,"37,949.00","10,135,418.92"
1.11,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,207.76,"47,889.00","9,949,418.64"
1.02,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,38.25,"240,772.00","9,209,836.30"
0.85,"STMMI IM","STMICROELECTRONICS NV",5962343,45.30,"168,423.00","7,629,758.59"
0.74,"WKL NA","WOLTERS KLUWER",5671519,140.56,"47,356.00","6,656,340.85"
0.73,"EXPN LN","EXPERIAN PLC",B19NLV4,38.74,"168,701.00","6,536,290.74"
0.71,ROK,"ROCKWELL AUTOMATION INC",2754060,304.67,"21,078.00","6,421,834.26"
0.71,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,76.57,"83,797.00","6,416,336.29"
0.69,BIDU,"BAIDU INC - SPON ADR",B0FXT17,118.32,"52,224.00","6,179,143.68"
0.69,DDOG,"DATADOG INC - CLASS A",BKT9Y49,113.02,"54,596.00","6,170,439.92"
0.63,"6702 JP","FUJITSU LIMITED",6356945,148.27,"38,026.00","5,638,301.67"
0.63,ZS,"ZSCALER INC",BZ00V34,210.33,"26,785.00","5,633,689.05"
0.62,TTD,"TRADE DESK INC-A",BD8FDD1,68.40,"81,965.00","5,606,406.00"
0.59,"6954 JP","FANUC CORP",6356934,28.61,"185,406.00","5,304,639.62"
0.52,SPLK,"SPLUNK INC",B424494,152.16,"30,506.00","4,641,792.96"
0.47,EBAY,"EBAY INC",2293819,42.53,"98,404.00","4,185,122.12"
0.45,SNAP,"SNAP INC - A",BD8DJ71,16.20,"248,627.00","4,027,757.40"
0.45,HPE,"HEWLETT PACKA",BYVYWS0,17.00,"236,247.00","4,016,199.00"
0.42,"3661 TT","ALCHIP TECHNOLOGIES LTD",B4TPSL0,108.58,"34,690.00","3,766,758.63"
0.41,"2353 TT","ACER INC",6005850,1.58,"2,328,400.00","3,681,561.79"
0.41,INFA,"INFORMATICA INC - CLASS A",BMG95P4,26.38,"138,174.00","3,645,030.12"
0.40,WIX,"WIX.COM LTD",BFZCHN7,116.90,"30,946.00","3,617,587.40"
0.40,CYBR,"CYBERARK SOFTWAR",BQT3XY6,211.68,"16,930.00","3,583,742.40"
0.39,STX,"SEAGATE TECHNOLO",BKVD2N4,80.77,"43,406.00","3,505,902.62"
0.39,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,6.15,"565,776.00","3,479,522.40"
0.37,PATH,"UIPATH INC - CLASS A",BMD02L5,22.57,"147,181.00","3,321,875.17"
0.36,FRSH,"FRESHWORKS INC-CL A",BPF0BB7,21.47,"152,285.00","3,269,558.95"
0.36,STNE,"STONECO LTD-A",BGKG6M3,16.62,"196,604.00","3,267,558.48"
0.35,HUBB,"HUBBELL INC",BDFG6S3,319.94,"9,831.00","3,145,330.14"
0.35,"6701 JP","NEC CORP",6640400,58.56,"53,708.00","3,145,313.97"
0.34,OKTA,"OKTA INC",BDFZSP1,83.37,"36,977.00","3,082,772.49"
0.34,BAH,"BOOZ ALLEN HAMIL",B5367T7,125.38,"24,107.00","3,022,535.66"
0.32,TWLO,"TWILIO INC - A",BD6P5Q0,68.49,"41,637.00","2,851,718.13"
0.31,SMCI,"SUPER MICRO COMPUTER INC",B1VQR35,288.80,"9,640.00","2,784,032.00"
0.30,"TEMN SW","TEMENOS AG - REG",7147892,88.52,"30,679.00","2,715,709.77"
0.30,SMAR,"SMARTSHEET INC-CLASS A",BFZND98,44.06,"60,950.00","2,685,457.00"
0.29,BZ,"KANZHUN LTD - ADR",BM91SH0,15.46,"166,018.00","2,566,638.28"
0.28,CCCS,"CCC INTELLIGENT",BP4CXL8,10.67,"238,424.00","2,543,984.08"
0.28,"AMP IM","AMPLIFON SPA",B14NJ71,33.41,"75,056.00","2,507,951.53"
