"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 08/20/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.30,NOW,"SERVICENOW INC",B80NXX8,838.22,"83,908.00","70,333,363.76"
3.27,NFLX,"NETFLIX INC",2857817,698.54,"99,916.00","69,795,322.64"
3.26,CSCO,"CISCO SYSTEMS INC",2198163,50.24,"1,385,590.00","69,612,041.60"
3.24,META,"META PLATFORMS INC",B7TL820,526.73,"131,436.00","69,231,284.28"
3.20,BABA,"ALIBABA GRP-ADR",BP41ZD1,81.04,"844,106.00","68,406,350.24"
3.20,IBM,IBM,2005973,196.03,"348,915.00","68,397,807.45"
3.12,NVDA,"NVIDIA CORP",2379504,127.25,"523,989.00","66,677,600.25"
3.10,ADBE,"ADOBE INC",2008154,562.25,"117,674.00","66,162,206.50"
3.08,CRM,"SALESFORCE INC",2310525,261.84,"250,844.00","65,680,992.96"
3.05,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,47.55,"1,371,043.00","65,193,053.29"
3.05,AVGO,"BROADCOM INC",BDZ78H9,165.95,"392,238.00","65,091,896.10"
3.03,AAPL,"APPLE INC",2046251,226.51,"285,501.00","64,668,831.51"
3.01,ACN,"ACCENTURE PLC-CL A",B4BNMY3,330.37,"194,474.00","64,248,375.38"
2.94,"005930 KS","SAMSUNG ELECTRON",6771720,59.17,"1,061,280.00","62,798,104.09"
2.93,ORCL,"ORACLE CORP",2661568,139.17,"448,884.00","62,471,186.28"
2.89,AMZN,"AMAZON.COM INC",2000019,178.88,"344,606.00","61,643,121.28"
2.87,MSFT,"MICROSOFT CORP",2588173,424.80,"144,398.00","61,340,270.40"
2.77,GOOGL,"ALPHABET INC-CL A",BYVY8G0,167.18,"353,335.00","59,070,545.30"
2.70,TSLA,"TESLA INC",B616C79,221.10,"260,734.00","57,648,287.40"
2.68,QCOM,"QUALCOMM INC",2714923,172.11,"332,234.00","57,180,793.74"
2.55,UBER,"UBER TECHNOLOGIES INC",BK6N347,73.31,"743,036.00","54,471,969.16"
2.43,"SIE GR","SIEMENS AG-REG",5727973,182.03,"284,869.00","51,854,216.90"
2.00,MU,"MICRON TECHNOLOGY INC",2588184,107.99,"394,319.00","42,582,508.81"
1.82,"000660 KS","SK HYNIX INC",6450267,149.77,"258,831.00","38,764,474.80"
1.51,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,74.87,"430,083.00","32,200,314.21"
1.49,INTC,"INTEL CORP",2463247,20.99,"1,513,772.00","31,774,074.28"
1.42,SNPS,"SYNOPSYS INC",2867719,557.03,"54,369.00","30,285,164.07"
1.28,"3690 HK","MEITUAN-CLASS B",BGJW376,13.88,"1,968,415.00","27,316,284.52"
1.28,CDNS,"CADENCE DESIGN SYS INC",2302232,281.37,"96,786.00","27,232,676.82"
1.23,TRI,"THOMSON REUTERS CORP",BNBXPB4,163.71,"160,184.00","26,223,722.64"
1.08,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,254.02,"90,924.00","23,096,514.48"
0.96,FTNT,"FORTINET INC",B5B2106,75.57,"270,224.00","20,420,827.68"
0.82,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,232.46,"75,454.00","17,540,036.84"
0.76,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,35.15,"462,580.00","16,260,229.01"
0.75,TTD,"TRADE DESK INC-A",BD8FDD1,102.14,"157,460.00","16,082,964.40"
0.72,"EXPN LN","EXPERIAN PLC",B19NLV4,46.92,"325,274.00","15,262,185.31"
0.69,"WKL NA","WOLTERS KLUWER",5671519,168.28,"87,992.00","14,807,591.81"
0.64,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,83.94,"161,467.00","13,553,539.98"
0.60,"6702 JP","FUJITSU LIMITED",6356945,17.52,"731,175.00","12,812,698.83"
0.60,DDOG,"DATADOG INC - CLASS A",BKT9Y49,116.10,"109,695.00","12,735,589.50"
0.59,SMCI,"SUPER MICRO COMPUTER INC",B1VQR35,610.91,"20,741.00","12,670,884.31"
0.50,ROK,"ROCKWELL AUTOMATION INC",2754060,265.41,"40,183.00","10,664,970.03"
0.49,ZS,"ZSCALER INC",BZ00V34,197.15,"53,376.00","10,523,078.40"
