"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 11/13/2023",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.48,ADBE,"ADOBE INC",2008154,590.34,"41,262.00","24,358,609.08"
3.43,INTC,"INTEL CORP",2463247,38.23,"628,385.00","24,023,158.55"
3.40,META,"META PLATFORMS INC",B7TL820,329.19,"72,450.00","23,849,815.50"
3.36,GOOGL,"ALPHABET INC-CL A",BYVY8G0,132.09,"178,038.00","23,517,039.42"
3.35,NOW,"SERVICENOW INC",B80NXX8,638.41,"36,786.00","23,484,550.26"
3.34,AMZN,"AMAZON.COM INC",2000019,142.59,"164,273.00","23,423,687.07"
3.33,NVDA,"NVIDIA CORP",2379504,486.20,"47,987.00","23,331,279.40"
3.25,IBM,IBM,2005973,148.10,"153,900.00","22,792,590.00"
3.25,MSFT,"MICROSOFT CORP",2588173,366.68,"62,153.00","22,790,262.04"
3.17,NFLX,"NETFLIX INC",2857817,444.62,"49,898.00","22,185,648.76"
3.05,ACN,"ACCENTURE PLC-CL A",B4BNMY3,315.63,"67,634.00","21,347,319.42"
3.03,QCOM,"QUALCOMM INC",2714923,123.85,"171,393.00","21,227,023.05"
3.03,CSCO,"CISCO SYSTEMS INC",2198163,52.23,"405,740.00","21,191,800.20"
2.96,"005930 KS","SAMSUNG ELECTRON",6771720,53.12,"390,164.00","20,727,094.48"
2.96,ORCL,"ORACLE CORP",2661568,114.15,"181,571.00","20,726,329.65"
2.94,AAPL,"APPLE INC",2046251,184.80,"111,499.00","20,605,015.20"
2.88,CRM,"SALESFORCE INC",2310525,215.28,"93,741.00","20,180,562.48"
2.83,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,39.68,"500,243.00","19,848,522.83"
2.72,BABA,"ALIBABA GRP-ADR",BP41ZD1,82.26,"231,633.00","19,054,130.58"
2.62,TSLA,"TESLA INC",B616C79,223.71,"82,132.00","18,373,749.72"
2.57,"SIE GR","SIEMENS AG-REG",5727973,142.08,"126,812.00","18,017,035.10"
2.29,UBER,"UBER TECHNOLOGIES INC",BK6N347,52.24,"307,722.00","16,075,397.28"
1.72,"3690 HK","MEITUAN-CLASS B",BGJW376,14.29,"844,915.00","12,076,552.47"
1.71,SNPS,"SYNOPSYS INC",2867719,522.88,"22,927.00","11,988,069.76"
1.62,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,62.34,"181,953.00","11,342,950.02"
1.57,"000660 KS","SK HYNIX INC",6450267,99.46,"110,783.00","11,018,110.02"
1.57,CDNS,"CADENCE DESIGN SYS INC",2302232,263.94,"41,536.00","10,963,011.84"
1.31,TRI,"THOMSON REUTERS CORP",BNBXPB4,132.96,"68,998.00","9,173,974.08"
1.04,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,184.84,"39,521.00","7,305,061.64"
1.02,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,226.30,"31,599.00","7,150,853.70"
0.90,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,31.67,"198,932.00","6,300,296.66"
0.82,"STMMI IM","STMICROELECTRONICS NV",5962343,41.35,"139,135.00","5,752,607.01"
0.74,"WKL NA","WOLTERS KLUWER",5671519,131.39,"39,662.00","5,211,040.93"
