"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 09/04/2025",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.64,GOOGL,"ALPHABET INC-CL A",BYVY8G0,232.30,"729,713.00","169,512,329.90"
3.34,AAPL,"APPLE INC",2046251,239.78,"648,123.00","155,406,932.94"
3.23,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,75.94,"1,981,218.00","150,461,645.39"
3.21,AVGO,"BROADCOM INC",BDZ78H9,306.10,"488,765.00","149,610,966.50"
3.18,BABA,"ALIBABA GRP-ADR",BP41ZD1,130.92,"1,132,217.00","148,229,849.64"
3.17,NFLX,"NETFLIX INC",2857817,"1,257.48","117,523.00","147,782,822.04"
3.13,META,"META PLATFORMS INC",B7TL820,748.65,"194,591.00","145,680,552.15"
3.12,"005930 KS","SAMSUNG ELECTRON",6771720,50.34,"2,883,869.00","145,177,175.51"
3.08,AMZN,"AMAZON.COM INC",2000019,235.68,"607,900.00","143,269,872.00"
3.04,AMD,"ADVANCED MICRO DEVICES",2007849,161.79,"874,882.00","141,547,158.78"
3.03,TSLA,"TESLA INC",B616C79,338.53,"416,832.00","141,110,136.96"
3.01,PLTR,"PALANTIR TECHN-A",BN78DQ4,156.14,"897,393.00","140,118,943.02"
3.00,MSFT,"MICROSOFT CORP",2588173,507.97,"274,677.00","139,527,675.69"
3.00,NVDA,"NVIDIA CORP",2379504,171.66,"812,747.00","139,516,150.02"
2.95,CSCO,"CISCO SYSTEMS INC",2198163,67.99,"2,022,132.00","137,484,754.68"
2.92,TSM,"TAIWAN SEMIC-ADR",2113382,235.21,"577,406.00","135,811,665.26"
2.75,ORCL,"ORACLE CORP",2661568,223.00,"573,085.00","127,797,955.00"
2.72,CRM,"SALESFORCE INC",2310525,244.01,"518,964.00","126,632,405.64"
2.61,IBM,IBM,2005973,247.18,"492,296.00","121,685,725.28"
2.30,"SIE GR","SIEMENS AG-REG",5727973,267.66,"399,933.00","107,046,803.47"
2.07,UBER,"UBER TECHNOLOGIES INC",BK6N347,91.98,"1,045,098.00","96,128,114.04"
2.00,NOW,"SERVICENOW INC",B80NXX8,898.56,"103,531.00","93,028,815.36"
1.90,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,145.15,"608,829.00","88,371,529.35"
1.88,QCOM,"QUALCOMM INC",2714923,159.71,"548,694.00","87,631,918.74"
1.69,ACN,"ACCENTURE PLC-CL A",B4BNMY3,252.94,"311,188.00","78,711,892.72"
1.65,APP,"APPLOVIN CORP-CLASS A",BMV3LG4,499.97,"153,827.00","76,908,885.19"
1.57,ADBE,"ADOBE INC",2008154,344.31,"212,438.00","73,144,527.78"
1.49,"000660 KS","SK HYNIX INC",6450267,190.66,"364,859.00","69,565,575.94"
1.49,MU,"MICRON TECHNOLOGY INC",2588184,124.21,"559,067.00","69,441,712.07"
1.20,SNPS,"SYNOPSYS INC",2867719,601.96,"92,497.00","55,679,494.12"
1.15,INTC,"INTEL CORP",2463247,24.61,"2,178,454.00","53,611,752.94"
1.02,CDNS,"CADENCE DESIGN SYS INC",2302232,349.33,"136,199.00","47,578,396.67"
0.87,TRI,"THOMSON REUTERS CORP",BNBXPB4,178.77,"225,173.00","40,254,177.21"
0.79,SNOW,"SNOWFLAKE INC",BN134B7,221.90,"166,450.00","36,935,255.00"
0.78,"3690 HK","MEITUAN-CLASS B",BGJW376,13.00,"2,791,715.00","36,283,921.79"
0.63,FTNT,"FORTINET INC",B5B2106,76.44,"382,152.00","29,211,698.88"
0.61,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,225.39,"125,845.00","28,364,204.55"
0.59,MRVL,"MARVELL TECHNOLOGY INC",BNKJSM5,64.10,"430,683.00","27,606,780.30"
0.53,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,231.13,"107,337.00","24,808,800.81"
0.53,"6702 JP","FUJITSU LIMITED",6356945,23.79,"1,033,473.00","24,587,972.75"
0.51,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,36.39,"650,932.00","23,686,296.71"
0.51,"EXPN LN","EXPERIAN PLC",B19NLV4,51.65,"456,933.00","23,601,252.03"
0.46,"5803 JP","FUJIKURA LTD",6356707,88.34,"242,454.00","21,417,449.14"
0.45,DDOG,"DATADOG INC - CLASS A",BKT9Y49,131.78,"158,923.00","20,942,872.94"
0.45,ZS,"ZSCALER INC",BZ00V34,268.25,"78,061.00","20,939,863.25"
0.44,"6701 JP","NEC CORP",6640400,29.78,"680,543.00","20,267,599.93"
0.42,STX,"SEAGATE TECHNOLO",BKVD2N4,183.98,"105,426.00","19,396,275.48"
0.37,CYBR,"CYBERARK SOFTWAR",BQT3XY6,458.10,"37,130.00","17,009,253.00"
0.36,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,74.12,"227,906.00","16,892,392.72"
