"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 10/11/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
4.07,BABA,"ALIBABA GRP-ADR",BP41ZD1,110.14,"844,106.00","92,969,834.84"
3.57,IBM,IBM,2005973,233.26,"348,915.00","81,387,912.90"
3.46,ORCL,"ORACLE CORP",2661568,175.77,"448,884.00","78,900,340.68"
3.45,NOW,"SERVICENOW INC",B80NXX8,938.59,"83,908.00","78,755,209.72"
3.40,META,"META PLATFORMS INC",B7TL820,589.95,"131,436.00","77,540,668.20"
3.39,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,56.46,"1,371,043.00","77,409,823.77"
3.29,CSCO,"CISCO SYSTEMS INC",2198163,54.25,"1,385,590.00","75,168,257.50"
3.17,CRM,"SALESFORCE INC",2310525,288.10,"250,844.00","72,268,156.40"
3.17,NFLX,"NETFLIX INC",2857817,722.79,"99,916.00","72,218,285.64"
3.12,AVGO,"BROADCOM INC",BDZ78H9,181.48,"392,238.00","71,183,352.24"
3.10,NVDA,"NVIDIA CORP",2379504,134.80,"523,989.00","70,633,717.20"
3.07,ACN,"ACCENTURE PLC-CL A",B4BNMY3,360.74,"194,474.00","70,154,550.76"
2.85,AMZN,"AMAZON.COM INC",2000019,188.82,"344,606.00","65,068,504.92"
2.85,AAPL,"APPLE INC",2046251,227.55,"285,501.00","64,965,752.55"
2.81,UBER,"UBER TECHNOLOGIES INC",BK6N347,86.34,"743,036.00","64,153,728.24"
2.63,MSFT,"MICROSOFT CORP",2588173,416.32,"144,398.00","60,115,775.36"
2.56,ADBE,"ADOBE INC",2008154,495.42,"117,674.00","58,298,053.08"
2.54,"SIE GR","SIEMENS AG-REG",5727973,203.38,"284,869.00","57,937,766.72"
2.53,GOOGL,"ALPHABET INC-CL A",BYVY8G0,163.24,"353,335.00","57,678,405.40"
2.49,TSLA,"TESLA INC",B616C79,217.80,"260,734.00","56,787,865.20"
2.48,QCOM,"QUALCOMM INC",2714923,169.98,"332,234.00","56,473,135.32"
2.15,"3690 HK","MEITUAN-CLASS B",BGJW376,24.92,"1,968,415.00","49,059,675.43"
2.04,"005930 KS","SAMSUNG ELECTRON",6771720,43.94,"1,061,280.00","46,634,978.88"
1.85,MU,"MICRON TECHNOLOGY INC",2588184,106.92,"394,319.00","42,160,587.48"
1.57,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,83.24,"430,083.00","35,800,108.92"
1.56,"000660 KS","SK HYNIX INC",6450267,137.83,"258,831.00","35,674,372.73"
1.56,INTC,"INTEL CORP",2463247,23.56,"1,513,772.00","35,664,468.32"
1.29,SNPS,"SYNOPSYS INC",2867719,539.92,"54,369.00","29,354,910.48"
1.20,CDNS,"CADENCE DESIGN SYS INC",2302232,282.39,"96,786.00","27,331,398.54"
