"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 08/22/2025",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.28,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,76.79,"1,946,618.00","149,475,389.70"
3.25,GOOGL,"ALPHABET INC-CL A",BYVY8G0,206.09,"717,430.00","147,855,148.70"
3.19,"005930 KS","SAMSUNG ELECTRON",6771720,51.25,"2,835,602.00","145,330,155.42"
3.19,AAPL,"APPLE INC",2046251,227.76,"637,224.00","145,134,138.24"
3.17,META,"META PLATFORMS INC",B7TL820,754.79,"191,304.00","144,394,346.16"
3.17,AMD,"ADVANCED MICRO DEVICES",2007849,167.76,"860,177.00","144,303,293.52"
3.12,NVDA,"NVIDIA CORP",2379504,177.99,"799,080.00","142,228,249.20"
3.10,AVGO,"BROADCOM INC",BDZ78H9,294.00,"480,634.00","141,306,396.00"
3.08,PLTR,"PALANTIR TECHN-A",BN78DQ4,158.74,"882,342.00","140,062,969.08"
3.06,TSLA,"TESLA INC",B616C79,340.01,"409,912.00","139,374,179.12"
3.06,NFLX,"NETFLIX INC",2857817,"1,204.65","115,620.00","139,281,633.00"
3.01,MSFT,"MICROSOFT CORP",2588173,507.23,"270,006.00","136,955,143.38"
3.01,BABA,"ALIBABA GRP-ADR",BP41ZD1,122.94,"1,113,187.00","136,855,209.78"
3.00,AMZN,"AMAZON.COM INC",2000019,228.84,"597,693.00","136,776,066.12"
2.94,CSCO,"CISCO SYSTEMS INC",2198163,67.32,"1,988,224.00","133,847,239.68"
2.93,ORCL,"ORACLE CORP",2661568,236.37,"563,570.00","133,211,040.90"
2.90,TSM,"TAIWAN SEMIC-ADR",2113382,232.99,"567,718.00","132,272,616.82"
2.78,CRM,"SALESFORCE INC",2310525,248.29,"510,314.00","126,705,863.06"
2.57,IBM,IBM,2005973,242.09,"483,992.00","117,169,623.28"
2.40,"SIE GR","SIEMENS AG-REG",5727973,277.60,"393,186.00","109,147,943.38"
2.18,UBER,"UBER TECHNOLOGIES INC",BK6N347,96.79,"1,027,625.00","99,463,823.75"
1.98,NOW,"SERVICENOW INC",B80NXX8,886.75,"101,801.00","90,272,036.75"
1.87,QCOM,"QUALCOMM INC",2714923,158.01,"539,525.00","85,250,345.25"
1.87,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,142.11,"598,622.00","85,070,172.42"
1.74,ACN,"ACCENTURE PLC-CL A",B4BNMY3,259.22,"305,998.00","79,320,801.56"
1.66,ADBE,"ADOBE INC",2008154,362.09,"208,805.00","75,606,202.45"
1.47,APP,"APPLOVIN CORP-CLASS A",BMV3LG4,441.68,"151,232.00","66,796,149.76"
1.42,MU,"MICRON TECHNOLOGY INC",2588184,117.68,"549,725.00","64,691,638.00"
1.42,"000660 KS","SK HYNIX INC",6450267,180.17,"358,804.00","64,646,236.95"
1.21,SNPS,"SYNOPSYS INC",2867719,606.52,"90,940.00","55,156,928.80"
1.17,INTC,"INTEL CORP",2463247,24.80,"2,141,951.00","53,120,384.80"
1.03,CDNS,"CADENCE DESIGN SYS INC",2302232,349.63,"133,950.00","46,832,938.50"
0.91,"3690 HK","MEITUAN-CLASS B",BGJW376,15.15,"2,739,815.00","41,515,536.10"
0.87,TRI,"THOMSON REUTERS CORP",BNBXPB4,178.55,"221,367.00","39,525,077.85"
0.71,SNOW,"SNOWFLAKE INC",BN134B7,196.81,"163,682.00","32,214,254.42"
0.68,MRVL,"MARVELL TECHNOLOGY INC",BNKJSM5,73.00,"423,417.00","30,909,441.00"
0.66,FTNT,"FORTINET INC",B5B2106,80.02,"375,751.00","30,067,595.02"
0.64,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,234.83,"123,769.00","29,064,674.27"
0.61,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,43.18,"640,033.00","27,637,089.78"
0.55,"6702 JP","FUJITSU LIMITED",6356945,24.47,"1,016,173.00","24,862,003.94"
0.52,"EXPN LN","EXPERIAN PLC",B19NLV4,52.33,"449,321.00","23,511,265.20"
0.51,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,221.27,"105,607.00","23,367,660.89"
0.46,"6701 JP","NEC CORP",6640400,31.57,"669,125.00","21,123,308.71"
0.46,ZS,"ZSCALER INC",BZ00V34,272.52,"76,677.00","20,895,632.66"
0.45,DDOG,"DATADOG INC - CLASS A",BKT9Y49,131.22,"156,328.00","20,513,360.16"
0.41,"5803 JP","FUJIKURA LTD",6356707,78.21,"238,302.00","18,636,740.12"
0.37,CRWV,"COREWEAVE INC-CL A",BTTRKN7,93.99,"181,341.00","17,044,240.59"
0.37,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,75.22,"224,100.00","16,856,802.00"
0.36,STX,"SEAGATE TECHNOLO",BKVD2N4,159.21,"103,696.00","16,509,440.16"
0.35,CYBR,"CYBERARK SOFTWAR",BQT3XY6,441.24,"36,438.00","16,077,903.12"
0.35,"WKL NA","WOLTERS KLUWER",5671519,135.11,"117,126.00","15,824,684.85"
0.34,"4755 JP","RAKUTEN GROUP INC",6229597,6.15,"2,477,588.00","15,246,306.05"
0.33,STNE,"STONECO LTD-A",BGKG6M3,15.35,"964,184.00","14,800,224.40"
0.32,HPE,"HEWLETT PACKA",BYVYWS0,22.45,"654,247.00","14,687,845.15"
0.32,HUT,"HUT 8 CORP",BQQ8816,23.37,"626,782.00","14,647,895.34"
0.32,"TIETO FH","TIETOEVRY OYJ",5479702,18.49,"782,037.00","14,460,614.56"
0.32,AMBA,"AMBARELLA INC",B7KH3G6,71.94,"199,923.00","14,382,460.62"
0.31,"6954 JP","FANUC CORP",6356934,29.39,"481,457.00","14,149,796.82"
0.31,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,7.93,"1,773,771.00","14,066,004.03"
