"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 07/27/2023",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
5.59,NVDA,"NVIDIA CORP",2379504,459.00,"58,865.00","27,019,035.00"
5.09,META,"META PLATFORMS INC",B7TL820,311.71,"78,936.00","24,605,140.56"
4.16,TSLA,"TESLA INC",B616C79,255.71,"78,722.00","20,130,002.62"
3.37,CRM,"SALESFORCE INC",2310525,225.15,"72,407.00","16,302,436.05"
3.31,ADBE,"ADOBE INC",2008154,513.97,"31,104.00","15,986,522.88"
3.21,AAPL,"APPLE INC",2046251,193.22,"80,334.00","15,522,135.48"
3.20,MSFT,"MICROSOFT CORP",2588173,330.72,"46,716.00","15,449,915.52"
3.07,AMZN,"AMAZON.COM INC",2000019,128.25,"115,716.00","14,840,577.00"
3.06,ORCL,"ORACLE CORP",2661568,116.40,"127,262.00","14,813,296.80"
3.04,GOOGL,"ALPHABET INC-CL A",BYVY8G0,129.40,"113,540.00","14,692,076.00"
2.71,NFLX,"NETFLIX INC",2857817,413.17,"31,704.00","13,099,141.68"
2.68,INTC,"INTEL CORP",2463247,34.55,"374,664.00","12,944,641.20"
2.67,ACN,"ACCENTURE PLC-CL A",B4BNMY3,318.82,"40,485.00","12,907,427.70"
2.62,"005930 KS","SAMSUNG ELECTRON",6771720,56.11,"226,148.00","12,690,128.43"
2.61,CSCO,"CISCO SYSTEMS INC",2198163,53.00,"237,962.00","12,611,986.00"
2.55,"SIE GR","SIEMENS AG-REG",5727973,171.12,"72,129.00","12,342,455.64"
2.39,NOW,"SERVICENOW INC",B80NXX8,559.89,"20,602.00","11,534,853.78"
2.36,IBM,IBM,2005973,142.97,"79,905.00","11,424,017.85"
2.25,QCOM,"QUALCOMM INC",2714923,125.85,"86,515.00","10,887,912.75"
2.03,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,44.06,"222,843.00","9,818,142.88"
1.97,UBER,"UBER TECHNOLOGIES INC",BK6N347,46.61,"204,158.00","9,515,804.38"
1.90,"3690 HK","MEITUAN-CLASS B",BGJW376,17.51,"523,515.00","9,164,405.73"
1.87,BABA,"ALIBABA GRP-ADR",BP41ZD1,95.44,"94,831.00","9,050,670.64"
1.51,"000660 KS","SK HYNIX INC",6450267,97.05,"75,055.00","7,283,756.60"
1.44,SNPS,"SYNOPSYS INC",2867719,448.74,"15,501.00","6,955,918.74"
1.37,CDNS,"CADENCE DESIGN SYS INC",2302232,234.90,"28,103.00","6,601,394.70"
1.35,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,63.96,"102,283.00","6,542,020.68"
1.28,TRI,"THOMSON REUTERS CORP",BNBXPB4,132.53,"46,680.78","6,186,603.31"
1.22,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,221.79,"26,529.00","5,883,866.91"
1.19,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,42.77,"133,972.00","5,729,729.41"
1.08,"STMMI IM","STMICROELECTRONICS NV",5962343,55.49,"93,663.00","5,196,922.63"
1.03,SMCI,"SUPER MICRO COMPUTER INC",B1VQR35,327.34,"15,150.00","4,959,201.00"
0.98,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,229.80,"20,555.00","4,723,539.00"
0.88,BIDU,"BAIDU INC - SPON ADR",B0FXT17,148.03,"28,655.00","4,241,799.65"
0.81,IONQ,"IONQ INC",BP484B3,15.53,"251,188.00","3,900,949.64"
0.80,ROK,"ROCKWELL AUTOMATION INC",2754060,330.31,"11,733.00","3,875,527.23"
0.80,TTD,"TRADE DESK INC-A",BD8FDD1,85.38,"45,329.00","3,870,190.02"
0.76,"EXPN LN","EXPERIAN PLC",B19NLV4,39.33,"93,941.00","3,694,492.07"
0.73,"6954 JP","FANUC CORP",6356934,33.85,"103,956.00","3,518,556.06"
0.69,"WKL NA","WOLTERS KLUWER",5671519,125.85,"26,670.00","3,356,505.35"
0.68,DDOG,"DATADOG INC - CLASS A",BKT9Y49,109.46,"30,046.00","3,288,835.16"
0.60,"6702 JP","FUJITSU LIMITED",6356945,133.34,"21,571.00","2,876,286.04"
0.55,"3661 TT","ALCHIP TECHNOLOGIES LTD",B4TPSL0,68.50,"38,690.00","2,650,424.15"
0.55,"3443 TT","GLOBAL UNICHIP CORP",B056381,58.42,"45,200.00","2,640,609.49"
0.50,EBAY,"EBAY INC",2293819,43.66,"55,361.00","2,417,061.26"
0.47,ZS,"ZSCALER INC",BZ00V34,155.25,"14,770.00","2,293,042.50"
0.47,HPE,"HEWLETT PACKA",BYVYWS0,17.36,"130,797.00","2,270,635.92"
0.38,TDC,"TERADATA CORP",B247H10,54.94,"33,430.00","1,836,644.20"
0.37,"XRO AU","XERO LTD",B8P4LP4,82.52,"21,802.00","1,799,085.95"
0.35,SPLK,"SPLUNK INC",B424494,102.29,"16,736.00","1,711,925.44"
0.34,"6701 JP","NEC CORP",6640400,48.83,"33,548.00","1,638,034.45"
0.34,HUBB,"HUBBELL INC",BDFG6S3,308.47,"5,282.00","1,629,338.54"
0.33,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,5.07,"314,622.00","1,595,133.54"
0.32,"2353 TT","ACER INC",6005850,1.15,"1,358,400.00","1,558,905.21"
0.32,BAH,"BOOZ ALLEN HAMIL",B5367T7,113.96,"13,427.00","1,530,140.92"
0.32,ZBRA,"ZEBRA TECH CORP",2989356,299.43,"5,103.00","1,527,991.29"
0.31,STNE,"STONECO LTD-A",BGKG6M3,13.26,"111,961.00","1,484,602.86"
0.30,"6502 JP","TOSHIBA CORP",6897217,32.26,"45,092.00","1,454,704.22"
0.30,"2395 TT","ADVANTECH CO LTD",6202673,12.64,"114,457.44","1,447,251.46"
0.30,SNAP,"SNAP INC - A",BD8DJ71,10.33,"138,968.00","1,435,539.44"
0.30,PCOR,"PROCORE TECHNOLOGIES INC",BLH11J8,70.80,"20,220.00","1,431,576.00"
0.29,"TEMN SW","TEMENOS AG - REG",7147892,85.18,"16,677.00","1,420,601.35"
0.29,PEGA,"PEGASYSTEMS INC",2675860,49.28,"28,627.00","1,410,738.56"
0.29,"AMP IM","AMPLIFON SPA",B14NJ71,34.71,"40,202.00","1,395,463.96"
0.29,"3665 TT","BIZLINK HOLDING INC",B5SG8Y4,9.80,"142,368.56","1,394,563.86"
0.29,CCCS,"CCC INTELLIGENT",BP4CXL8,10.75,"128,802.00","1,384,621.50"
0.28,CYBR,"CYBERARK SOFTWAR",BQT3XY6,159.57,"8,348.00","1,332,090.36"
0.27,STX,"SEAGATE TECHNOLO",BKVD2N4,62.15,"21,142.00","1,313,975.30"
0.27,PATH,"UIPATH INC - CLASS A",BMD02L5,16.73,"77,087.00","1,289,665.51"
0.26,"5803 JP","FUJIKURA LTD",6356707,8.37,"152,779.00","1,278,971.84"
0.26,FRSH,"FRESHWORKS INC-CL A",BPF0BB7,17.29,"73,857.00","1,276,987.53"
0.25,TWLO,"TWILIO INC - A",BD6P5Q0,61.10,"20,084.00","1,227,132.40"
0.25,INFA,"INFORMATICA INC - CLASS A",BMG95P4,18.40,"66,664.00","1,226,617.60"
0.24,OKTA,"OKTA INC",BDFZSP1,70.31,"16,581.00","1,165,810.11"
0.24,CGNX,"COGNEX CORP",2208288,53.99,"21,577.00","1,164,942.23"
0.23,,CASH,,1.00,"1,125,832.08","1,125,832.08"
0.23,VRNT,"VERINT SYSTEMS INC",2849193,36.84,"30,208.00","1,112,862.72"
0.23,SMAR,"SMARTSHEET INC-CLASS A",BFZND98,41.70,"26,565.00","1,107,760.50"
0.23,WIX,"WIX.COM LTD",BFZCHN7,85.86,"12,840.00","1,102,442.40"
0.22,DXC,"DXC TECHNOLOGY CO",BYXD7B3,28.01,"38,563.00","1,080,149.63"
0.22,ENV,"ENVESTNET INC",B474ZK7,62.02,"16,824.00","1,043,424.48"
0.21,AMBA,"AMBARELLA INC",B7KH3G6,79.77,"12,748.00","1,016,907.96"
0.20,"TIETO FH","TIETOEVRY OYJ",5479702,26.05,"36,916.00","961,660.60"
0.19,VSAT,"VIASAT INC",2946243,29.42,"31,588.00","929,318.96"
0.18,G,"GENPACT LTD",B23DBK6,37.09,"23,441.00","869,426.69"
0.16,BZ,"KANZHUN LTD - ADR",BM91SH0,17.46,"45,099.00","787,428.54"
0.00,,"KOREAN WON",,0.00,-4.00,0.00
0.00,,"JAPANESE YEN",,0.01,-3.00,-0.02
0.00,,EURO,,1.10,-332.77,-365.77
0.00,,"CANADIAN DOLLAR",,0.76,-486.69,-368.80
0.00,,"TAIWAN DOLLAR",,0.03,"-20,884.10",-668.53
-0.05,,"OTHER PAYABLE & RECEIVABLES",,1.00,"-225,592.16","-225,592.16"
"The information contained herein may not be reproduced, redistributed or used to create any derivative works.",,,,,,
